"If you use any of the data presented in this website, we ask you to please reference the author in the following suggested format: ",,,,,
"Liljedahl, A. (year of retrieval). Climate data from the Goldstream Creek Watershed study of Methane Release from Thermokarst Lakes. University of Alaska Fairbanks, Water and Environmental Research Center. ",,,,,
"URL: http://ine.uaf.edu/werc/werc-projects/goldstream/ Fairbanks, Alaska, variously paged. [month and day of retrieval].",,,,,
"see readme-20200623.txt file for metadata, during periods of low flow and very high flow, river discharge may be inaccurate due to errors in rating curve.  Beaver activity resulted in high water levels at times, discharge may be unavailable or estimated.",,,,,
,,,,,
GSS2 Goldstream Creek at Ballaine Road  2015-2018 Last Updated EKY  15Jan2019,,,,,
Hydrological Data,,,,,
Lat:64.91137,,,,,
Long:-147.832,,,,,
Elev:186 m,,,,,
,,,,,
Col.  Data Type  Units,,,,,
1. Date Time (Alaska Standard Time),,,,,
2. Water Level Elevation (m above arbitrary datum),,,,,
3. Water Level Flag,,,,,
4. Discharge (m3/s),,,,,
5. Discharge Flag,,,,,
6. Pressure Transducer Water Temperature (deg C),,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
9/12/2018 6:45,98.90333,Beaver Dam,1.581764072,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 7:00,98.89983,Beaver Dam,1.582244523,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 7:15,98.90216,Beaver Dam,1.582724975,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 7:30,98.90308,Beaver Dam,1.583205426,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 7:45,98.90066,Beaver Dam,1.583685878,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 8:00,98.89891,Beaver Dam,1.584166329,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 8:15,98.90158,Beaver Dam,1.584646781,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 8:30,98.89833,Beaver Dam,1.585127232,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 8:45,98.90008,Beaver Dam,1.585607684,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 9:00,98.89983,Beaver Dam,1.586088136,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 9:15,98.90158,Beaver Dam,1.586568587,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 9:30,98.89983,Beaver Dam,1.587049039,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 9:45,98.89658,Beaver Dam,1.58752949,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 10:00,98.90133,Beaver Dam,1.588009942,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 10:15,98.89983,Beaver Dam,1.588490393,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 10:30,98.90008,Beaver Dam,1.588970845,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 10:45,98.89958,Beaver Dam,1.589451297,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 11:00,98.89983,Beaver Dam,1.589931748,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 11:15,98.89783,Beaver Dam,1.5904122,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 11:30,98.89958,Beaver Dam,1.590892651,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 11:45,98.89783,Beaver Dam,1.591373103,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 12:00,98.90308,Beaver Dam,1.591853554,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 12:15,98.89983,Beaver Dam,1.592334006,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 12:30,98.90308,Beaver Dam,1.592814457,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 12:45,98.90283,Beaver Dam,1.593294909,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 13:00,98.90133,Beaver Dam,1.593775361,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 13:15,98.90133,Beaver Dam,1.594255812,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 13:30,98.90308,Beaver Dam,1.594736264,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 13:45,98.90458,Beaver Dam,1.595216715,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 14:00,98.90483,Beaver Dam,1.595697167,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 14:15,98.90308,Beaver Dam,1.596177618,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 14:30,98.90333,Beaver Dam,1.59665807,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 14:45,98.90458,Beaver Dam,1.597138521,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 15:00,98.90308,Beaver Dam,1.597618973,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 15:15,98.90516,Beaver Dam,1.598099425,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 15:30,98.90716,Beaver Dam,1.598579876,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 15:45,98.90658,Beaver Dam,1.599060328,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 16:00,98.90716,Beaver Dam,1.599540779,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 16:15,98.90891,Beaver Dam,1.600021231,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 16:30,98.90716,Beaver Dam,1.600501682,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 16:45,98.91008,Beaver Dam,1.600982134,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 17:00,98.91041,Beaver Dam,1.601462586,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 17:15,98.90716,Beaver Dam,1.601943037,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 17:30,98.90833,Beaver Dam,1.602423489,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 17:45,98.90683,Beaver Dam,1.60290394,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 18:00,98.90866,Beaver Dam,1.603384392,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 18:15,98.90741,Beaver Dam,1.603865788,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 18:30,98.91041,Beaver Dam,1.604367493,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 18:45,98.90916,Beaver Dam,1.604869199,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 19:00,98.90891,Beaver Dam,1.605370904,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 19:15,98.90916,Beaver Dam,1.60587261,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 19:30,98.91091,Beaver Dam,1.606374315,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 19:45,98.91091,Beaver Dam,1.606876021,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 20:00,98.90916,Beaver Dam,1.607377726,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 20:15,98.90741,Beaver Dam,1.607879432,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 20:30,98.90683,Beaver Dam,1.608381137,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 20:45,98.90741,Beaver Dam,1.608882843,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 21:00,98.90741,Beaver Dam,1.609384548,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 21:15,98.90741,Beaver Dam,1.609886254,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 21:30,98.90916,Beaver Dam,1.610387959,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 21:45,98.90891,Beaver Dam,1.610889665,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 22:00,98.90741,Beaver Dam,1.61139137,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 22:15,98.90858,Beaver Dam,1.611893076,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 22:30,98.90741,Beaver Dam,1.612394781,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 22:45,98.90916,Beaver Dam,1.612896486,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 23:00,98.91091,Beaver Dam,1.613398192,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 23:15,98.90941,Beaver Dam,1.613899897,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 23:30,98.90741,Beaver Dam,1.614401603,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 23:45,98.90916,Beaver Dam,1.614903308,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 0:00,98.91091,Beaver Dam,1.615405014,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 0:15,98.90941,Beaver Dam,1.615906719,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 0:30,98.90916,Beaver Dam,1.616408425,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 0:45,98.90716,Beaver Dam,1.61691013,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 1:00,98.91091,Beaver Dam,1.617411836,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 1:15,98.90766,Beaver Dam,1.617913541,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 1:30,98.90916,Beaver Dam,1.618415247,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 1:45,98.91116,Beaver Dam,1.618916952,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 2:00,98.91291,Beaver Dam,1.619418658,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 2:15,98.90941,Beaver Dam,1.619920363,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 2:30,98.90766,Beaver Dam,1.620422069,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 2:45,98.90916,Beaver Dam,1.620923774,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 3:00,98.91441,Beaver Dam,1.62142548,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 3:15,98.91266,Beaver Dam,1.621927185,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 3:30,98.91266,Beaver Dam,1.62242889,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 3:45,98.91441,Beaver Dam,1.622930596,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 4:00,98.91441,Beaver Dam,1.623432301,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 4:15,98.91441,Beaver Dam,1.623934007,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 4:30,98.91616,Beaver Dam,1.624435712,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 4:45,98.915,Beaver Dam,1.624937418,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 5:00,98.91316,Beaver Dam,1.625439123,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 5:15,98.91375,Beaver Dam,1.625940829,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 5:30,98.91291,Beaver Dam,1.626442534,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 5:45,98.91375,Beaver Dam,1.62694424,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 6:00,98.91375,Beaver Dam,1.627445945,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 6:15,98.91116,Beaver Dam,1.627956733,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 6:30,98.912,Beaver Dam,1.628662797,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 6:45,98.9135,Beaver Dam,1.629368861,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 7:00,98.91025,Beaver Dam,1.630074925,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 7:15,98.9085,Beaver Dam,1.630780989,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 7:30,98.91,Beaver Dam,1.631487053,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 7:45,98.90825,Beaver Dam,1.632193117,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 8:00,98.90825,Beaver Dam,1.632899181,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 8:15,98.9115,Beaver Dam,1.633605245,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 8:30,98.90475,Beaver Dam,1.634311309,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 8:45,98.90825,Beaver Dam,1.635017373,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 9:00,98.90625,Beaver Dam,1.635723437,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 9:15,98.90825,Beaver Dam,1.636429501,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 9:30,98.90825,Beaver Dam,1.637135565,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 9:45,98.90825,Beaver Dam,1.637841629,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 10:00,98.909,Beaver Dam,1.638547693,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 10:15,98.91425,Beaver Dam,1.639253757,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 10:30,98.91425,Beaver Dam,1.639959821,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 10:45,98.916,Beaver Dam,1.640665885,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 11:00,98.914,Beaver Dam,1.641371949,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 11:15,98.916,Beaver Dam,1.642078013,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 11:30,98.914,Beaver Dam,1.642784077,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 11:45,98.91516,Beaver Dam,1.643490141,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 12:00,98.916,Beaver Dam,1.644196205,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 12:15,98.91775,Beaver Dam,1.644902269,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 12:30,98.92066,Beaver Dam,1.645608333,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 12:45,98.91775,Beaver Dam,1.646314397,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 13:00,98.91775,Beaver Dam,1.647020461,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 13:15,98.91775,Beaver Dam,1.647726525,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 13:30,98.91575,Beaver Dam,1.648432589,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 13:45,98.916,Beaver Dam,1.649138653,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 14:00,98.91925,Beaver Dam,1.649844717,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 14:15,98.92125,Beaver Dam,1.650550781,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 14:30,98.92125,Beaver Dam,1.651256845,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 14:45,98.923,Beaver Dam,1.651962909,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 15:00,98.91575,Beaver Dam,1.652668973,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 15:15,98.9195,Beaver Dam,1.653375037,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 15:30,98.91775,Beaver Dam,1.654081101,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 15:45,98.91891,Beaver Dam,1.654787165,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 16:00,98.91866,Beaver Dam,1.655493229,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 16:15,98.91866,Beaver Dam,1.656199293,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 16:30,98.92591,Beaver Dam,1.656905357,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 16:45,98.92241,Beaver Dam,1.657611421,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 17:00,98.92241,Beaver Dam,1.658317485,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 17:15,98.92266,Beaver Dam,1.659023549,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 17:30,98.92116,Beaver Dam,1.659729613,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 17:45,98.91766,Beaver Dam,1.660435677,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 18:00,98.91766,Beaver Dam,1.661141741,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 18:15,98.92116,Beaver Dam,1.661725869,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 18:30,98.91741,Beaver Dam,1.659688354,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 18:45,98.91766,Beaver Dam,1.657650839,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 19:00,98.92025,Beaver Dam,1.655613323,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 19:15,98.91641,Beaver Dam,1.653575808,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 19:30,98.91875,Beaver Dam,1.651538293,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 19:45,98.917,Beaver Dam,1.649500778,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 20:00,98.9135,Beaver Dam,1.647463263,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 20:15,98.9155,Beaver Dam,1.645425748,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 20:30,98.91525,Beaver Dam,1.643388233,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 20:45,98.912,Beaver Dam,1.641350718,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 21:00,98.9135,Beaver Dam,1.639313203,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 21:15,98.9135,Beaver Dam,1.637275688,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 21:30,98.90675,Beaver Dam,1.635238173,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 21:45,98.912,Beaver Dam,1.633200658,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 22:00,98.91025,Beaver Dam,1.631163143,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 22:15,98.912,Beaver Dam,1.629125628,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 22:30,98.9105,Beaver Dam,1.627088113,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 22:45,98.905,Beaver Dam,1.625050598,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/13/2018 23:00,98.905,Beaver Dam,1.623013083,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
