Date/Time,Air_Temperature_C_2m,Relative_Humidity_%_2m,WindSpeed_m/s_3m,WindDirection_Degrees_3m,WindSpeedMax_m/s_3m,StationPressure_mbar,Rainfall_mm,NetRadation_W/m2,SnowDepth_cm
10/30/2015 15:00,-7.23,79.33,0.137,70.39,33.63,7777,7777,7777,34.92
10/30/2015 16:00,-7.402,81.8,0.029,131,18.71,7777,7777,7777,31.51
10/30/2015 17:00,-8.08,85.7,0.087,179.9,6.171,7777,7777,7777,30.72
10/30/2015 18:00,-8.6,85.3,0.092,190.8,9.92,7777,7777,7777,31.41
10/30/2015 19:00,-9.16,84.8,0.111,208.4,19.83,7777,7777,7777,32.94
10/30/2015 20:00,-9.68,84.9,0.044,208.1,19.42,7777,7777,7777,32.12
10/30/2015 21:00,-8.99,87.3,0.03,204.3,10.75,7777,7777,7777,29.81
10/30/2015 22:00,-8.2,88,0.094,180.4,15.72,7777,7777,7777,30.25
10/30/2015 23:00,-8.42,87.4,0.069,188,18.89,7777,7777,7777,6999
10/31/2015 0:00,-8.72,87.3,0.025,301.1,14.05,7777,7777,7777,6999
10/31/2015 1:00,-9.67,87.2,0.044,202.8,32.8,7777,7777,7777,38.8
10/31/2015 2:00,-9.69,82,0.15,265.1,71.06,7777,7777,7777,30.29
10/31/2015 3:00,-9.27,80.6,0.521,341.3,24.4,7777,7777,7777,30.48
10/31/2015 4:00,-10.03,78.38,0.574,341.6,26.3,7777,7777,7777,6999
10/31/2015 5:00,-10.73,79.49,0.834,346.3,27.83,7777,7777,7777,31.39
10/31/2015 6:00,-13.22,82.7,0.215,14.19,35.54,7777,7777,7777,31.25
10/31/2015 7:00,-13.5,72.66,0.452,212.4,59.74,7777,7777,7777,31.73
10/31/2015 8:00,-12,81.7,0.427,56.28,77.2,7777,7777,7777,32.04
10/31/2015 9:00,-11.64,78.43,0.432,347.9,58.25,7777,7777,7777,32.52
10/31/2015 10:00,-12.34,72.86,0.218,270,42.97,7777,7777,7777,37.04
10/31/2015 11:00,-10.8,70.29,0.344,120,50.38,7777,7777,7777,30.98
10/31/2015 12:00,-9.29,71.64,1.237,237.1,24.06,7777,7777,7777,6999
10/31/2015 13:00,-8.39,69.07,1.157,240.5,19.83,7777,7777,7777,6999
10/31/2015 14:00,-8.6,73.88,1.171,248,15.07,7777,7777,7777,37.59
10/31/2015 15:00,-9.16,80.3,0.655,240.8,15.23,7777,7777,7777,40.3
10/31/2015 16:00,-10.45,83.6,0.344,227.3,23.2,7777,7777,7777,6999
10/31/2015 17:00,-11.14,83.3,0.23,233.6,24.71,7777,7777,7777,6999
10/31/2015 18:00,-12.7,82.8,0.11,27.77,8.43,7777,7777,7777,6999
10/31/2015 19:00,-16.21,79.88,0.091,35.43,12.96,7777,7777,7777,35.8
10/31/2015 20:00,-18.69,77.84,0.089,19.7,33.25,7777,7777,7777,29.67
10/31/2015 21:00,-19.97,76.08,0.057,43.13,22.41,7777,7777,7777,30.61
10/31/2015 22:00,-19.23,76.44,0.169,44.49,73.14,7777,7777,7777,31.57
10/31/2015 23:00,-18.95,79.04,0.135,118.2,70.5,7777,7777,7777,32.65
11/1/2015 0:00,-16.21,81.1,0.133,136.7,54.98,7777,7777,7777,33.29
11/1/2015 1:00,-14.79,80.6,0.02,80.3,32.63,7777,7777,7777,32.25
11/1/2015 2:00,-14.27,82.6,0.026,119.8,15.95,7777,7777,7777,32.31
11/1/2015 3:00,-13.7,82,0.159,82.6,38.54,7777,7777,7777,35.89
11/1/2015 4:00,-15.62,81.5,0.068,79.1,40.71,7777,7777,7777,32.15
11/1/2015 5:00,-14.97,82.1,0.139,103.8,38.62,7777,7777,7777,34.29
11/1/2015 6:00,-13.92,82.5,0.073,100.3,36,7777,7777,7777,34.62
11/1/2015 7:00,-13.5,82.9,0.08,155.1,47.49,7777,7777,7777,34.43
11/1/2015 8:00,-13.35,83,0.039,179.4,21.15,7777,7777,7777,34.23
11/1/2015 9:00,-13.43,82.3,0.056,90.6,49.63,7777,7777,7777,34.5
11/1/2015 10:00,-13.54,82.4,0.156,132.5,49.41,7777,7777,7777,34.63
11/1/2015 11:00,-12.55,82.9,0.102,109.2,32.24,7777,7777,7777,35.9
11/1/2015 12:00,-10.8,77.01,0.057,131.9,31.41,7777,7777,7777,35
11/1/2015 13:00,-8.59,73,0.159,216.2,18.93,7777,7777,7777,28.8
11/1/2015 14:00,-9.23,78.9,0.089,211.5,36.19,7777,7777,7777,32.31
11/1/2015 15:00,-8.97,79.45,0.079,96.7,52.18,7777,7777,7777,31.44
11/1/2015 16:00,-8.51,81.2,0.065,201.4,18.81,7777,7777,7777,31.3
11/1/2015 17:00,-8.78,84.1,0,6999,0,7777,7777,7777,33.5
11/1/2015 18:00,-8.76,85.6,0.026,182.6,19.76,7777,7777,7777,33.8
11/1/2015 19:00,-8.95,86.5,0.1,77.87,61.3,7777,7777,7777,34.08
11/1/2015 20:00,-9.23,87.1,0.025,79.86,23.96,7777,7777,7777,35.36
11/1/2015 21:00,-9.41,87.4,0.002,78.65,5.355,7777,7777,7777,35.93
11/1/2015 22:00,-9.38,86.8,0.018,110.1,15.3,7777,7777,7777,36.05
11/1/2015 23:00,-9.01,87,0.019,108.5,29.05,7777,7777,7777,35.61
11/2/2015 0:00,-8.65,86.9,0.194,99.7,85.1,7777,7777,7777,34.63
11/2/2015 1:00,-8.39,87.8,0.09,261.2,49.93,7777,7777,7777,32.51
11/2/2015 2:00,-8.52,88.4,0.238,292.4,23.31,7777,7777,7777,32.84
11/2/2015 3:00,-8.49,89.5,0.044,306.4,19.71,7777,7777,7777,35.03
11/2/2015 4:00,-8.26,89.3,0.007,233.5,7.659,7777,7777,7777,35.64
11/2/2015 5:00,-8.14,89.1,0,6999,0,7777,7777,7777,34.89
11/2/2015 6:00,-7.936,89.5,0,6999,0,7777,7777,7777,34.98
11/2/2015 7:00,-7.656,89.3,0,6999,0,7777,7777,7777,33.38
11/2/2015 8:00,-7.607,90.2,0,6999,0,7777,7777,7777,33.15
11/2/2015 9:00,-7.601,90.6,0,6999,0,7777,7777,7777,34.93
11/2/2015 10:00,-7.231,89.9,0,6999,0,7777,7777,7777,33.76
11/2/2015 11:00,-6.714,88.4,0,6999,0,7777,7777,7777,6999
11/2/2015 12:00,-5.97,87.3,0,6999,0,7777,7777,7777,6999
11/2/2015 13:00,-5.556,90.1,0,6999,0,7777,7777,7777,31.87
11/2/2015 14:00,-5.173,89.2,0,6999,0,7777,7777,7777,32.27
11/2/2015 15:00,-4.796,87.6,0,6999,0,7777,7777,7777,34.12
11/2/2015 16:00,-4.922,91.8,0,6999,0,7777,7777,7777,34.11
11/2/2015 17:00,-5.013,91.8,0,6999,0,7777,7777,7777,32.09
11/2/2015 18:00,-5.204,92.7,0,6999,0,7777,7777,7777,32.03
11/2/2015 19:00,-5.21,88.2,0,6999,0,7777,7777,7777,31.82
11/2/2015 20:00,-7.131,92.2,0,6999,0,7777,7777,7777,33.89
11/2/2015 21:00,-7.773,91.3,0,6999,0,7777,7777,7777,35.3
11/2/2015 22:00,-7.671,91.1,0,6999,0,7777,7777,7777,32.9
11/2/2015 23:00,-7.767,90.7,0,6999,0,7777,7777,7777,38.6
11/3/2015 0:00,-8.53,89.7,0,6999,0,7777,7777,7777,33.08
11/3/2015 1:00,-9.25,87,0,6999,0,7777,7777,7777,32.79
11/3/2015 2:00,-11.55,85,0,6999,0,7777,7777,7777,33.14
11/3/2015 3:00,-14.37,80.8,0,6999,0,7777,7777,7777,28.94
11/3/2015 4:00,-16.18,81.9,0,6999,0,7777,7777,7777,29.79
11/3/2015 5:00,-16.45,81.9,0,6999,0,7777,7777,7777,30.45
11/3/2015 6:00,-16.21,79.49,0,6999,0,7777,7777,7777,30.69
11/3/2015 7:00,-16.09,82.2,0,6999,0,7777,7777,7777,30.25
11/3/2015 8:00,-16.34,78.67,0,6999,0,7777,7777,7777,32.19
11/3/2015 9:00,-17.01,79.22,0,6999,0,7777,7777,7777,33.19
11/3/2015 10:00,-16.62,80.2,0,6999,0,7777,7777,7777,32.06
11/3/2015 11:00,-15.47,80.2,0,6999,0,7777,7777,7777,32.33
11/3/2015 12:00,-13.19,80,0,6999,0,7777,7777,7777,32.67
11/3/2015 13:00,-11.27,80.9,0,6999,0,7777,7777,7777,31.43
11/3/2015 14:00,-9.93,82.6,0,221,0,7777,7777,7777,32.09
11/3/2015 15:00,-9.13,84.6,0,6999,0,7777,7777,7777,30.53
11/3/2015 16:00,-9.02,86.3,0,6999,0,7777,7777,7777,32.34
11/3/2015 17:00,-10.96,84.9,0,6999,0,7777,7777,7777,32.99
11/3/2015 18:00,-12.93,85.1,0,6999,0,7777,7777,7777,30.97
11/3/2015 19:00,-13.39,84.5,0.059,94.3,43.21,7777,7777,7777,6999
11/3/2015 20:00,-12.38,86.4,0.012,107.1,20.67,7777,7777,7777,6999
11/3/2015 21:00,-10.57,86.9,0.071,140.1,13.08,7777,7777,7777,29.17
11/3/2015 22:00,-9.74,88.1,0.004,165.4,2.957,7777,7777,7777,30.31
11/3/2015 23:00,-9.24,88.7,0.041,234.4,5.825,7777,7777,7777,30.23
11/4/2015 0:00,-8.78,88.6,0.105,241.6,16.04,7777,7777,7777,30.11
11/4/2015 1:00,-8.57,88.9,0.068,199.4,13.21,7777,7777,7777,30.11
11/4/2015 2:00,-8.49,89.3,0.059,139.2,10.79,7777,7777,7777,30.33
11/4/2015 3:00,-8.2,89.5,0.032,214.6,27.57,7777,7777,7777,33.63
11/4/2015 4:00,-8.06,89.5,0.01,180.9,5.601,7777,7777,7777,32.9
11/4/2015 5:00,-7.862,90.6,0,6999,0,7777,7777,7777,33.87
11/4/2015 6:00,-7.659,90.6,0.074,173.1,40.27,7777,7777,7777,34.24
11/4/2015 7:00,-7.599,90.9,0.115,175.7,44.16,7777,7777,7777,34.3
11/4/2015 8:00,-7.417,90.8,0.158,188.1,51.07,7777,7777,7777,33.89
11/4/2015 9:00,-7.205,91,0.208,204.2,36.79,7777,7777,7777,32.4
11/4/2015 10:00,-6.69,91.4,0.027,256.5,34.72,7777,7777,7777,29.86
11/4/2015 11:00,-5.93,89.3,0.029,289.4,38.79,7777,7777,7777,30.57
11/4/2015 12:00,-5.514,88.4,0.235,197.8,30.32,7777,7777,7777,31.66
11/4/2015 13:00,-5.361,85.9,0.144,223.2,10.43,7777,7777,7777,30.52
11/4/2015 14:00,-5.464,89.2,0.083,203.5,13.51,7777,7777,7777,30.31
11/4/2015 15:00,-5.187,88.6,0.25,276.3,56.17,7777,7777,7777,30.54
11/4/2015 16:00,-5.36,90.8,0.238,231.3,43.54,7777,7777,7777,31.34
11/4/2015 17:00,-6.03,92.3,0.087,203.2,17.11,7777,7777,7777,29.44
11/4/2015 18:00,-6.3,92.3,0.097,135.3,39.8,7777,7777,7777,28.83
11/4/2015 19:00,-6.125,92.5,0.073,136.8,38.44,7777,7777,7777,28.54
11/4/2015 20:00,-5.842,92.5,0.051,106.5,35.37,7777,7777,7777,28.8
11/4/2015 21:00,-5.847,92.3,0.068,160.5,35.99,7777,7777,7777,29.35
11/4/2015 22:00,-6.117,92.1,0.073,171.2,39.52,7777,7777,7777,29.65
11/4/2015 23:00,-7.151,92.2,0.008,124.6,11.53,7777,7777,7777,30.6
11/5/2015 0:00,-7.645,91.9,0.006,182.2,0.009,7777,7777,7777,31.91
11/5/2015 1:00,-7.597,91.2,0.004,122.5,0.793,7777,7777,7777,32.16
11/5/2015 2:00,-7.445,91.4,0.109,214.9,28.45,7777,7777,7777,32.27
11/5/2015 3:00,-7.365,91.5,0,143.7,0.002,7777,7777,7777,31.96
11/5/2015 4:00,-8.05,91,0.033,197.1,16.59,7777,7777,7777,30.81
11/5/2015 5:00,-8.75,89,0.046,147.6,45.53,7777,7777,7777,29.78
11/5/2015 6:00,-9.87,87.4,0.023,144.1,8.61,7777,7777,7777,29.54
11/5/2015 7:00,-11.01,85.7,0.074,173.6,40.35,7777,7777,7777,29.66
11/5/2015 8:00,-12.76,87.5,0.198,62.56,26.97,7777,7777,7777,31.04
11/5/2015 9:00,-13.4,87.1,0.102,102.1,42.6,7777,7777,7777,34.74
11/5/2015 10:00,-12.45,85.6,0.043,112,36.04,7777,7777,7777,32.85
11/5/2015 11:00,-11.06,85.3,0.063,177.3,34.3,7777,7777,7777,29.7
11/5/2015 12:00,-9.49,89,0.16,103.8,37.29,7777,7777,7777,29.73
11/5/2015 13:00,-7.286,89.7,0.145,98.1,30.87,7777,7777,7777,32.24
11/5/2015 14:00,-6.432,90.3,0.103,159.9,29.04,7777,7777,7777,32.08
11/5/2015 15:00,-6.078,91.2,0.175,140,31.22,7777,7777,7777,31.29
11/5/2015 16:00,-5.379,92.1,0.194,103.4,36.3,7777,7777,7777,30.63
11/5/2015 17:00,-5.541,92.5,0.03,105.2,27.57,7777,7777,7777,29.64
11/5/2015 18:00,-5.444,92.6,0.138,106.9,39.12,7777,7777,7777,28.89
11/5/2015 19:00,-4.848,93,0.089,125.6,35.36,7777,7777,7777,26.92
11/5/2015 20:00,-4.373,93.6,0.095,128.9,42.59,7777,7777,7777,27.87
11/5/2015 21:00,-4.199,94,0.046,145.5,27.73,7777,7777,7777,25.64
11/5/2015 22:00,-4.381,94.3,0.007,157.8,3.495,7777,7777,7777,26.77
11/5/2015 23:00,-4.768,93.6,0.06,161,35.22,7777,7777,7777,27.62
11/6/2015 0:00,-5.239,93.4,0.095,184.2,52.5,7777,7777,7777,28.35
11/6/2015 1:00,-5.118,93.9,0.038,136.3,16.76,7777,7777,7777,28.28
11/6/2015 2:00,-5.034,93.9,0.08,198.5,13.15,7777,7777,7777,26.06
11/6/2015 3:00,-5.119,94.1,0.034,173.8,4.078,7777,7777,7777,25.86
11/6/2015 4:00,-4.731,94.4,0.015,100.8,25.87,7777,7777,7777,27.13
11/6/2015 5:00,-4.643,94.8,0.053,184.7,2.442,7777,7777,7777,33.85
11/6/2015 6:00,-4.631,94.8,0,6999,0,7777,7777,7777,29.18
11/6/2015 7:00,-4.738,94.7,0,6999,0,7777,7777,7777,28.63
11/6/2015 8:00,-4.821,95,0,6999,0,7777,7777,7777,29.56
11/6/2015 9:00,-4.591,92.5,0.05,209,4.996,7777,7777,7777,30.16
11/6/2015 10:00,-4.612,92,0.272,216.4,7.001,7777,7777,7777,30.2
11/6/2015 11:00,-4.432,90.8,0.679,232.4,15,7777,7777,7777,31
11/6/2015 12:00,-4.278,85.9,0.022,151.3,5.448,7777,7777,7777,32.1
11/6/2015 13:00,-4.432,89.6,0.147,198.6,7.529,7777,7777,7777,30.03
11/6/2015 14:00,-4.367,88,0.077,189.2,1.986,7777,7777,7777,29.63
11/6/2015 15:00,-4.181,90.5,0,6999,0,7777,7777,7777,31.45
11/6/2015 16:00,-4.845,90.1,0.496,255.9,18.63,7777,7777,7777,31.59
11/6/2015 17:00,-5.792,87.1,0.625,274.2,44.28,7777,7777,7777,31.14
11/6/2015 18:00,-6.365,90.4,0.201,208.9,29.42,7777,7777,7777,29.1
11/6/2015 19:00,-6.528,91.4,0.23,205.5,5.605,7777,7777,7777,30.11
11/6/2015 20:00,-6.599,91.9,0.333,201,8.22,7777,7777,7777,30.99
11/6/2015 21:00,-6.602,92.2,0.05,203.8,5.92,7777,7777,7777,31.7
11/6/2015 22:00,-6.742,91.9,0,6999,0,7777,7777,7777,30.9
11/6/2015 23:00,-6.897,91.9,0,6999,0,7777,7777,7777,31.46
11/7/2015 0:00,-7.016,92.3,0,6999,0,7777,7777,7777,32.52
11/7/2015 1:00,-6.942,92.3,0,6999,0,7777,7777,7777,32.7
11/7/2015 2:00,-6.838,92.5,0,6999,0,7777,7777,7777,33.46
11/7/2015 3:00,-6.817,92.3,0,6999,0,7777,7777,7777,33.05
11/7/2015 4:00,-6.851,91.9,0,6999,0,7777,7777,7777,34.49
11/7/2015 5:00,-7.292,91.5,0,6999,0,7777,7777,7777,35.51
11/7/2015 6:00,-7.533,91.7,0,6999,0,7777,7777,7777,36.52
11/7/2015 7:00,-7.431,91.5,0,6999,0,7777,7777,7777,34.08
11/7/2015 8:00,-7.526,91.3,0,6999,0,7777,7777,7777,33.45
11/7/2015 9:00,-7.497,90.7,0,6999,0,7777,7777,7777,33.5
11/7/2015 10:00,-7.25,90.1,0,6999,0,7777,7777,7777,33.24
11/7/2015 11:00,-6.842,90.1,0,6999,0,7777,7777,7777,33.47
11/7/2015 12:00,-6.005,87.7,0,6999,0,7777,7777,7777,33.19
11/7/2015 13:00,-5.373,88.7,0,6999,0,7777,7777,7777,33.05
11/7/2015 14:00,-4.68,89.8,0,6999,0,7777,7777,7777,34.26
11/7/2015 15:00,-4.347,87.1,0,6999,0,7777,7777,7777,36.21
11/7/2015 16:00,-5.724,92.5,0,6999,0,7777,7777,7777,34.54
11/7/2015 17:00,-6.821,91.8,0,6999,0,7777,7777,7777,38.2
11/7/2015 18:00,-7.55,91.4,0,6999,0,7777,7777,7777,37.04
11/7/2015 19:00,-7.567,91.6,0,6999,0,7777,7777,7777,35.02
11/7/2015 20:00,-7.875,91.8,0,6999,0,7777,7777,7777,36.36
11/7/2015 21:00,-7.425,91.3,0,6999,0,7777,7777,7777,37.17
11/7/2015 22:00,-7.83,90.8,0,6999,0,7777,7777,7777,34.37
11/7/2015 23:00,-7.7,91.5,0,6999,0,7777,7777,7777,35.7
11/8/2015 0:00,-7.193,91.2,0,6999,0,7777,7777,7777,35.82
11/8/2015 1:00,-6.834,92.3,0,6999,0,7777,7777,7777,36.52
11/8/2015 2:00,-6.705,92.4,0,6999,0,7777,7777,7777,34.96
11/8/2015 3:00,-6.95,92.5,0,6999,0,7777,7777,7777,36.41
11/8/2015 4:00,-6.918,92.2,0,6999,0,7777,7777,7777,32.67
11/8/2015 5:00,-6.638,92.3,0,6999,0,7777,7777,7777,32.58
11/8/2015 6:00,-6.254,92.9,0,6999,0,7777,7777,7777,31.89
11/8/2015 7:00,-5.808,92.8,0,6999,0,7777,7777,7777,33.13
11/8/2015 8:00,-5.554,87.3,0,6999,0,7777,7777,7777,32.75
11/8/2015 9:00,-5.6,85.3,0,6999,0,7777,7777,7777,32.98
11/8/2015 10:00,-7.337,86.7,0,6999,0,7777,7777,7777,32.2
11/8/2015 11:00,-6.889,81.8,0,6999,0,7777,7777,7777,32.64
11/8/2015 12:00,-5.833,78.33,0,6999,0,7777,7777,7777,6999
11/8/2015 13:00,-5.734,78.39,0,6999,0,7777,7777,7777,6999
11/8/2015 14:00,-5.937,77.5,0,6999,0,7777,7777,7777,31.77
11/8/2015 15:00,-5.022,65.28,0.821,126.3,28.85,7777,7777,7777,38.6
11/8/2015 16:00,-5.281,68.99,0.796,72.96,42.24,7777,7777,7777,32.06
11/8/2015 17:00,-5.968,67.56,0.673,57.09,33.47,7777,7777,7777,32.5
11/8/2015 18:00,-5.425,75.1,0.482,18.95,83.8,7777,7777,7777,32.55
11/8/2015 19:00,-6.415,78.68,0.383,325.1,59.47,7777,7777,7777,31.24
11/8/2015 20:00,-7.171,85,0.24,98.8,61,7777,7777,7777,31.31
11/8/2015 21:00,-7.861,87.6,0.231,64.23,36.8,7777,7777,7777,30.07
11/8/2015 22:00,-8.95,88.3,0.116,14.74,16.06,7777,7777,7777,29.21
11/8/2015 23:00,-8.08,87.6,0.229,229.2,71.56,7777,7777,7777,29.66
11/9/2015 0:00,-7.585,90,0.12,79.49,44.87,7777,7777,7777,35.87
11/9/2015 1:00,-7.145,91.2,0.101,65.54,25.88,7777,7777,7777,35.26
11/9/2015 2:00,-6.877,91.7,0.006,95.5,0.977,7777,7777,7777,36.01
11/9/2015 3:00,-6.666,92,0,6999,0,7777,7777,7777,35.47
11/9/2015 4:00,-6.459,92.1,0,6999,0,7777,7777,7777,36.72
11/9/2015 5:00,-6.324,92.5,0,6999,0,7777,7777,7777,37.04
11/9/2015 6:00,-6.176,92.5,0,6999,0,7777,7777,7777,36.9
11/9/2015 7:00,-6.073,92.6,0,6999,0,7777,7777,7777,31.88
11/9/2015 8:00,-6.04,92.9,0,6999,0,7777,7777,7777,32.51
11/9/2015 9:00,-5.997,92.7,0,6999,0,7777,7777,7777,32.58
11/9/2015 10:00,-5.9,92.5,0,6999,0,7777,7777,7777,33.16
11/9/2015 11:00,-5.508,91.8,0,6999,0,7777,7777,7777,6999
11/9/2015 12:00,-5.016,93.1,0,6999,0,7777,7777,7777,38.9
11/9/2015 13:00,-4.85,90.9,0,6999,0,7777,7777,7777,36.4
11/9/2015 14:00,-4.747,91.4,0,6999,0,7777,7777,7777,35.85
11/9/2015 15:00,-5.912,92.3,0,6999,0,7777,7777,7777,35.97
11/9/2015 16:00,-6.613,93.5,0,6999,0,7777,7777,7777,37.21
11/9/2015 17:00,-5.843,93.6,0,6999,0,7777,7777,7777,39.2
11/9/2015 18:00,-5.54,93.3,0,6999,0,7777,7777,7777,38.9
11/9/2015 19:00,-6.166,91.6,0,6999,0,7777,7777,7777,36.47
11/9/2015 20:00,-8.38,91.1,0,6999,0,7777,7777,7777,37.19
11/9/2015 21:00,-9.31,88.9,0,6999,0,7777,7777,7777,37.12
11/9/2015 22:00,-10.42,86.3,0,6999,0,7777,7777,7777,37.39
11/9/2015 23:00,-13.22,82.3,0,6999,0,7777,7777,7777,36.91
11/10/2015 0:00,-15.13,82.6,0,6999,0,7777,7777,7777,36.72
11/10/2015 1:00,-16.44,81.3,0,6999,0,7777,7777,7777,36.8
11/10/2015 2:00,-16.98,78.6,0,6999,0,7777,7777,7777,36.99
11/10/2015 3:00,-18.66,75.3,0,6999,0,7777,7777,7777,36.66
11/10/2015 4:00,-19.49,76.49,0,6999,0,7777,7777,7777,36.92
11/10/2015 5:00,-19.42,77.87,0,6999,0,7777,7777,7777,39
11/10/2015 6:00,-18.79,77.25,0,6999,0,7777,7777,7777,38.5
11/10/2015 7:00,-19.62,75.39,0,6999,0,7777,7777,7777,37.66
11/10/2015 8:00,-19.9,72.24,0,6999,0,7777,7777,7777,37.4
11/10/2015 9:00,-20.78,73.22,0,6999,0,7777,7777,7777,37.39
11/10/2015 10:00,-20.97,72.39,0,6999,0,7777,7777,7777,37.29
11/10/2015 11:00,-19.77,73.97,0,6999,0,7777,7777,7777,36.52
11/10/2015 12:00,-17.6,74.5,0,6999,0,7777,7777,7777,38.2
11/10/2015 13:00,-14.66,76.1,0,6999,0,7777,7777,7777,36.78
11/10/2015 14:00,-12.98,77.92,0,6999,0,7777,7777,7777,39.1
11/10/2015 15:00,-15.51,79.05,0,6999,0,7777,7777,7777,37.07
11/10/2015 16:00,-16.38,80.4,0,6999,0,7777,7777,7777,37.69
11/10/2015 17:00,-16.95,78.86,0,6999,0,7777,7777,7777,37
11/10/2015 18:00,-18.05,78.53,0,6999,0,7777,7777,7777,37.76
11/10/2015 19:00,-18.28,79.17,0,6999,0,7777,7777,7777,37
11/10/2015 20:00,-17.2,78.8,0,6999,0,7777,7777,7777,39
11/10/2015 21:00,-17.2,78.32,0,6999,0,7777,7777,7777,38.6
11/10/2015 22:00,-18.49,77.09,0,6999,0,7777,7777,7777,38.1
11/10/2015 23:00,-18.96,77.32,0,6999,0,7777,7777,7777,36.51
11/11/2015 0:00,-17.46,79.7,0,6999,0,7777,7777,7777,36.78
11/11/2015 1:00,-16.1,81.4,0,6999,0,7777,7777,7777,36.76
11/11/2015 2:00,-15.22,82,0,6999,0,7777,7777,7777,38.7
11/11/2015 3:00,-14.3,83.3,0,6999,0,7777,7777,7777,38.7
11/11/2015 4:00,-13.25,84.2,0,6999,0,7777,7777,7777,39.5
11/11/2015 5:00,-12.35,85.1,0,6999,0,7777,7777,7777,41.7
11/11/2015 6:00,-11.92,85.2,0,6999,0,7777,7777,7777,42
11/11/2015 7:00,-11.73,85.4,0,6999,0,7777,7777,7777,41.3
11/11/2015 8:00,-12.05,83.8,0,6999,0,7777,7777,7777,42.5
11/11/2015 9:00,-14.47,79.24,0,6999,0,7777,7777,7777,42.4
11/11/2015 10:00,-17.95,75.7,0,6999,0,7777,7777,7777,42.5
11/11/2015 11:00,-18.9,74.49,0,6999,0,7777,7777,7777,42.4
11/11/2015 12:00,-17.74,76.19,0,6999,0,7777,7777,7777,42.7
11/11/2015 13:00,-16.35,75.41,0,6999,0,7777,7777,7777,6999
11/11/2015 14:00,-14.71,75.24,0,6999,0,7777,7777,7777,43.9
11/11/2015 15:00,-15.22,74.35,0,6999,0,7777,7777,7777,40.7
11/11/2015 16:00,-18.06,75.2,0,6999,0,7777,7777,7777,40.3
11/11/2015 17:00,-20.06,73.47,0,6999,0,7777,7777,7777,6999
11/11/2015 18:00,-21.75,70.47,0,6999,0,7777,7777,7777,6999
11/11/2015 19:00,-23.55,69.25,0,6999,0,7777,7777,7777,6999
11/11/2015 20:00,-24.36,68.16,0,6999,0,7777,7777,7777,38.5
11/11/2015 21:00,-25.1,68.1,0,6999,0,7777,7777,7777,39.7
11/11/2015 22:00,-25.79,66.45,0,6999,0,7777,7777,7777,43.4
11/11/2015 23:00,-26.23,66.4,0,6999,0,7777,7777,7777,38.3
11/12/2015 0:00,-27.02,65.85,0,6999,0,7777,7777,7777,39
11/12/2015 1:00,-27.21,65.37,0,6999,0,7777,7777,7777,38.9
11/12/2015 2:00,-27.87,65.51,0,6999,0,7777,7777,7777,38.6
11/12/2015 3:00,-27.91,64.82,0,6999,0,7777,7777,7777,38.3
11/12/2015 4:00,-28.34,63.65,0,6999,0,7777,7777,7777,37.79
11/12/2015 5:00,-28.44,64.55,0,6999,0,7777,7777,7777,37.1
11/12/2015 6:00,-27.83,63.46,0,6999,0,7777,7777,7777,36.2
11/12/2015 7:00,-28.31,63.25,0,6999,0,7777,7777,7777,35.17
11/12/2015 8:00,-28.55,63.52,0,6999,0,7777,7777,7777,34.23
11/12/2015 9:00,-28.92,62.7,0,6999,0,7777,7777,7777,33.59
11/12/2015 10:00,-29.19,62.91,0,6999,0,7777,7777,7777,35.22
11/12/2015 11:00,-25.45,66.88,0,6999,0,7777,7777,7777,6999
11/12/2015 12:00,-20.89,62.98,0,6999,0,7777,7777,7777,6999
11/12/2015 13:00,-17.21,63.57,0,6999,0,7777,7777,7777,6999
11/12/2015 14:00,-19.45,61.69,0,6999,0,7777,7777,7777,38.5
11/12/2015 15:00,-19.07,63.55,0,6999,0,7777,7777,7777,38.3
11/12/2015 16:00,-21.01,66.73,0,6999,0,7777,7777,7777,38.1
11/12/2015 17:00,-25.29,66.49,0,6999,0,7777,7777,7777,37.09
11/12/2015 18:00,-27.27,65.5,0,6999,0,7777,7777,7777,36.54
11/12/2015 19:00,-28.34,64.34,0,6999,0,7777,7777,7777,36.18
11/12/2015 20:00,-28.71,63.45,0,6999,0,7777,7777,7777,35.95
11/12/2015 21:00,-29.07,63.88,0,6999,0,7777,7777,7777,35.81
11/12/2015 22:00,-28.04,65.24,0,6999,0,7777,7777,7777,35.99
11/12/2015 23:00,-26.85,65.23,0,6999,0,7777,7777,7777,35.78
11/13/2015 0:00,-27.44,64.27,0,6999,0,7777,7777,7777,35.36
11/13/2015 1:00,-27.91,66.2,0,6999,0,7777,7777,7777,35.19
11/13/2015 2:00,-26.02,67.37,0,6999,0,7777,7777,7777,35.57
11/13/2015 3:00,-24.57,68.93,0,6999,0,7777,7777,7777,35.98
11/13/2015 4:00,-22.97,70.35,0,6999,0,7777,7777,7777,36.48
11/13/2015 5:00,-21.85,71.5,0,6999,0,7777,7777,7777,36.66
11/13/2015 6:00,-20.98,73.01,0,147.2,1.857,7777,7777,7777,36.91
11/13/2015 7:00,-20.36,74.31,0,6999,0,7777,7777,7777,36.04
11/13/2015 8:00,-19.83,75.39,0,6999,0,7777,7777,7777,35.14
11/13/2015 9:00,-19.42,75.67,0,6999,0,7777,7777,7777,35.02
