Date/Time,Soil Surface Temperature 0 cm bgs deg C,Soil Temperature CS616 10 cm bgs deg C,Soil Temperature CS616 30 cm bgs deg C,Soil Temperature CS616 50 cm bgs deg C,Soil Temperature 5 cm bgs deg C,Soil Temperature 10 cm bgs deg C,Soil Temperature 20 cm bgs deg C,Soil Temperature 30 cm bgs deg C,Soil Temperature 50 cm bgs deg C,Soil Temperature 70 cm bgs deg C,Soil Temperature 90 cm bgs deg C,Soil Temperature 110 cm bgs deg C,Soil Temperature 130 cm bgs deg C,Soil Moisture 10 cm bgs CS616 m3/m3,Soil Moisture 30 cm bgs CS616 m3/m3,Soil Moisture 50 cm bgs CS616 m3/m3
10/14/2015 15:00,7777,7777,7777,7777,6999,6999,6999,6999,6999,6999,6999,6999,6999,0.189,0.248,0.144
10/14/2015 16:00,7777,7777,7777,7777,1.319,1.614,1.793,2.232,2.92,3.081,3.32,3.572,3.701,0.189,0.248,0.144
10/14/2015 17:00,7777,7777,7777,7777,1.307,1.611,1.783,2.228,2.91,3.076,3.314,3.572,3.694,0.189,0.249,0.144
10/14/2015 18:00,7777,7777,7777,7777,1.301,1.607,1.779,2.222,2.91,3.073,3.312,3.566,3.695,0.189,0.249,0.144
10/14/2015 19:00,7777,7777,7777,7777,1.305,1.604,1.777,2.214,2.904,3.069,3.308,3.566,3.688,0.189,0.249,0.144
10/14/2015 20:00,7777,7777,7777,7777,1.302,1.601,1.776,2.213,2.901,3.065,3.309,3.563,3.693,0.189,0.249,0.144
10/14/2015 21:00,7777,7777,7777,7777,1.297,1.602,1.775,2.21,2.896,3.061,3.302,3.558,3.692,0.189,0.249,0.144
10/14/2015 22:00,7777,7777,7777,7777,1.297,1.597,1.775,2.207,2.895,3.062,3.301,3.561,3.682,0.189,0.248,0.144
10/14/2015 23:00,7777,7777,7777,7777,1.297,1.597,1.767,2.205,2.893,3.054,3.297,3.557,3.68,0.189,0.249,0.144
10/15/2015 0:00,7777,7777,7777,7777,1.298,1.596,1.762,2.194,2.884,3.049,3.294,3.55,3.677,0.189,0.249,0.144
10/15/2015 1:00,7777,7777,7777,7777,1.293,1.591,1.759,2.191,2.875,3.044,3.285,3.543,3.671,0.189,0.249,0.144
10/15/2015 2:00,7777,7777,7777,7777,1.297,1.591,1.756,2.192,2.878,3.043,3.285,3.541,3.671,0.189,0.249,0.144
10/15/2015 3:00,7777,7777,7777,7777,1.301,1.593,1.756,2.187,2.867,3.032,3.283,3.539,3.667,0.189,0.249,0.144
10/15/2015 4:00,7777,7777,7777,7777,1.293,1.587,1.752,2.184,2.864,3.033,3.279,3.529,3.665,0.189,0.249,0.144
10/15/2015 5:00,7777,7777,7777,7777,1.292,1.593,1.752,2.186,2.86,3.031,3.276,3.529,3.663,0.189,0.249,0.143
10/15/2015 6:00,7777,7777,7777,7777,1.292,1.588,1.753,2.181,2.861,3.028,3.272,3.532,3.66,0.189,0.249,0.144
10/15/2015 7:00,7777,7777,7777,7777,1.291,1.587,1.744,2.174,2.858,3.025,3.271,3.527,3.657,0.189,0.248,0.144
10/15/2015 8:00,7777,7777,7777,7777,1.288,1.583,1.742,2.17,2.852,3.017,3.267,3.519,3.657,0.189,0.248,0.144
10/15/2015 9:00,7777,7777,7777,7777,1.284,1.585,1.739,2.166,2.85,3.015,3.268,3.519,3.653,0.188,0.248,0.144
10/15/2015 10:00,7777,7777,7777,7777,1.277,1.578,1.741,2.167,2.845,3.012,3.264,3.516,3.652,0.188,0.248,0.144
10/15/2015 11:00,7777,7777,7777,7777,1.276,1.576,1.739,2.166,2.848,3.013,3.257,3.515,3.652,0.188,0.248,0.144
10/15/2015 12:00,7777,7777,7777,7777,1.27,1.572,1.734,2.164,2.837,3.008,3.256,3.51,3.643,0.188,0.248,0.143
10/15/2015 13:00,7777,7777,7777,7777,1.27,1.571,1.734,2.159,2.836,3.007,3.253,3.511,3.646,0.188,0.248,0.144
10/15/2015 14:00,7777,7777,7777,7777,1.265,1.571,1.734,2.159,2.831,3.007,3.251,3.507,3.638,0.188,0.248,0.143
10/15/2015 15:00,7777,7777,7777,7777,1.263,1.56,1.723,2.152,2.827,2.995,3.248,3.503,3.636,0.188,0.248,0.143
10/15/2015 16:00,7777,7777,7777,7777,1.261,1.558,1.719,2.146,2.827,2.991,3.246,3.497,3.632,0.188,0.248,0.143
10/15/2015 17:00,7777,7777,7777,7777,1.259,1.558,1.715,2.144,2.823,2.989,3.23,3.493,3.632,0.188,0.248,0.143
10/15/2015 18:00,7777,7777,7777,7777,1.265,1.561,1.721,2.149,2.824,2.988,3.242,3.494,3.631,0.188,0.248,0.144
10/15/2015 19:00,7777,7777,7777,7777,1.266,1.562,1.719,2.148,2.819,2.982,3.234,3.487,3.629,0.188,0.248,0.143
10/15/2015 20:00,7777,7777,7777,7777,1.261,1.556,1.709,2.133,2.808,2.977,3.229,3.482,3.622,0.188,0.248,0.143
10/15/2015 21:00,7777,7777,7777,7777,1.262,1.554,1.715,2.13,2.809,2.974,3.228,3.486,3.619,0.188,0.248,0.143
10/15/2015 22:00,7777,7777,7777,7777,1.268,1.556,1.715,2.138,2.813,2.972,3.226,3.486,3.621,0.188,0.248,0.144
10/15/2015 23:00,7777,7777,7777,7777,1.272,1.556,1.715,2.129,2.808,2.977,3.225,3.486,3.62,0.188,0.248,0.144
10/16/2015 0:00,7777,7777,7777,7777,1.269,1.554,1.709,2.132,2.802,2.966,3.219,3.48,3.613,0.188,0.248,0.144
10/16/2015 1:00,7777,7777,7777,7777,1.271,1.56,1.71,2.129,2.801,2.964,3.218,3.475,3.611,0.188,0.248,0.144
10/16/2015 2:00,7777,7777,7777,7777,1.266,1.554,1.703,2.121,2.798,2.959,3.213,3.472,3.606,0.188,0.248,0.144
10/16/2015 3:00,7777,7777,7777,7777,1.272,1.555,1.706,2.12,2.795,2.958,3.206,3.47,3.605,0.188,0.248,0.144
10/16/2015 4:00,7777,7777,7777,7777,1.274,1.553,1.711,2.122,2.791,2.956,3.212,3.467,3.607,0.188,0.248,0.144
10/16/2015 5:00,7777,7777,7777,7777,1.27,1.558,1.708,2.124,2.789,2.954,3.202,3.463,3.605,0.188,0.248,0.144
10/16/2015 6:00,7777,7777,7777,7777,1.272,1.558,1.702,2.122,2.783,2.954,3.202,3.465,3.599,0.188,0.248,0.144
10/16/2015 7:00,7777,7777,7777,7777,1.276,1.558,1.702,2.12,2.783,2.946,3.198,3.461,3.601,0.188,0.248,0.144
10/16/2015 8:00,7777,7777,7777,7777,1.274,1.556,1.7,2.116,2.783,2.952,3.198,3.46,3.597,0.188,0.248,0.144
10/16/2015 9:00,7777,7777,7777,7777,1.276,1.553,1.7,2.116,2.781,2.948,3.19,3.458,3.595,0.188,0.248,0.144
10/16/2015 10:00,7777,7777,7777,7777,1.28,1.554,1.706,2.114,2.773,2.934,3.188,3.456,3.599,0.188,0.248,0.144
10/16/2015 11:00,7777,7777,7777,7777,1.272,1.549,1.694,2.106,2.771,2.934,3.186,3.456,3.589,0.188,0.248,0.144
10/16/2015 12:00,7777,7777,7777,7777,1.271,1.546,1.697,2.109,2.768,2.931,3.183,3.444,3.584,0.188,0.248,0.144
10/16/2015 13:00,7777,7777,7777,7777,1.258,1.546,1.695,2.105,2.764,2.929,3.181,3.444,3.579,0.187,0.248,0.143
10/16/2015 14:00,7777,7777,7777,7777,1.26,1.547,1.695,2.104,2.765,2.93,3.176,3.439,3.58,0.187,0.248,0.143
10/16/2015 15:00,7777,7777,7777,7777,1.256,1.538,1.689,2.099,2.76,2.926,3.176,3.437,3.574,0.187,0.248,0.143
10/16/2015 16:00,7777,7777,7777,7777,1.263,1.547,1.689,2.102,2.755,2.921,3.169,3.438,3.571,0.187,0.248,0.144
10/16/2015 17:00,7777,7777,7777,7777,1.263,1.539,1.685,2.094,2.751,2.914,3.165,3.432,3.571,0.188,0.247,0.144
10/16/2015 18:00,7777,7777,7777,7777,1.262,1.542,1.681,2.093,2.75,2.912,3.166,3.429,3.566,0.188,0.248,0.144
10/16/2015 19:00,7777,7777,7777,7777,1.261,1.54,1.691,2.095,2.745,2.91,3.166,3.431,3.57,0.188,0.248,0.144
10/16/2015 20:00,7777,7777,7777,7777,1.258,1.534,1.68,2.085,2.744,2.913,3.157,3.422,3.563,0.188,0.248,0.143
10/16/2015 21:00,7777,7777,7777,7777,1.262,1.535,1.682,2.088,2.739,2.907,3.157,3.42,3.557,0.187,0.248,0.143
10/16/2015 22:00,7777,7777,7777,7777,1.266,1.54,1.686,2.096,2.739,2.902,3.159,3.418,3.559,0.188,0.248,0.143
10/16/2015 23:00,7777,7777,7777,7777,1.264,1.546,1.682,2.09,2.741,2.906,3.156,3.419,3.558,0.188,0.248,0.143
10/17/2015 0:00,7777,7777,7777,7777,1.272,1.543,1.684,2.086,2.741,2.894,3.148,3.417,3.552,0.188,0.248,0.143
10/17/2015 1:00,7777,7777,7777,7777,1.272,1.542,1.68,2.086,2.733,2.896,3.144,3.413,3.556,0.187,0.248,0.143
10/17/2015 2:00,7777,7777,7777,7777,1.275,1.543,1.683,2.087,2.734,2.897,3.147,3.414,3.551,0.187,0.248,0.143
10/17/2015 3:00,7777,7777,7777,7777,1.274,1.545,1.677,2.081,2.728,2.894,3.146,3.401,3.546,0.187,0.248,0.143
10/17/2015 4:00,7777,7777,7777,7777,1.272,1.543,1.675,2.083,2.726,2.891,3.141,3.406,3.543,0.187,0.248,0.143
10/17/2015 5:00,7777,7777,7777,7777,1.275,1.54,1.679,2.077,2.721,2.895,3.137,3.398,3.537,0.187,0.248,0.143
10/17/2015 6:00,7777,7777,7777,7777,1.279,1.542,1.69,2.08,2.727,2.888,3.136,3.395,3.54,0.187,0.248,0.143
10/17/2015 7:00,7777,7777,7777,7777,1.279,1.548,1.684,2.078,2.721,2.886,3.135,3.394,3.537,0.187,0.248,0.143
10/17/2015 8:00,7777,7777,7777,7777,1.277,1.548,1.68,2.076,2.715,2.88,3.132,3.395,3.534,0.187,0.248,0.143
10/17/2015 9:00,7777,7777,7777,7777,1.288,1.547,1.677,2.075,2.717,2.881,3.131,3.396,3.533,0.187,0.248,0.143
10/17/2015 10:00,7777,7777,7777,7777,1.279,1.548,1.678,2.073,2.714,2.878,3.13,3.387,3.526,0.187,0.247,0.143
10/17/2015 11:00,7777,7777,7777,7777,1.284,1.549,1.681,2.075,2.71,2.877,3.125,3.387,3.524,0.187,0.248,0.143
10/17/2015 12:00,7777,7777,7777,7777,1.284,1.547,1.677,2.072,2.711,2.875,3.119,3.382,3.523,0.187,0.248,0.143
10/17/2015 13:00,7777,7777,7777,7777,1.289,1.548,1.674,2.074,2.708,2.87,3.116,3.379,3.518,0.187,0.247,0.143
10/17/2015 14:00,7777,7777,7777,7777,1.285,1.55,1.682,2.072,2.708,2.864,3.114,3.375,3.522,0.187,0.247,0.143
10/17/2015 15:00,7777,7777,7777,7777,1.291,1.548,1.676,2.072,2.698,2.868,3.112,3.373,3.518,0.187,0.247,0.143
10/17/2015 16:00,7777,7777,7777,7777,1.291,1.552,1.68,2.067,2.7,2.86,3.108,3.369,3.514,0.187,0.247,0.143
10/17/2015 17:00,7777,7777,7777,7777,1.291,1.55,1.676,2.065,2.692,2.856,3.104,3.373,3.514,0.187,0.247,0.143
10/17/2015 18:00,7777,7777,7777,7777,1.294,1.552,1.674,2.063,2.692,2.854,3.106,3.371,3.512,0.187,0.247,0.143
10/17/2015 19:00,7777,7777,7777,7777,1.296,1.552,1.68,2.069,2.696,2.858,3.102,3.371,3.512,0.187,0.247,0.143
10/17/2015 20:00,7777,7777,7777,7777,1.298,1.554,1.684,2.065,2.692,2.852,3.102,3.369,3.504,0.187,0.247,0.143
10/17/2015 21:00,7777,7777,7777,7777,1.298,1.552,1.68,2.065,2.688,2.856,3.1,3.365,3.5,0.187,0.247,0.143
10/17/2015 22:00,7777,7777,7777,7777,1.3,1.554,1.682,2.067,2.69,2.852,3.096,3.361,3.496,0.187,0.247,0.143
10/17/2015 23:00,7777,7777,7777,7777,1.3,1.552,1.672,2.059,2.688,2.851,3.092,3.359,3.498,0.187,0.247,0.143
10/18/2015 0:00,7777,7777,7777,7777,1.3,1.556,1.68,2.061,2.684,2.849,3.092,3.355,3.492,0.187,0.247,0.143
10/18/2015 1:00,7777,7777,7777,7777,1.304,1.552,1.676,2.063,2.678,2.843,3.086,3.347,3.488,0.187,0.247,0.143
10/18/2015 2:00,7777,7777,7777,7777,1.3,1.556,1.676,2.059,2.678,2.841,3.086,3.349,3.492,0.187,0.247,0.143
10/18/2015 3:00,7777,7777,7777,7777,1.3,1.55,1.676,2.065,2.68,2.837,3.088,3.345,3.482,0.187,0.247,0.143
10/18/2015 4:00,7777,7777,7777,7777,1.302,1.552,1.672,2.059,2.674,2.831,3.086,3.343,3.482,0.187,0.247,0.143
10/18/2015 5:00,7777,7777,7777,7777,1.296,1.55,1.67,2.059,2.674,2.831,3.078,3.337,3.484,0.188,0.247,0.143
10/18/2015 6:00,7777,7777,7777,7777,1.296,1.544,1.67,2.061,2.665,2.829,3.075,3.339,3.478,0.188,0.247,0.143
10/18/2015 7:00,7777,7777,7777,7777,1.293,1.538,1.667,2.059,2.665,2.829,3.069,3.337,3.474,0.189,0.247,0.143
10/18/2015 8:00,7777,7777,7777,7777,1.289,1.542,1.665,2.051,2.665,2.825,3.067,3.331,3.47,0.189,0.247,0.143
10/18/2015 9:00,7777,7777,7777,7777,1.293,1.538,1.663,2.053,2.665,2.821,3.065,3.329,3.47,0.189,0.248,0.143
10/18/2015 10:00,7777,7777,7777,7777,1.293,1.537,1.657,2.043,2.663,2.821,3.065,3.327,3.466,0.189,0.247,0.143
10/18/2015 11:00,7777,7777,7777,7777,1.287,1.529,1.659,2.045,2.663,2.813,3.065,3.323,3.464,0.19,0.247,0.143
10/18/2015 12:00,7777,7777,7777,7777,1.29,1.53,1.657,2.043,2.654,2.815,3.062,3.321,3.457,0.19,0.248,0.143
10/18/2015 13:00,7777,7777,7777,7777,1.294,1.528,1.658,2.048,2.657,2.819,3.059,3.319,3.462,0.19,0.248,0.143
10/18/2015 14:00,7777,7777,7777,7777,1.289,1.531,1.661,2.042,2.657,2.817,3.06,3.323,3.465,0.19,0.248,0.143
10/18/2015 15:00,7777,7777,7777,7777,1.288,1.528,1.652,2.036,2.651,2.805,3.056,3.311,3.454,0.191,0.248,0.143
10/18/2015 16:00,7777,7777,7777,7777,1.28,1.521,1.646,2.034,2.643,2.805,3.048,3.306,3.445,0.194,0.248,0.143
10/18/2015 17:00,7777,7777,7777,7777,1.279,1.515,1.645,2.037,2.644,2.802,3.048,3.304,3.443,0.197,0.248,0.144
10/18/2015 18:00,7777,7777,7777,7777,1.272,1.503,1.644,2.034,2.651,2.803,3.045,3.309,3.449,0.199,0.249,0.144
10/18/2015 19:00,7777,7777,7777,7777,1.267,1.496,1.631,2.025,2.648,2.802,3.048,3.304,3.447,0.2,0.249,0.144
10/18/2015 20:00,7777,7777,7777,7777,1.261,1.492,1.625,2.019,2.638,2.8,3.046,3.302,3.443,0.201,0.249,0.144
10/18/2015 21:00,7777,7777,7777,7777,1.258,1.485,1.623,2.024,2.635,2.802,3.039,3.302,3.442,0.202,0.249,0.144
10/18/2015 22:00,7777,7777,7777,7777,1.258,1.485,1.623,2.016,2.641,2.794,3.041,3.294,3.44,0.202,0.249,0.145
10/18/2015 23:00,7777,7777,7777,7777,1.268,1.495,1.623,2.015,2.641,2.796,3.039,3.302,3.44,0.202,0.25,0.145
10/19/2015 0:00,7777,7777,7777,7777,1.271,1.498,1.622,2.016,2.635,2.795,3.037,3.297,3.438,0.201,0.25,0.145
10/19/2015 1:00,7777,7777,7777,7777,1.268,1.497,1.623,2.011,2.632,2.79,3.03,3.288,3.435,0.201,0.25,0.145
10/19/2015 2:00,7777,7777,7777,7777,1.268,1.499,1.625,2.012,2.631,2.787,3.032,3.291,3.432,0.201,0.25,0.145
10/19/2015 3:00,7777,7777,7777,7777,1.268,1.505,1.627,2.012,2.633,2.795,3.032,3.285,3.432,0.201,0.25,0.145
10/19/2015 4:00,7777,7777,7777,7777,1.274,1.505,1.631,2.013,2.629,2.787,3.03,3.289,3.432,0.2,0.25,0.146
10/19/2015 5:00,7777,7777,7777,7777,1.276,1.509,1.629,2.012,2.627,2.781,3.029,3.289,3.43,0.2,0.25,0.146
10/19/2015 6:00,7777,7777,7777,7777,1.278,1.507,1.625,2.006,2.625,2.785,3.029,3.281,3.426,0.2,0.25,0.146
10/19/2015 7:00,7777,7777,7777,7777,1.278,1.509,1.631,2.004,2.623,2.771,3.019,3.279,3.42,0.2,0.25,0.146
10/19/2015 8:00,7777,7777,7777,7777,1.278,1.507,1.629,2.006,2.613,2.775,3.023,3.273,3.416,0.2,0.25,0.146
10/19/2015 9:00,7777,7777,7777,7777,1.28,1.512,1.627,2.002,2.609,2.771,3.015,3.271,3.41,0.199,0.25,0.146
10/19/2015 10:00,7777,7777,7777,7777,1.282,1.511,1.633,2.004,2.615,2.77,3.009,3.272,3.412,0.199,0.25,0.146
10/19/2015 11:00,7777,7777,7777,7777,1.285,1.518,1.63,2.009,2.612,2.769,3.01,3.271,3.411,0.199,0.25,0.146
10/19/2015 12:00,7777,7777,7777,7777,1.292,1.524,1.637,2.008,2.611,2.766,3.011,3.271,3.412,0.199,0.25,0.146
10/19/2015 13:00,7777,7777,7777,7777,1.292,1.515,1.63,2.006,2.606,2.764,3.002,3.272,3.406,0.199,0.25,0.146
10/19/2015 14:00,7777,7777,7777,7777,1.296,1.521,1.637,2.008,2.615,2.766,3.009,3.271,3.41,0.199,0.25,0.146
10/19/2015 15:00,7777,7777,7777,7777,1.303,1.528,1.643,2.01,2.613,2.764,3.005,3.269,3.41,0.198,0.25,0.146
10/19/2015 16:00,7777,7777,7777,7777,1.304,1.529,1.639,2.01,2.606,2.76,3.005,3.266,3.404,0.198,0.25,0.146
10/19/2015 17:00,7777,7777,7777,7777,1.303,1.532,1.639,2.008,2.598,2.758,3.001,3.261,3.398,0.198,0.25,0.146
10/19/2015 18:00,7777,7777,7777,7777,1.302,1.531,1.636,2.007,2.601,2.757,2.99,3.253,3.395,0.198,0.25,0.146
10/19/2015 19:00,7777,7777,7777,7777,1.307,1.536,1.641,2.006,2.598,2.752,2.993,3.252,3.394,0.198,0.25,0.146
10/19/2015 20:00,7777,7777,7777,7777,1.305,1.534,1.635,2.004,2.594,2.748,2.988,3.25,3.39,0.198,0.25,0.146
10/19/2015 21:00,7777,7777,7777,7777,1.308,1.533,1.637,2.004,2.592,2.748,2.983,3.244,3.386,0.198,0.25,0.146
10/19/2015 22:00,7777,7777,7777,7777,1.309,1.538,1.641,2.003,2.592,2.747,2.984,3.246,3.387,0.198,0.25,0.146
10/19/2015 23:00,7777,7777,7777,7777,1.311,1.54,1.637,2.004,2.59,2.75,2.984,3.244,3.387,0.198,0.25,0.146
10/20/2015 0:00,7777,7777,7777,7777,1.315,1.542,1.641,2.006,2.586,2.74,2.986,3.246,3.38,0.198,0.25,0.146
10/20/2015 1:00,7777,7777,7777,7777,1.312,1.539,1.639,2.008,2.587,2.744,2.983,3.239,3.384,0.197,0.25,0.146
10/20/2015 2:00,7777,7777,7777,7777,1.312,1.541,1.643,2.006,2.586,2.74,2.98,3.234,3.378,0.197,0.25,0.146
10/20/2015 3:00,7777,7777,7777,7777,1.312,1.543,1.642,2.004,2.583,2.734,2.979,3.239,3.38,0.197,0.25,0.146
10/20/2015 4:00,7777,7777,7777,7777,1.312,1.541,1.639,2.004,2.582,2.736,2.976,3.232,3.372,0.197,0.25,0.146
10/20/2015 5:00,7777,7777,7777,7777,1.314,1.541,1.645,2.002,2.582,2.734,2.966,3.23,3.37,0.197,0.25,0.146
10/20/2015 6:00,7777,7777,7777,7777,1.312,1.541,1.644,2.002,2.576,2.728,2.968,3.23,3.372,0.197,0.251,0.146
10/20/2015 7:00,7777,7777,7777,7777,1.312,1.545,1.646,2.004,2.574,2.726,2.964,3.226,3.366,0.197,0.251,0.146
10/20/2015 8:00,7777,7777,7777,7777,1.31,1.543,1.645,2.004,2.578,2.726,2.964,3.226,3.364,0.197,0.25,0.146
10/20/2015 9:00,7777,7777,7777,7777,1.312,1.537,1.641,2.004,2.574,2.724,2.962,3.22,3.364,0.197,0.25,0.146
10/20/2015 10:00,7777,7777,7777,7777,1.31,1.537,1.642,2.004,2.57,2.724,2.966,3.222,3.364,0.197,0.25,0.146
10/20/2015 11:00,7777,7777,7777,7777,1.308,1.537,1.646,2.004,2.57,2.722,2.96,3.224,3.36,0.197,0.25,0.146
10/20/2015 12:00,7777,7777,7777,7777,1.305,1.538,1.643,2.004,2.574,2.727,2.958,3.224,3.366,0.196,0.25,0.146
10/20/2015 13:00,7777,7777,7777,7777,1.296,1.531,1.644,2.005,2.571,2.723,2.955,3.215,3.353,0.196,0.25,0.146
10/20/2015 14:00,7777,7777,7777,7777,1.293,1.527,1.634,1.995,2.569,2.717,2.951,3.209,3.353,0.196,0.25,0.146
10/20/2015 15:00,7777,7777,7777,7777,1.295,1.528,1.637,1.998,2.566,2.724,2.957,3.215,3.354,0.196,0.25,0.146
10/20/2015 16:00,7777,7777,7777,7777,1.303,1.528,1.635,2,2.566,2.72,2.955,3.211,3.354,0.196,0.25,0.146
10/20/2015 17:00,7777,7777,7777,7777,1.295,1.529,1.638,1.992,2.565,2.716,2.953,3.209,3.353,0.196,0.25,0.146
10/20/2015 18:00,7777,7777,7777,7777,1.298,1.529,1.632,1.995,2.557,2.712,2.949,3.205,3.343,0.196,0.25,0.146
10/20/2015 19:00,7777,7777,7777,7777,1.306,1.535,1.642,1.996,2.569,2.714,2.949,3.205,3.344,0.196,0.25,0.146
10/20/2015 20:00,7777,7777,7777,7777,1.31,1.531,1.64,2,2.56,2.713,2.942,3.2,3.338,0.195,0.25,0.146
10/20/2015 21:00,7777,7777,7777,7777,1.308,1.533,1.637,1.998,2.564,2.707,2.942,3.2,3.341,0.196,0.25,0.146
10/20/2015 22:00,7777,7777,7777,7777,1.312,1.537,1.641,2,2.56,2.709,2.946,3.2,3.341,0.195,0.25,0.146
10/20/2015 23:00,7777,7777,7777,7777,1.31,1.539,1.637,2,2.558,2.711,2.946,3.2,3.341,0.195,0.25,0.146
10/21/2015 0:00,7777,7777,7777,7777,1.302,1.531,1.633,1.994,2.551,2.705,2.938,3.192,3.331,0.195,0.25,0.146
10/21/2015 1:00,7777,7777,7777,7777,1.302,1.533,1.634,1.992,2.556,2.7,2.936,3.196,3.33,0.195,0.25,0.146
10/21/2015 2:00,7777,7777,7777,7777,1.303,1.53,1.636,1.993,2.555,2.702,2.931,3.191,3.33,0.195,0.25,0.146
10/21/2015 3:00,7777,7777,7777,7777,1.301,1.536,1.637,1.993,2.552,2.702,2.935,3.189,3.332,0.195,0.25,0.146
10/21/2015 4:00,7777,7777,7777,7777,1.29,1.53,1.637,1.993,2.55,2.702,2.935,3.189,3.328,0.195,0.25,0.145
10/21/2015 5:00,7777,7777,7777,7777,1.284,1.526,1.635,1.995,2.555,2.702,2.935,3.187,3.334,0.195,0.25,0.146
10/21/2015 6:00,7777,7777,7777,7777,1.278,1.526,1.633,1.998,2.555,2.703,2.932,3.185,3.327,0.195,0.25,0.146
10/21/2015 7:00,7777,7777,7777,7777,1.267,1.511,1.629,1.991,2.549,2.698,2.935,3.185,3.322,0.195,0.25,0.145
10/21/2015 8:00,7777,7777,7777,7777,1.261,1.503,1.626,1.991,2.55,2.694,2.927,3.184,3.324,0.195,0.25,0.145
10/21/2015 9:00,7777,7777,7777,7777,1.254,1.496,1.62,1.991,2.548,2.694,2.925,3.18,3.318,0.195,0.25,0.145
10/21/2015 10:00,7777,7777,7777,7777,1.243,1.491,1.616,1.979,2.547,2.693,2.923,3.173,3.317,0.195,0.25,0.145
10/21/2015 11:00,7777,7777,7777,7777,1.23,1.485,1.611,1.98,2.542,2.697,2.924,3.18,3.32,0.194,0.25,0.145
10/21/2015 12:00,7777,7777,7777,7777,1.225,1.478,1.604,1.977,2.537,2.689,2.918,3.172,3.317,0.194,0.25,0.145
10/21/2015 13:00,7777,7777,7777,7777,1.214,1.461,1.595,1.97,2.535,2.686,2.919,3.173,3.313,0.194,0.25,0.145
10/21/2015 14:00,7777,7777,7777,7777,1.21,1.463,1.593,1.974,2.537,2.688,2.915,3.173,3.309,0.194,0.25,0.145
10/21/2015 15:00,7777,7777,7777,7777,1.205,1.454,1.588,1.97,2.534,2.684,2.913,3.169,3.304,0.194,0.25,0.145
10/21/2015 16:00,7777,7777,7777,7777,1.199,1.458,1.584,1.964,2.532,2.68,2.907,3.163,3.306,0.194,0.25,0.145
10/21/2015 17:00,7777,7777,7777,7777,1.196,1.447,1.577,1.962,2.534,2.684,2.913,3.161,3.302,0.194,0.25,0.145
10/21/2015 18:00,7777,7777,7777,7777,1.197,1.451,1.579,1.964,2.532,2.686,2.905,3.159,3.302,0.194,0.25,0.145
10/21/2015 19:00,7777,7777,7777,7777,1.194,1.444,1.572,1.957,2.533,2.683,2.912,3.164,3.302,0.194,0.249,0.145
10/21/2015 20:00,7777,7777,7777,7777,1.195,1.435,1.569,1.957,2.53,2.68,2.908,3.159,3.296,0.194,0.25,0.145
10/21/2015 21:00,7777,7777,7777,7777,1.193,1.438,1.565,1.945,2.528,2.678,2.903,3.157,3.295,0.194,0.249,0.145
10/21/2015 22:00,7777,7777,7777,7777,1.194,1.434,1.56,1.94,2.524,2.676,2.907,3.153,3.295,0.194,0.25,0.145
10/21/2015 23:00,7777,7777,7777,7777,1.196,1.438,1.566,1.948,2.527,2.67,2.901,3.155,3.291,0.193,0.25,0.145
10/22/2015 0:00,7777,7777,7777,7777,1.195,1.442,1.561,1.945,2.522,2.67,2.9,3.153,3.292,0.193,0.25,0.145
10/22/2015 1:00,7777,7777,7777,7777,1.188,1.437,1.558,1.936,2.515,2.666,2.893,3.147,3.287,0.193,0.25,0.145
10/22/2015 2:00,7777,7777,7777,7777,1.19,1.43,1.556,1.932,2.518,2.664,2.893,3.145,3.283,0.193,0.25,0.145
10/22/2015 3:00,7777,7777,7777,7777,1.18,1.435,1.554,1.938,2.513,2.661,2.892,3.144,3.281,0.193,0.25,0.145
10/22/2015 4:00,7777,7777,7777,7777,1.179,1.43,1.552,1.934,2.515,2.664,2.891,3.139,3.283,0.193,0.25,0.145
10/22/2015 5:00,7777,7777,7777,7777,1.177,1.422,1.547,1.927,2.512,2.66,2.887,3.139,3.281,0.193,0.25,0.145
10/22/2015 6:00,7777,7777,7777,7777,1.165,1.411,1.542,1.924,2.507,2.656,2.891,3.139,3.277,0.193,0.25,0.145
10/22/2015 7:00,7777,7777,7777,7777,1.163,1.407,1.545,1.919,2.506,2.652,2.885,3.137,3.281,0.193,0.25,0.145
10/22/2015 8:00,7777,7777,7777,7777,1.16,1.405,1.535,1.919,2.512,2.66,2.885,3.139,3.272,0.193,0.249,0.145
10/22/2015 9:00,7777,7777,7777,7777,1.15,1.401,1.529,1.919,2.506,2.652,2.885,3.135,3.271,0.193,0.25,0.145
10/22/2015 10:00,7777,7777,7777,7777,1.143,1.398,1.531,1.919,2.504,2.652,2.88,3.131,3.274,0.193,0.25,0.145
10/22/2015 11:00,7777,7777,7777,7777,1.139,1.392,1.527,1.911,2.502,2.65,2.879,3.127,3.267,0.193,0.249,0.144
10/22/2015 12:00,7777,7777,7777,7777,1.134,1.387,1.517,1.908,2.501,2.649,2.882,3.128,3.27,0.193,0.249,0.145
10/22/2015 13:00,7777,7777,7777,7777,1.13,1.385,1.522,1.909,2.504,2.652,2.883,3.131,3.271,0.192,0.249,0.144
10/22/2015 14:00,7777,7777,7777,7777,1.126,1.377,1.509,1.906,2.5,2.646,2.883,3.131,3.269,0.192,0.249,0.144
