Date	Time (AKST)	Discharge (cms)
6/17/15	16:45	12.67
6/17/15	17:00	12.71
6/17/15	17:15	12.86
6/17/15	17:30	13.09
6/17/15	17:45	13.19
6/17/15	18:00	13.27
6/17/15	18:15	13.40
6/17/15	18:30	13.48
6/17/15	18:45	13.53
6/17/15	19:00	13.50
6/17/15	19:15	13.64
6/17/15	19:30	13.59
6/17/15	19:45	13.74
6/17/15	20:00	13.90
6/17/15	20:15	13.95
6/17/15	20:30	14.05
6/17/15	20:45	13.98
6/17/15	21:00	13.98
6/17/15	21:15	13.92
6/17/15	21:30	13.90
6/17/15	21:45	14.02
6/17/15	22:00	13.90
6/17/15	22:15	14.00
6/17/15	22:30	13.96
6/17/15	22:45	13.98
6/17/15	23:00	13.91
6/17/15	23:15	13.86
6/17/15	23:30	13.81
6/17/15	23:45	13.81
6/18/15	0:00	13.82
6/18/15	0:15	13.66
6/18/15	0:30	13.76
6/18/15	0:45	13.65
6/18/15	1:00	13.60
6/18/15	1:15	13.50
6/18/15	1:30	13.37
6/18/15	1:45	13.35
6/18/15	2:00	13.30
6/18/15	2:15	13.27
6/18/15	2:30	13.13
6/18/15	2:45	13.03
6/18/15	3:00	12.95
6/18/15	3:15	12.86
6/18/15	3:30	12.91
6/18/15	3:45	12.80
6/18/15	4:00	12.75
6/18/15	4:15	12.70
6/18/15	4:30	12.62
6/18/15	4:45	12.58
6/18/15	5:00	12.64
6/18/15	5:15	12.44
6/18/15	5:30	12.41
6/18/15	5:45	12.29
6/18/15	6:00	12.22
6/18/15	6:15	12.16
6/18/15	6:30	12.09
6/18/15	6:45	12.05
6/18/15	7:00	11.95
6/18/15	7:15	11.86
6/18/15	7:30	11.82
6/18/15	7:45	11.86
6/18/15	8:00	11.69
6/18/15	8:15	11.82
6/18/15	8:30	11.67
6/18/15	8:45	11.58
6/18/15	9:00	11.57
6/18/15	9:15	11.50
6/18/15	9:30	11.50
6/18/15	9:45	11.43
6/18/15	10:00	11.40
6/18/15	10:15	11.25
6/18/15	10:30	11.27
6/18/15	10:45	11.15
6/18/15	11:00	11.08
6/18/15	11:15	11.07
6/18/15	11:30	10.99
6/18/15	11:45	11.03
6/18/15	12:00	11.03
6/18/15	12:15	11.06
6/18/15	12:30	11.05
6/18/15	12:45	11.15
6/18/15	13:00	11.24
6/18/15	13:15	11.40
6/18/15	13:30	11.49
6/18/15	13:45	11.78
6/18/15	14:00	11.80
6/18/15	14:15	11.95
6/18/15	14:30	12.12
6/18/15	14:45	12.27
6/18/15	15:00	12.51
6/18/15	15:15	12.59
6/18/15	15:30	12.72
6/18/15	15:45	12.83
6/18/15	16:00	12.91
6/18/15	16:15	13.09
6/18/15	16:30	13.28
6/18/15	16:45	13.21
6/18/15	17:00	13.37
6/18/15	17:15	13.66
6/18/15	17:30	13.77
6/18/15	17:45	13.89
6/18/15	18:00	14.01
6/18/15	18:15	14.14
6/18/15	18:30	14.17
6/18/15	18:45	14.28
6/18/15	19:00	14.45
6/18/15	19:15	14.43
6/18/15	19:30	14.42
6/18/15	19:45	14.56
6/18/15	20:00	14.51
6/18/15	20:15	14.68
6/18/15	20:30	14.66
6/18/15	20:45	14.74
6/18/15	21:00	14.81
6/18/15	21:15	14.84
6/18/15	21:30	14.78
6/18/15	21:45	14.84
6/18/15	22:00	14.81
6/18/15	22:15	14.78
6/18/15	22:30	14.72
6/18/15	22:45	14.65
6/18/15	23:00	14.68
6/18/15	23:15	14.61
6/18/15	23:30	14.47
6/18/15	23:45	14.44
6/19/15	0:00	14.24
6/19/15	0:15	14.17
6/19/15	0:30	14.10
6/19/15	0:45	13.95
6/19/15	1:00	13.85
6/19/15	1:15	13.74
6/19/15	1:30	13.54
6/19/15	1:45	13.50
6/19/15	2:00	13.49
6/19/15	2:15	13.42
6/19/15	2:30	13.33
6/19/15	2:45	13.25
6/19/15	3:00	13.30
6/19/15	3:15	13.25
6/19/15	3:30	12.85
6/19/15	3:45	13.12
6/19/15	4:00	13.05
6/19/15	4:15	13.11
6/19/15	4:30	12.73
6/19/15	4:45	13.00
6/19/15	5:00	12.80
6/19/15	5:15	12.70
6/19/15	5:30	12.55
6/19/15	5:45	12.77
6/19/15	6:00	12.42
6/19/15	6:15	12.25
6/19/15	6:30	12.41
6/19/15	6:45	12.34
6/19/15	7:00	12.30
6/19/15	7:15	12.22
6/19/15	7:30	12.19
6/19/15	7:45	12.07
6/19/15	8:00	12.03
6/19/15	8:15	11.99
6/19/15	8:30	11.94
6/19/15	8:45	11.96
6/19/15	9:00	11.86
6/19/15	9:15	11.89
6/19/15	9:30	11.82
6/19/15	9:45	11.85
6/19/15	10:00	11.70
6/19/15	10:15	11.61
6/19/15	10:30	11.61
6/19/15	10:45	11.57
6/19/15	11:00	11.50
6/19/15	11:15	11.28
6/19/15	11:30	11.36
6/19/15	11:45	11.29
6/19/15	12:00	11.13
6/19/15	12:15	11.15
6/19/15	12:30	11.08
6/19/15	12:45	11.11
6/19/15	13:00	11.13
6/19/15	13:15	11.18
6/19/15	13:30	11.30
6/19/15	13:45	11.43
6/19/15	14:00	11.51
6/19/15	14:15	11.81
6/19/15	14:30	11.91
6/19/15	14:45	11.97
6/19/15	15:00	12.04
6/19/15	15:15	12.28
6/19/15	15:30	12.51
6/19/15	15:45	12.80
6/19/15	16:00	13.09
6/19/15	16:15	13.06
6/19/15	16:30	13.38
6/19/15	16:45	13.50
6/19/15	17:00	13.77
6/19/15	17:15	13.93
6/19/15	17:30	14.19
6/19/15	17:45	14.31
6/19/15	18:00	14.46
6/19/15	18:15	14.49
6/19/15	18:30	14.63
6/19/15	18:45	14.71
6/19/15	19:00	14.82
6/19/15	19:15	14.84
6/19/15	19:30	14.84
6/19/15	19:45	14.91
6/19/15	20:00	15.02
6/19/15	20:15	15.01
6/19/15	20:30	15.07
6/19/15	20:45	15.17
6/19/15	21:00	15.21
6/19/15	21:15	15.24
6/19/15	21:30	15.20
6/19/15	21:45	15.21
6/19/15	22:00	15.25
6/19/15	22:15	15.19
6/19/15	22:30	15.17
6/19/15	22:45	15.21
6/19/15	23:00	15.16
6/19/15	23:15	14.94
6/19/15	23:30	14.91
6/19/15	23:45	14.80
6/20/15	0:00	14.77
6/20/15	0:15	14.71
6/20/15	0:30	14.60
6/20/15	0:45	14.58
6/20/15	1:00	14.43
6/20/15	1:15	14.32
6/20/15	1:30	14.24
6/20/15	1:45	14.22
6/20/15	2:00	14.12
6/20/15	2:15	14.12
6/20/15	2:30	13.99
6/20/15	2:45	13.88
6/20/15	3:00	14.06
6/20/15	3:15	13.82
6/20/15	3:30	13.59
6/20/15	3:45	13.87
6/20/15	4:00	13.58
6/20/15	4:15	13.64
6/20/15	4:30	13.41
6/20/15	4:45	13.61
6/20/15	5:00	13.72
6/20/15	5:15	13.39
6/20/15	5:30	13.35
6/20/15	5:45	13.17
6/20/15	6:00	13.55
6/20/15	6:15	13.36
6/20/15	6:30	13.24
6/20/15	6:45	12.84
6/20/15	7:00	13.29
6/20/15	7:15	13.18
6/20/15	7:30	12.72
6/20/15	7:45	13.04
6/20/15	8:00	13.03
6/20/15	8:15	12.84
6/20/15	8:30	12.82
6/20/15	8:45	12.91
6/20/15	9:00	12.53
6/20/15	9:15	12.84
6/20/15	9:30	12.79
6/20/15	9:45	12.95
6/20/15	10:00	12.82
6/20/15	10:15	12.82
6/20/15	10:30	12.82
6/20/15	10:45	12.98
6/20/15	11:00	12.86
6/20/15	11:15	12.87
6/20/15	11:30	12.72
6/20/15	11:45	12.72
6/20/15	12:00	12.72
6/20/15	12:15	12.85
6/20/15	12:30	12.92
6/20/15	12:45	13.19
6/20/15	13:00	13.27
6/20/15	13:15	13.26
6/20/15	13:30	13.26
6/20/15	13:45	13.37
6/20/15	14:00	13.60
6/20/15	14:15	13.48
6/20/15	14:30	13.89
6/20/15	14:45	13.79
6/20/15	15:00	13.72
6/20/15	15:15	14.23
6/20/15	15:30	14.10
6/20/15	15:45	14.27
6/20/15	16:00	14.56
6/20/15	16:15	14.59
6/20/15	16:30	14.96
6/20/15	16:45	14.98
6/20/15	17:00	15.36
6/20/15	17:15	15.25
6/20/15	17:30	15.70
6/20/15	17:45	15.85
6/20/15	18:00	15.78
6/20/15	18:15	16.16
6/20/15	18:30	16.39
6/20/15	18:45	16.20
6/20/15	19:00	15.91
6/20/15	19:15	16.05
6/20/15	19:30	15.84
6/20/15	19:45	15.57
6/20/15	20:00	15.45
6/20/15	20:15	15.19
6/20/15	20:30	15.48
6/20/15	20:45	15.64
6/20/15	21:00	15.49
6/20/15	21:15	15.33
6/20/15	21:30	15.26
6/20/15	21:45	15.43
6/20/15	22:00	15.43
6/20/15	22:15	15.53
6/20/15	22:30	15.50
6/20/15	22:45	15.52
6/20/15	23:00	15.52
6/20/15	23:15	15.57
6/20/15	23:30	15.49
6/20/15	23:45	15.46
6/21/15	0:00	15.45
6/21/15	0:15	15.34
6/21/15	0:30	15.37
6/21/15	0:45	15.50
6/21/15	1:00	15.25
6/21/15	1:15	15.21
6/21/15	1:30	15.10
6/21/15	1:45	14.97
6/21/15	2:00	14.86
6/21/15	2:15	14.72
6/21/15	2:30	14.66
6/21/15	2:45	14.61
6/21/15	3:00	14.70
6/21/15	3:15	14.61
6/21/15	3:30	14.53
6/21/15	3:45	14.42
6/21/15	4:00	14.50
6/21/15	4:15	14.34
6/21/15	4:30	14.29
6/21/15	4:45	14.25
6/21/15	5:00	14.23
6/21/15	5:15	14.13
6/21/15	5:30	14.09
6/21/15	5:45	14.02
6/21/15	6:00	13.98
6/21/15	6:15	13.81
6/21/15	6:30	13.82
6/21/15	6:45	13.70
6/21/15	7:00	13.56
6/21/15	7:15	13.60
6/21/15	7:30	13.89
6/21/15	7:45	13.63
6/21/15	8:00	13.43
6/21/15	8:15	13.79
6/21/15	8:30	13.55
6/21/15	8:45	13.80
6/21/15	9:00	13.82
6/21/15	9:15	13.63
6/21/15	9:30	13.45
6/21/15	9:45	13.68
6/21/15	10:00	13.51
6/21/15	10:15	13.51
6/21/15	10:30	13.41
6/21/15	10:45	13.45
6/21/15	11:00	13.63
6/21/15	11:15	13.62
6/21/15	11:30	13.47
6/21/15	11:45	13.66
6/21/15	12:00	13.77
6/21/15	12:15	13.66
6/21/15	12:30	13.62
6/21/15	12:45	13.35
6/21/15	13:00	13.50
6/21/15	13:15	13.60
6/21/15	13:30	13.43
6/21/15	13:45	13.55
6/21/15	14:00	13.55
6/21/15	14:15	13.55
6/21/15	14:30	13.68
6/21/15	14:45	13.98
6/21/15	15:00	13.82
6/21/15	15:15	14.11
6/21/15	15:30	13.85
6/21/15	15:45	14.21
6/21/15	16:00	13.91
6/21/15	16:15	14.02
6/21/15	16:30	13.90
6/21/15	16:45	14.19
6/21/15	17:00	14.30
6/21/15	17:15	14.40
6/21/15	17:30	14.22
6/21/15	17:45	14.15
6/21/15	18:00	14.49
6/21/15	18:15	14.38
6/21/15	18:30	14.56
6/21/15	18:45	14.90
6/21/15	19:00	14.80
6/21/15	19:15	14.81
6/21/15	19:30	15.06
6/21/15	19:45	15.18
6/21/15	20:00	15.25
6/21/15	20:15	15.02
6/21/15	20:30	15.22
6/21/15	20:45	15.41
6/21/15	21:00	15.29
6/21/15	21:15	15.30
6/21/15	21:30	15.12
6/21/15	21:45	15.38
6/21/15	22:00	15.18
6/21/15	22:15	15.38
6/21/15	22:30	15.31
6/21/15	22:45	15.08
6/21/15	23:00	14.95
6/21/15	23:15	14.93
6/21/15	23:30	14.95
6/21/15	23:45	14.86
6/22/15	0:00	15.22
6/22/15	0:15	14.88
6/22/15	0:30	14.82
6/22/15	0:45	14.94
6/22/15	1:00	15.03
6/22/15	1:15	14.91
6/22/15	1:30	14.77
6/22/15	1:45	14.67
6/22/15	2:00	14.84
6/22/15	2:15	14.32
6/22/15	2:30	14.79
6/22/15	2:45	14.60
6/22/15	3:00	14.24
6/22/15	3:15	14.46
6/22/15	3:30	14.46
6/22/15	3:45	14.36
6/22/15	4:00	14.38
6/22/15	4:15	14.30
6/22/15	4:30	14.32
6/22/15	4:45	14.21
6/22/15	5:00	14.25
6/22/15	5:15	14.38
6/22/15	5:30	14.08
6/22/15	5:45	14.02
6/22/15	6:00	14.12
6/22/15	6:15	14.07
6/22/15	6:30	14.60
6/22/15	6:45	14.28
6/22/15	7:00	13.49
6/22/15	7:15	13.97
6/22/15	7:30	13.70
6/22/15	7:45	13.49
6/22/15	8:00	13.22
6/22/15	8:15	13.65
6/22/15	8:30	13.51
6/22/15	8:45	13.15
6/22/15	9:00	12.99
6/22/15	9:15	13.23
6/22/15	9:30	13.41
6/22/15	9:45	13.49
6/22/15	10:00	13.23
6/22/15	10:15	13.09
6/22/15	10:30	13.42
6/22/15	10:45	13.10
6/22/15	11:00	13.28
6/22/15	11:15	13.25
6/22/15	11:30	13.14
6/22/15	11:45	13.17
6/22/15	12:00	13.02
6/22/15	12:15	13.01
6/22/15	12:30	13.10
6/22/15	12:45	13.22
6/22/15	13:00	13.11
6/22/15	13:15	13.75
6/22/15	13:30	14.31
6/22/15	13:45	15.22
6/22/15	14:00	15.69
6/22/15	14:15	15.92
6/22/15	14:30	15.76
6/22/15	14:45	16.17
6/22/15	15:00	15.96
6/22/15	15:15	16.00
6/22/15	15:30	16.00
6/22/15	15:45	16.24
6/22/15	16:00	16.66
6/22/15	16:15	16.22
6/22/15	16:30	16.18
6/22/15	16:45	16.37
6/22/15	17:00	16.38
6/22/15	17:15	16.55
6/22/15	17:30	17.14
6/22/15	17:45	16.85
6/22/15	18:00	16.57
6/22/15	18:15	16.44
6/22/15	18:30	16.35
6/22/15	18:45	16.35
6/22/15	19:00	16.40
6/22/15	19:15	16.40
6/22/15	19:30	16.47
6/22/15	19:45	16.52
6/22/15	20:00	16.41
6/22/15	20:15	16.51
6/22/15	20:30	16.61
6/22/15	20:45	16.83
6/22/15	21:00	16.99
6/22/15	21:15	17.10
6/22/15	21:30	16.97
6/22/15	21:45	16.90
6/22/15	22:00	16.85
6/22/15	22:15	16.73
6/22/15	22:30	16.69
6/22/15	22:45	16.62
6/22/15	23:00	16.53
6/22/15	23:15	16.42
6/22/15	23:30	16.48
6/22/15	23:45	16.37
6/23/15	0:00	16.24
6/23/15	0:15	16.26
6/23/15	0:30	16.24
6/23/15	0:45	16.17
6/23/15	1:00	16.17
6/23/15	1:15	16.22
6/23/15	1:30	16.20
6/23/15	1:45	16.17
6/23/15	2:00	16.12
6/23/15	2:15	16.00
6/23/15	2:30	16.01
6/23/15	2:45	15.93
6/23/15	3:00	15.97
6/23/15	3:15	15.81
6/23/15	3:30	15.79
6/23/15	3:45	15.71
6/23/15	4:00	15.72
6/23/15	4:15	15.64
6/23/15	4:30	15.70
6/23/15	4:45	15.66
6/23/15	5:00	15.78
6/23/15	5:15	15.95
6/23/15	5:30	16.14
6/23/15	5:45	16.18
6/23/15	6:00	16.15
6/23/15	6:15	16.03
6/23/15	6:30	16.03
6/23/15	6:45	16.00
6/23/15	7:00	16.07
6/23/15	7:15	16.28
6/23/15	7:30	16.34
6/23/15	7:45	16.35
6/23/15	8:00	16.34
6/23/15	8:15	16.42
6/23/15	8:30	16.43
6/23/15	8:45	16.70
6/23/15	9:00	16.80
6/23/15	9:15	19.14
6/23/15	9:30	19.37
6/23/15	9:45	19.51
6/23/15	10:00	19.44
6/23/15	10:15	19.41
6/23/15	10:30	19.31
6/23/15	10:45	19.20
6/23/15	11:00	19.00
6/23/15	11:15	18.87
6/23/15	11:30	18.76
6/23/15	11:45	18.80
6/23/15	12:00	18.72
6/23/15	12:15	18.67
6/23/15	12:30	18.65
6/23/15	12:45	18.64
6/23/15	13:00	18.61
6/23/15	13:15	18.54
6/23/15	13:30	18.53
6/23/15	13:45	18.53
6/23/15	14:00	18.46
6/23/15	14:15	18.43
6/23/15	14:30	18.31
6/23/15	14:45	18.15
6/23/15	15:00	18.07
6/23/15	15:15	17.97
6/23/15	15:30	17.90
6/23/15	15:45	17.86
6/23/15	16:00	17.82
6/23/15	16:15	17.77
6/23/15	16:30	17.85
6/23/15	16:45	17.81
6/23/15	17:00	17.73
6/23/15	17:15	17.69
6/23/15	17:30	17.72
6/23/15	17:45	17.59
6/23/15	18:00	17.65
6/23/15	18:15	17.58
6/23/15	18:30	17.67
6/23/15	18:45	17.58
6/23/15	19:00	17.58
6/23/15	19:15	17.64
6/23/15	19:30	17.76
6/23/15	19:45	17.88
6/23/15	20:00	18.37
6/23/15	20:15	19.05
6/23/15	20:30	19.77
6/23/15	20:45	20.39
6/23/15	21:00	20.80
6/23/15	21:15	20.97
6/23/15	21:30	20.98
6/23/15	21:45	21.05
6/23/15	22:00	21.03
6/23/15	22:15	20.99
6/23/15	22:30	20.72
6/23/15	22:45	20.51
6/23/15	23:00	20.41
6/23/15	23:15	20.19
6/23/15	23:30	19.96
6/23/15	23:45	19.64
6/24/15	0:00	19.41
6/24/15	0:15	19.16
6/24/15	0:30	18.88
6/24/15	0:45	18.62
6/24/15	1:00	18.46
6/24/15	1:15	18.24
6/24/15	1:30	18.23
6/24/15	1:45	18.17
6/24/15	2:00	17.98
6/24/15	2:15	17.86
6/24/15	2:30	17.78
6/24/15	2:45	17.61
6/24/15	3:00	17.52
6/24/15	3:15	17.40
6/24/15	3:30	17.27
6/24/15	3:45	17.10
6/24/15	4:00	17.10
6/24/15	4:15	16.99
6/24/15	4:30	16.95
6/24/15	4:45	16.86
6/24/15	5:00	16.81
6/24/15	5:15	16.79
6/24/15	5:30	16.73
6/24/15	5:45	16.64
6/24/15	6:00	16.55
6/24/15	6:15	16.44
6/24/15	6:30	16.36
6/24/15	6:45	16.20
6/24/15	7:00	16.10
6/24/15	7:15	15.96
6/24/15	7:30	15.86
6/24/15	7:45	15.79
6/24/15	8:00	15.74
6/24/15	8:15	15.66
6/24/15	8:30	15.55
6/24/15	8:45	15.57
6/24/15	9:00	15.47
6/24/15	9:15	15.46
6/24/15	9:30	15.39
6/24/15	9:45	15.56
6/24/15	10:00	15.43
6/24/15	10:15	15.55
6/24/15	10:30	14.94
6/24/15	10:45	15.72
6/24/15	11:00	15.49
6/24/15	11:15	15.19
6/24/15	11:30	15.62
6/24/15	11:45	15.71
6/24/15	12:00	15.72
6/24/15	12:15	15.79
6/24/15	12:30	15.15
6/24/15	12:45	15.58
6/24/15	13:00	16.15
6/24/15	13:15	16.04
6/24/15	13:30	16.04
6/24/15	13:45	15.62
6/24/15	14:00	16.17
6/24/15	14:15	15.73
6/24/15	14:30	15.87
6/24/15	14:45	16.20
6/24/15	15:00	16.47
6/24/15	15:15	16.86
6/24/15	15:30	16.63
6/24/15	15:45	16.80
6/24/15	16:00	16.59
6/24/15	16:15	16.98
6/24/15	16:30	16.72
6/24/15	16:45	17.45
6/24/15	17:00	17.32
6/24/15	17:15	17.30
6/24/15	17:30	17.51
6/24/15	17:45	17.31
6/24/15	18:00	17.35
6/24/15	18:15	17.33
6/24/15	18:30	17.30
6/24/15	18:45	17.48
6/24/15	19:00	17.46
6/24/15	19:15	17.45
6/24/15	19:30	17.40
6/24/15	19:45	18.03
6/24/15	20:00	19.69
6/24/15	20:15	23.82
6/24/15	20:30	23.86
6/24/15	20:45	23.70
6/24/15	21:00	22.86
6/24/15	21:15	22.25
6/24/15	21:30	21.88
6/24/15	21:45	21.65
6/24/15	22:00	21.45
6/24/15	22:15	21.28
6/24/15	22:30	21.17
6/24/15	22:45	21.03
6/24/15	23:00	20.90
6/24/15	23:15	20.79
6/24/15	23:30	20.65
6/24/15	23:45	20.55
6/25/15	0:00	20.51
6/25/15	0:15	20.30
6/25/15	0:30	20.25
6/25/15	0:45	20.14
6/25/15	1:00	19.94
6/25/15	1:15	19.83
6/25/15	1:30	19.70
6/25/15	1:45	19.55
6/25/15	2:00	19.46
6/25/15	2:15	19.31
6/25/15	2:30	19.22
6/25/15	2:45	19.11
6/25/15	3:00	18.94
6/25/15	3:15	18.85
6/25/15	3:30	18.77
6/25/15	3:45	18.63
6/25/15	4:00	18.56
6/25/15	4:15	18.49
6/25/15	4:30	18.43
6/25/15	4:45	18.31
6/25/15	5:00	18.30
6/25/15	5:15	18.24
6/25/15	5:30	18.15
6/25/15	5:45	18.18
6/25/15	6:00	18.41
6/25/15	6:15	19.29
6/25/15	6:30	20.15
6/25/15	6:45	21.66
6/25/15	7:00	21.96
6/25/15	7:15	21.66
6/25/15	7:30	21.29
6/25/15	7:45	21.01
6/25/15	8:00	20.64
6/25/15	8:15	20.49
6/25/15	8:30	20.21
6/25/15	8:45	20.00
6/25/15	9:00	19.79
6/25/15	9:15	19.62
6/25/15	9:30	19.51
6/25/15	9:45	19.38
6/25/15	10:00	19.21
6/25/15	10:15	19.05
6/25/15	10:30	18.89
6/25/15	10:45	18.86
6/25/15	11:00	18.72
6/25/15	11:15	18.62
6/25/15	11:30	18.53
6/25/15	11:45	18.46
6/25/15	12:00	18.33
6/25/15	12:15	18.33
6/25/15	12:30	18.33
6/25/15	12:45	18.28
6/25/15	13:00	18.22
6/25/15	13:15	18.27
6/25/15	13:30	18.29
6/25/15	13:45	18.33
6/25/15	14:00	18.63
6/25/15	14:15	18.81
6/25/15	14:30	18.94
6/25/15	14:45	19.14
6/25/15	15:00	19.38
6/25/15	15:15	19.36
6/25/15	15:30	19.32
6/25/15	15:45	19.23
6/25/15	16:00	19.33
6/25/15	16:15	19.29
6/25/15	16:30	19.22
6/25/15	16:45	19.37
6/25/15	17:00	19.44
6/25/15	17:15	19.43
6/25/15	17:30	19.49
6/25/15	17:45	19.45
6/25/15	18:00	19.57
6/25/15	18:15	19.71
6/25/15	18:30	19.80
6/25/15	18:45	19.82
6/25/15	19:00	19.80
6/25/15	19:15	19.76
6/25/15	19:30	19.80
6/25/15	19:45	19.84
6/25/15	20:00	19.77
6/25/15	20:15	19.75
6/25/15	20:30	19.73
6/25/15	20:45	19.80
6/25/15	21:00	19.78
6/25/15	21:15	19.85
6/25/15	21:30	19.85
6/25/15	21:45	20.03
6/25/15	22:00	19.98
6/25/15	22:15	19.88
6/25/15	22:30	19.89
6/25/15	22:45	19.96
6/25/15	23:00	19.89
6/25/15	23:15	19.82
6/25/15	23:30	19.75
6/25/15	23:45	19.79
6/26/15	0:00	19.72
6/26/15	0:15	19.75
6/26/15	0:30	19.68
6/26/15	0:45	19.61
6/26/15	1:00	19.58
6/26/15	1:15	19.59
6/26/15	1:30	19.50
6/26/15	1:45	19.43
6/26/15	2:00	19.37
6/26/15	2:15	19.27
6/26/15	2:30	19.26
6/26/15	2:45	19.17
6/26/15	3:00	19.10
6/26/15	3:15	19.00
6/26/15	3:30	18.95
6/26/15	3:45	18.94
6/26/15	4:00	18.90
6/26/15	4:15	18.82
6/26/15	4:30	18.79
6/26/15	4:45	18.75
6/26/15	5:00	18.62
6/26/15	5:15	18.59
6/26/15	5:30	18.46
6/26/15	5:45	18.48
6/26/15	6:00	18.38
6/26/15	6:15	18.37
