Date	Time (AKST)	Discharge (cms)
6/26/15	6:30	18.28
6/26/15	6:45	18.22
6/26/15	7:00	18.18
6/26/15	7:15	18.11
6/26/15	7:30	18.02
6/26/15	7:45	18.00
6/26/15	8:00	17.92
6/26/15	8:15	17.85
6/26/15	8:30	17.76
6/26/15	8:45	17.76
6/26/15	9:00	17.72
6/26/15	9:15	17.68
6/26/15	9:30	17.61
6/26/15	9:45	17.64
6/26/15	10:00	17.57
6/26/15	10:15	17.68
6/26/15	10:30	17.59
6/26/15	10:45	17.59
6/26/15	11:00	17.57
6/26/15	11:15	17.63
6/26/15	11:30	17.63
6/26/15	11:45	17.63
6/26/15	12:00	17.65
6/26/15	12:15	17.65
6/26/15	12:30	17.77
6/26/15	12:45	17.81
6/26/15	13:00	17.89
6/26/15	13:15	17.85
6/26/15	13:30	17.85
6/26/15	13:45	17.88
6/26/15	14:00	17.88
6/26/15	14:15	17.93
6/26/15	14:30	17.93
6/26/15	14:45	17.92
6/26/15	15:00	18.00
6/26/15	15:15	18.05
6/26/15	15:30	18.12
6/26/15	15:45	18.10
6/26/15	16:00	18.17
6/26/15	16:15	18.33
6/26/15	16:30	18.75
6/26/15	16:45	19.06
6/26/15	17:00	19.40
6/26/15	17:15	19.38
6/26/15	17:30	19.42
6/26/15	17:45	19.30
6/26/15	18:00	19.27
6/26/15	18:15	19.15
6/26/15	18:30	19.06
6/26/15	18:45	18.98
6/26/15	19:00	18.98
6/26/15	19:15	19.01
6/26/15	19:30	19.10
6/26/15	19:45	19.38
6/26/15	20:00	19.69
6/26/15	20:15	19.97
6/26/15	20:30	20.68
6/26/15	20:45	21.35
6/26/15	21:00	22.68
6/26/15	21:15	23.59
6/26/15	21:30	23.66
6/26/15	21:45	23.71
6/26/15	22:00	23.65
6/26/15	22:15	23.61
6/26/15	22:30	23.66
6/26/15	22:45	23.66
6/26/15	23:00	23.64
6/26/15	23:15	23.63
6/26/15	23:30	23.68
6/26/15	23:45	23.65
6/27/15	0:00	23.56
6/27/15	0:15	23.62
6/27/15	0:30	23.61
6/27/15	0:45	23.61
6/27/15	1:00	23.40
6/27/15	1:15	23.39
6/27/15	1:30	23.59
6/27/15	1:45	23.39
6/27/15	2:00	23.61
6/27/15	2:15	23.59
6/27/15	2:30	23.55
6/27/15	2:45	23.51
6/27/15	3:00	23.45
6/27/15	3:15	23.26
6/27/15	3:30	23.68
6/27/15	3:45	23.63
6/27/15	4:00	23.57
6/27/15	4:15	23.54
6/27/15	4:30	23.54
6/27/15	4:45	23.56
6/27/15	5:00	23.56
6/27/15	5:15	23.54
6/27/15	5:30	23.57
6/27/15	5:45	23.46
6/27/15	6:00	23.54
6/27/15	6:15	23.43
6/27/15	6:30	23.50
6/27/15	6:45	23.40
6/27/15	7:00	23.36
6/27/15	7:15	23.33
6/27/15	7:30	23.36
6/27/15	7:45	23.33
6/27/15	8:00	23.34
6/27/15	8:15	23.33
6/27/15	8:30	23.21
6/27/15	8:45	23.23
6/27/15	9:00	23.16
6/27/15	9:15	23.08
6/27/15	9:30	22.96
6/27/15	9:45	22.92
6/27/15	10:00	22.85
6/27/15	10:15	22.73
6/27/15	10:30	22.64
6/27/15	10:45	22.68
6/27/15	11:00	22.59
6/27/15	11:15	22.52
6/27/15	11:30	22.43
6/27/15	11:45	22.36
6/27/15	12:00	22.29
6/27/15	12:15	22.25
6/27/15	12:30	22.19
6/27/15	12:45	22.16
6/27/15	13:00	22.08
6/27/15	13:15	22.15
6/27/15	13:30	22.02
6/27/15	13:45	21.95
6/27/15	14:00	21.89
6/27/15	14:15	21.87
6/27/15	14:30	21.83
6/27/15	14:45	21.75
6/27/15	15:00	21.67
6/27/15	15:15	21.59
6/27/15	15:30	21.54
6/27/15	15:45	21.56
6/27/15	16:00	21.40
6/27/15	16:15	21.41
6/27/15	16:30	21.35
6/27/15	16:45	21.38
6/27/15	17:00	21.34
6/27/15	17:15	21.25
6/27/15	17:30	21.21
6/27/15	17:45	21.17
6/27/15	18:00	21.10
6/27/15	18:15	21.09
6/27/15	18:30	21.09
6/27/15	18:45	21.01
6/27/15	19:00	20.98
6/27/15	19:15	20.98
6/27/15	19:30	20.95
6/27/15	19:45	20.91
6/27/15	20:00	20.83
6/27/15	20:15	20.79
6/27/15	20:30	20.79
6/27/15	20:45	20.77
6/27/15	21:00	20.69
6/27/15	21:15	20.66
6/27/15	21:30	20.62
6/27/15	21:45	20.62
6/27/15	22:00	20.55
6/27/15	22:15	20.43
6/27/15	22:30	20.38
6/27/15	22:45	20.38
6/27/15	23:00	20.41
6/27/15	23:15	20.34
6/27/15	23:30	20.30
6/27/15	23:45	20.24
6/28/15	0:00	20.17
6/28/15	0:15	20.14
6/28/15	0:30	20.09
6/28/15	0:45	20.10
6/28/15	1:00	20.00
6/28/15	1:15	19.97
6/28/15	1:30	19.90
6/28/15	1:45	19.84
6/28/15	2:00	19.82
6/28/15	2:15	19.77
6/28/15	2:30	19.69
6/28/15	2:45	19.73
6/28/15	3:00	19.59
6/28/15	3:15	19.53
6/28/15	3:30	19.49
6/28/15	3:45	19.48
6/28/15	4:00	19.34
6/28/15	4:15	19.30
6/28/15	4:30	19.26
6/28/15	4:45	19.23
6/28/15	5:00	19.19
6/28/15	5:15	19.16
6/28/15	5:30	19.10
6/28/15	5:45	19.07
6/28/15	6:00	18.98
6/28/15	6:15	18.98
6/28/15	6:30	18.86
6/28/15	6:45	18.85
6/28/15	7:00	18.80
6/28/15	7:15	18.75
6/28/15	7:30	18.71
6/28/15	7:45	18.64
6/28/15	8:00	18.58
6/28/15	8:15	18.50
6/28/15	8:30	18.50
6/28/15	8:45	18.51
6/28/15	9:00	18.47
6/28/15	9:15	18.40
6/28/15	9:30	18.34
6/28/15	9:45	18.29
6/28/15	10:00	18.17
6/28/15	10:15	18.13
6/28/15	10:30	18.10
6/28/15	10:45	18.09
6/28/15	11:00	18.07
6/28/15	11:15	17.96
6/28/15	11:30	17.92
6/28/15	11:45	17.89
6/28/15	12:00	17.88
6/28/15	12:15	17.74
6/28/15	12:30	17.78
6/28/15	12:45	17.71
6/28/15	13:00	17.64
6/28/15	13:15	17.71
6/28/15	13:30	17.58
6/28/15	13:45	17.57
6/28/15	14:00	17.58
6/28/15	14:15	17.54
6/28/15	14:30	17.44
6/28/15	14:45	17.47
6/28/15	15:00	17.45
6/28/15	15:15	17.43
6/28/15	15:30	17.37
6/28/15	15:45	17.35
6/28/15	16:00	17.36
6/28/15	16:15	17.39
6/28/15	16:30	17.37
6/28/15	16:45	17.45
6/28/15	17:00	17.40
6/28/15	17:15	17.40
6/28/15	17:30	17.40
6/28/15	17:45	17.38
6/28/15	18:00	17.38
6/28/15	18:15	17.36
6/28/15	18:30	17.45
6/28/15	18:45	17.39
6/28/15	19:00	17.45
6/28/15	19:15	17.43
6/28/15	19:30	17.39
6/28/15	19:45	17.39
6/28/15	20:00	17.35
6/28/15	20:15	17.36
6/28/15	20:30	17.36
6/28/15	20:45	17.37
6/28/15	21:00	17.34
6/28/15	21:15	17.30
6/28/15	21:30	17.28
6/28/15	21:45	17.33
6/28/15	22:00	17.30
6/28/15	22:15	17.41
6/28/15	22:30	17.36
6/28/15	22:45	17.34
6/28/15	23:00	17.34
6/28/15	23:15	17.31
6/28/15	23:30	17.30
6/28/15	23:45	17.37
6/29/15	0:00	17.28
6/29/15	0:15	17.34
6/29/15	0:30	17.29
6/29/15	0:45	17.33
6/29/15	1:00	17.32
6/29/15	1:15	17.32
6/29/15	1:30	17.23
6/29/15	1:45	17.27
6/29/15	2:00	17.20
6/29/15	2:15	17.17
6/29/15	2:30	17.29
6/29/15	2:45	17.17
6/29/15	3:00	17.22
6/29/15	3:15	17.13
6/29/15	3:30	17.16
6/29/15	3:45	17.16
6/29/15	4:00	17.09
6/29/15	4:15	17.07
6/29/15	4:30	17.04
6/29/15	4:45	17.10
6/29/15	5:00	17.05
6/29/15	5:15	16.90
6/29/15	5:30	16.95
6/29/15	5:45	16.91
6/29/15	6:00	16.84
6/29/15	6:15	16.85
6/29/15	6:30	16.73
6/29/15	6:45	16.70
6/29/15	7:00	16.68
6/29/15	7:15	16.64
6/29/15	7:30	16.58
6/29/15	7:45	16.51
6/29/15	8:00	16.46
6/29/15	8:15	16.51
6/29/15	8:30	16.44
6/29/15	8:45	16.40
6/29/15	9:00	16.44
6/29/15	9:15	16.40
6/29/15	9:30	16.31
6/29/15	9:45	16.30
6/29/15	10:00	16.27
6/29/15	10:15	16.24
6/29/15	10:30	16.32
6/29/15	10:45	16.23
6/29/15	11:00	16.20
6/29/15	11:15	16.19
6/29/15	11:30	16.15
6/29/15	11:45	16.12
6/29/15	12:00	16.05
6/29/15	12:15	16.02
6/29/15	12:30	16.08
6/29/15	12:45	16.06
6/29/15	13:00	16.01
6/29/15	13:15	15.97
6/29/15	13:30	15.90
6/29/15	13:45	15.86
6/29/15	14:00	15.92
6/29/15	14:15	15.85
6/29/15	14:30	15.85
6/29/15	14:45	15.85
6/29/15	15:00	15.93
6/29/15	15:15	15.95
6/29/15	15:30	15.90
6/29/15	15:45	15.98
6/29/15	16:00	15.96
6/29/15	16:15	15.96
6/29/15	16:30	16.00
6/29/15	16:45	15.96
6/29/15	17:00	16.01
6/29/15	17:15	16.13
6/29/15	17:30	16.12
6/29/15	17:45	16.25
6/29/15	18:00	16.37
6/29/15	18:15	16.43
6/29/15	18:30	16.46
6/29/15	18:45	16.50
6/29/15	19:00	16.54
6/29/15	19:15	16.59
6/29/15	19:30	16.59
6/29/15	19:45	16.63
6/29/15	20:00	16.58
6/29/15	20:15	16.63
6/29/15	20:30	16.67
6/29/15	20:45	16.68
6/29/15	21:00	16.66
6/29/15	21:15	16.66
6/29/15	21:30	16.69
6/29/15	21:45	16.69
6/29/15	22:00	16.66
6/29/15	22:15	16.73
6/29/15	22:30	16.67
6/29/15	22:45	16.70
6/29/15	23:00	16.71
6/29/15	23:15	16.67
6/29/15	23:30	16.66
6/29/15	23:45	16.63
6/30/15	0:00	16.60
6/30/15	0:15	16.62
6/30/15	0:30	16.53
6/30/15	0:45	16.60
6/30/15	1:00	16.60
6/30/15	1:15	16.60
6/30/15	1:30	16.54
6/30/15	1:45	16.53
6/30/15	2:00	16.55
6/30/15	2:15	16.49
6/30/15	2:30	16.47
6/30/15	2:45	16.44
6/30/15	3:00	16.38
6/30/15	3:15	16.36
6/30/15	3:30	16.32
6/30/15	3:45	16.31
6/30/15	4:00	16.25
6/30/15	4:15	16.21
6/30/15	4:30	16.15
6/30/15	4:45	16.20
6/30/15	5:00	16.07
6/30/15	5:15	16.11
6/30/15	5:30	15.99
6/30/15	5:45	15.98
6/30/15	6:00	15.92
6/30/15	6:15	15.83
6/30/15	6:30	15.82
6/30/15	6:45	15.80
6/30/15	7:00	15.75
6/30/15	7:15	15.73
6/30/15	7:30	15.65
6/30/15	7:45	15.65
6/30/15	8:00	15.60
6/30/15	8:15	15.56
6/30/15	8:30	15.50
6/30/15	8:45	15.48
6/30/15	9:00	15.51
6/30/15	9:15	15.44
6/30/15	9:30	15.41
6/30/15	9:45	15.44
6/30/15	10:00	15.35
6/30/15	10:15	15.31
6/30/15	10:30	15.38
6/30/15	10:45	15.31
6/30/15	11:00	15.23
6/30/15	11:15	15.26
6/30/15	11:30	15.22
6/30/15	11:45	15.15
6/30/15	12:00	15.13
6/30/15	12:15	15.11
6/30/15	12:30	15.16
6/30/15	12:45	15.12
6/30/15	13:00	15.09
6/30/15	13:15	15.09
6/30/15	13:30	15.05
6/30/15	13:45	15.06
6/30/15	14:00	15.14
6/30/15	14:15	15.09
6/30/15	14:30	15.19
6/30/15	14:45	15.22
6/30/15	15:00	15.34
6/30/15	15:15	15.48
6/30/15	15:30	15.59
6/30/15	15:45	15.74
6/30/15	16:00	15.77
6/30/15	16:15	15.91
6/30/15	16:30	15.97
6/30/15	16:45	16.07
6/30/15	17:00	16.10
6/30/15	17:15	16.21
6/30/15	17:30	16.34
6/30/15	17:45	16.44
6/30/15	18:00	16.54
6/30/15	18:15	16.51
6/30/15	18:30	16.51
6/30/15	18:45	16.55
6/30/15	19:00	16.46
6/30/15	19:15	16.55
6/30/15	19:30	16.44
6/30/15	19:45	16.50
6/30/15	20:00	16.53
6/30/15	20:15	16.58
6/30/15	20:30	16.57
6/30/15	20:45	16.59
6/30/15	21:00	16.61
6/30/15	21:15	16.61
6/30/15	21:30	16.61
6/30/15	21:45	16.64
6/30/15	22:00	16.64
6/30/15	22:15	16.64
6/30/15	22:30	16.64
6/30/15	22:45	16.71
6/30/15	23:00	16.62
6/30/15	23:15	16.59
6/30/15	23:30	16.56
6/30/15	23:45	16.56
7/1/15	0:00	16.58
7/1/15	0:15	16.52
7/1/15	0:30	16.50
7/1/15	0:45	16.43
7/1/15	1:00	16.42
7/1/15	1:15	16.42
7/1/15	1:30	16.45
7/1/15	1:45	16.40
7/1/15	2:00	16.34
7/1/15	2:15	16.26
7/1/15	2:30	16.21
7/1/15	2:45	16.16
7/1/15	3:00	16.16
7/1/15	3:15	16.15
7/1/15	3:30	16.09
7/1/15	3:45	16.07
7/1/15	4:00	16.09
7/1/15	4:15	16.03
7/1/15	4:30	15.98
7/1/15	4:45	16.00
7/1/15	5:00	16.00
7/1/15	5:15	15.97
7/1/15	5:30	15.94
7/1/15	5:45	15.91
7/1/15	6:00	15.95
7/1/15	6:15	15.85
7/1/15	6:30	15.81
7/1/15	6:45	15.80
7/1/15	7:00	15.77
7/1/15	7:15	15.69
7/1/15	7:30	15.64
7/1/15	7:45	15.66
7/1/15	8:00	15.61
7/1/15	8:15	15.60
7/1/15	8:30	15.53
7/1/15	8:45	15.49
7/1/15	9:00	15.52
7/1/15	9:15	15.46
7/1/15	9:30	15.53
7/1/15	9:45	15.56
7/1/15	10:00	15.49
7/1/15	10:15	15.56
7/1/15	10:30	15.54
7/1/15	10:45	15.56
7/1/15	11:00	15.55
7/1/15	11:15	15.53
7/1/15	11:30	15.64
7/1/15	11:45	15.79
7/1/15	12:00	16.03
7/1/15	12:15	16.14
7/1/15	12:30	16.24
7/1/15	12:45	16.43
7/1/15	13:00	16.55
7/1/15	13:15	16.70
7/1/15	13:30	16.88
7/1/15	13:45	16.96
7/1/15	14:00	17.07
7/1/15	14:15	17.20
7/1/15	14:30	17.24
7/1/15	14:45	17.31
7/1/15	15:00	17.44
7/1/15	15:15	17.45
7/1/15	15:30	17.57
7/1/15	15:45	17.69
7/1/15	16:00	17.78
7/1/15	16:15	17.85
7/1/15	16:30	17.84
7/1/15	16:45	17.90
7/1/15	17:00	17.89
7/1/15	17:15	17.92
7/1/15	17:30	17.91
7/1/15	17:45	18.00
7/1/15	18:00	17.91
7/1/15	18:15	17.87
7/1/15	18:30	17.91
7/1/15	18:45	17.91
7/1/15	19:00	17.88
7/1/15	19:15	17.80
7/1/15	19:30	17.86
7/1/15	19:45	17.84
7/1/15	20:00	17.77
7/1/15	20:15	17.82
7/1/15	20:30	17.73
7/1/15	20:45	17.76
7/1/15	21:00	17.69
7/1/15	21:15	17.65
7/1/15	21:30	17.67
7/1/15	21:45	17.67
7/1/15	22:00	17.58
7/1/15	22:15	17.54
7/1/15	22:30	17.45
7/1/15	22:45	17.46
7/1/15	23:00	17.40
7/1/15	23:15	17.33
7/1/15	23:30	17.32
7/1/15	23:45	17.24
7/2/15	0:00	17.24
7/2/15	0:15	17.24
7/2/15	0:30	17.10
7/2/15	0:45	17.16
7/2/15	1:00	17.07
7/2/15	1:15	17.08
7/2/15	1:30	16.98
7/2/15	1:45	16.92
7/2/15	2:00	16.88
7/2/15	2:15	16.83
7/2/15	2:30	16.84
7/2/15	2:45	16.85
7/2/15	3:00	16.84
7/2/15	3:15	16.73
7/2/15	3:30	16.74
7/2/15	3:45	16.71
7/2/15	4:00	16.74
7/2/15	4:15	16.73
7/2/15	4:30	16.69
7/2/15	4:45	16.61
7/2/15	5:00	16.69
7/2/15	5:15	16.64
7/2/15	5:30	16.61
7/2/15	5:45	16.64
7/2/15	6:00	16.70
7/2/15	6:15	16.76
7/2/15	6:30	16.85
7/2/15	6:45	17.01
7/2/15	7:00	17.18
7/2/15	7:15	17.33
7/2/15	7:30	17.53
7/2/15	7:45	17.80
7/2/15	8:00	18.02
7/2/15	8:15	18.37
7/2/15	8:30	19.02
7/2/15	8:45	19.61
7/2/15	9:00	20.15
7/2/15	9:15	20.78
7/2/15	9:30	23.53
7/2/15	9:45	23.59
7/2/15	10:00	23.54
7/2/15	10:15	23.61
7/2/15	10:30	23.65
7/2/15	10:45	23.84
7/2/15	11:00	24.33
7/2/15	11:15	26.02
7/2/15	11:30	25.90
7/2/15	11:45	26.59
7/2/15	12:00	27.44
7/2/15	12:15	27.86
7/2/15	12:30	29.43
7/2/15	12:45	27.69
7/2/15	13:00	28.10
7/2/15	13:15	28.91
7/2/15	13:30	28.24
7/2/15	13:45	28.29
7/2/15	14:00	29.42
7/2/15	14:15	28.96
7/2/15	14:30	30.80
7/2/15	14:45	29.89
7/2/15	15:00	30.39
7/2/15	15:15	31.02
7/2/15	15:30	29.39
7/2/15	15:45	29.79
7/2/15	16:00	30.21
7/2/15	16:15	30.50
7/2/15	16:30	29.87
7/2/15	16:45	28.79
7/2/15	17:00	28.39
7/2/15	17:15	28.80
7/2/15	17:30	28.44
7/2/15	17:45	28.04
7/2/15	18:00	27.82
7/2/15	18:15	27.24
7/2/15	18:30	27.23
7/2/15	18:45	26.98
7/2/15	19:00	26.95
7/2/15	19:15	26.03
7/2/15	19:30	26.75
7/2/15	19:45	24.71
7/2/15	20:00	25.29
7/2/15	20:15	24.83
7/2/15	20:30	23.98
7/2/15	20:45	23.59
7/2/15	21:00	23.59
7/2/15	21:15	24.34
7/2/15	21:30	23.44
7/2/15	21:45	23.48
7/2/15	22:00	23.44
7/2/15	22:15	23.36
7/2/15	22:30	23.43
7/2/15	22:45	23.38
7/2/15	23:00	23.41
7/2/15	23:15	23.32
7/2/15	23:30	23.32
7/2/15	23:45	23.32
7/3/15	0:00	23.28
7/3/15	0:15	23.35
7/3/15	0:30	23.29
7/3/15	0:45	23.10
7/3/15	1:00	23.25
7/3/15	1:15	23.22
7/3/15	1:30	23.18
7/3/15	1:45	23.13
7/3/15	2:00	23.03
7/3/15	2:15	23.09
7/3/15	2:30	22.93
7/3/15	2:45	22.80
7/3/15	3:00	22.69
7/3/15	3:15	22.58
7/3/15	3:30	22.34
7/3/15	3:45	22.25
7/3/15	4:00	22.16
7/3/15	4:15	21.97
7/3/15	4:30	21.92
7/3/15	4:45	21.75
7/3/15	5:00	21.55
7/3/15	5:15	21.41
7/3/15	5:30	21.28
7/3/15	5:45	21.20
7/3/15	6:00	21.10
7/3/15	6:15	20.91
7/3/15	6:30	20.79
7/3/15	6:45	20.71
7/3/15	7:00	20.63
7/3/15	7:15	20.53
7/3/15	7:30	20.32
7/3/15	7:45	20.19
7/3/15	8:00	20.10
7/3/15	8:15	20.02
7/3/15	8:30	19.92
7/3/15	8:45	19.84
7/3/15	9:00	19.72
7/3/15	9:15	19.64
7/3/15	9:30	19.48
7/3/15	9:45	19.29
7/3/15	10:00	19.32
7/3/15	10:15	19.16
7/3/15	10:30	19.03
7/3/15	10:45	18.89
7/3/15	11:00	18.81
7/3/15	11:15	18.71
7/3/15	11:30	18.57
7/3/15	11:45	18.53
7/3/15	12:00	18.38
7/3/15	12:15	18.31
7/3/15	12:30	18.24
7/3/15	12:45	18.09
7/3/15	13:00	18.09
7/3/15	13:15	18.01
7/3/15	13:30	17.89
7/3/15	13:45	17.85
7/3/15	14:00	17.76
7/3/15	14:15	17.74
7/3/15	14:30	17.52
7/3/15	14:45	17.54
7/3/15	15:00	17.50
7/3/15	15:15	17.39
7/3/15	15:30	17.42
7/3/15	15:45	17.33
7/3/15	16:00	17.35
7/3/15	16:15	17.34
7/3/15	16:30	17.31
7/3/15	16:45	17.31
7/3/15	17:00	17.31
7/3/15	17:15	17.35
7/3/15	17:30	17.30
7/3/15	17:45	17.31
7/3/15	18:00	17.27
7/3/15	18:15	17.30
7/3/15	18:30	17.27
7/3/15	18:45	17.28
7/3/15	19:00	17.30
7/3/15	19:15	17.25
7/3/15	19:30	17.25
7/3/15	19:45	17.27
7/3/15	20:00	17.23
7/3/15	20:15	17.21
7/3/15	20:30	17.23
7/3/15	20:45	17.27
7/3/15	21:00	17.21
7/3/15	21:15	17.20
7/3/15	21:30	17.25
7/3/15	21:45	17.16
7/3/15	22:00	17.17
7/3/15	22:15	17.26
7/3/15	22:30	17.20
7/3/15	22:45	17.18
7/3/15	23:00	17.19
7/3/15	23:15	17.23
7/3/15	23:30	17.13
7/3/15	23:45	17.13
7/4/15	0:00	17.10
7/4/15	0:15	17.19
7/4/15	0:30	17.04
7/4/15	0:45	17.06
7/4/15	1:00	17.07
7/4/15	1:15	17.00
7/4/15	1:30	16.91
7/4/15	1:45	16.93
7/4/15	2:00	16.86
7/4/15	2:15	16.83
7/4/15	2:30	16.80
7/4/15	2:45	16.76
7/4/15	3:00	16.71
7/4/15	3:15	16.64
7/4/15	3:30	16.55
7/4/15	3:45	16.55
7/4/15	4:00	16.57
7/4/15	4:15	16.51
7/4/15	4:30	16.49
7/4/15	4:45	16.45
7/4/15	5:00	16.38
7/4/15	5:15	16.41
7/4/15	5:30	16.33
7/4/15	5:45	16.24
7/4/15	6:00	16.18
7/4/15	6:15	16.20
7/4/15	6:30	16.17
7/4/15	6:45	16.14
7/4/15	7:00	16.14
7/4/15	7:15	16.04
7/4/15	7:30	16.03
7/4/15	7:45	16.01
7/4/15	8:00	15.97
7/4/15	8:15	15.93
7/4/15	8:30	15.94
7/4/15	8:45	15.90
7/4/15	9:00	15.94
7/4/15	9:15	15.91
7/4/15	9:30	15.82
7/4/15	9:45	15.85
7/4/15	10:00	15.79
7/4/15	10:15	15.85
7/4/15	10:30	15.81
7/4/15	10:45	15.78
7/4/15	11:00	15.70
7/4/15	11:15	15.82
7/4/15	11:30	15.74
7/4/15	11:45	15.79
7/4/15	12:00	15.73
7/4/15	12:15	15.70
7/4/15	12:30	15.74
7/4/15	12:45	15.74
7/4/15	13:00	15.78
7/4/15	13:15	15.67
7/4/15	13:30	15.66
7/4/15	13:45	15.78
7/4/15	14:00	15.71
7/4/15	14:15	15.78
7/4/15	14:30	15.88
7/4/15	14:45	15.93
7/4/15	15:00	15.87
7/4/15	15:15	15.97
7/4/15	15:30	16.06
7/4/15	15:45	16.16
7/4/15	16:00	16.16
7/4/15	16:15	16.11
7/4/15	16:30	16.17
7/4/15	16:45	16.25
7/4/15	17:00	16.28
7/4/15	17:15	16.32
7/4/15	17:30	16.43
7/4/15	17:45	16.33
7/4/15	18:00	16.38
7/4/15	18:15	16.52
7/4/15	18:30	16.52
7/4/15	18:45	16.62
7/4/15	19:00	16.64
7/4/15	19:15	16.62
7/4/15	19:30	16.67
7/4/15	19:45	16.71
7/4/15	20:00	16.77
7/4/15	20:15	16.90
7/4/15	20:30	16.88
7/4/15	20:45	16.92
7/4/15	21:00	16.85
7/4/15	21:15	16.86
7/4/15	21:30	16.88
7/4/15	21:45	16.91
7/4/15	22:00	17.00
7/4/15	22:15	17.04
7/4/15	22:30	17.00
7/4/15	22:45	16.92
7/4/15	23:00	16.92
7/4/15	23:15	17.12
7/4/15	23:30	17.09
7/4/15	23:45	16.96
7/5/15	0:00	17.03
7/5/15	0:15	17.00
7/5/15	0:30	16.98
7/5/15	0:45	17.08
7/5/15	1:00	16.84
7/5/15	1:15	17.06
7/5/15	1:30	17.08
7/5/15	1:45	16.96
7/5/15	2:00	16.95
7/5/15	2:15	16.98
7/5/15	2:30	16.99
7/5/15	2:45	17.08
7/5/15	3:00	17.03
7/5/15	3:15	17.06
7/5/15	3:30	17.13
7/5/15	3:45	17.01
7/5/15	4:00	17.01
7/5/15	4:15	17.09
7/5/15	4:30	17.12
7/5/15	4:45	17.01
7/5/15	5:00	17.09
7/5/15	5:15	17.11
7/5/15	5:30	17.08
7/5/15	5:45	17.10
7/5/15	6:00	17.10
7/5/15	6:15	16.99
7/5/15	6:30	17.00
7/5/15	6:45	17.09
7/5/15	7:00	17.07
7/5/15	7:15	16.97
7/5/15	7:30	17.13
7/5/15	7:45	17.09
7/5/15	8:00	17.13
7/5/15	8:15	17.05
7/5/15	8:30	17.13
7/5/15	8:45	17.08
7/5/15	9:00	17.09
7/5/15	9:15	17.07
7/5/15	9:30	17.12
7/5/15	9:45	17.01
7/5/15	10:00	16.95
7/5/15	10:15	17.03
7/5/15	10:30	17.07
7/5/15	10:45	17.00
7/5/15	11:00	16.99
7/5/15	11:15	16.95
7/5/15	11:30	16.88
7/5/15	11:45	16.95
7/5/15	12:00	16.90
7/5/15	12:15	16.97
7/5/15	12:30	16.87
7/5/15	12:45	16.78
7/5/15	13:00	16.94
7/5/15	13:15	16.91
7/5/15	13:30	16.91
7/5/15	13:45	16.95
7/5/15	14:00	16.98
7/5/15	14:15	17.00
7/5/15	14:30	16.95
7/5/15	14:45	16.98
7/5/15	15:00	17.12
7/5/15	15:15	17.10
7/5/15	15:30	17.11
7/5/15	15:45	17.12
7/5/15	16:00	17.09
7/5/15	16:15	17.16
7/5/15	16:30	17.36
7/5/15	16:45	17.33
7/5/15	17:00	17.36
7/5/15	17:15	17.50
7/5/15	17:30	17.52
7/5/15	17:45	17.54
7/5/15	18:00	17.61
7/5/15	18:15	17.66
7/5/15	18:30	17.65
7/5/15	18:45	17.73
7/5/15	19:00	17.73
7/5/15	19:15	17.89
7/5/15	19:30	17.84
7/5/15	19:45	17.89
7/5/15	20:00	17.85
7/5/15	20:15	18.02
7/5/15	20:30	17.97
7/5/15	20:45	18.09
7/5/15	21:00	18.06
7/5/15	21:15	18.03
7/5/15	21:30	18.09
7/5/15	21:45	18.12
7/5/15	22:00	18.01
7/5/15	22:15	18.19
7/5/15	22:30	18.22
7/5/15	22:45	18.14
7/5/15	23:00	18.21
7/5/15	23:15	18.09
7/5/15	23:30	18.06
7/5/15	23:45	18.17
7/6/15	0:00	18.10
7/6/15	0:15	18.10
7/6/15	0:30	18.10
7/6/15	0:45	17.99
7/6/15	1:00	18.07
7/6/15	1:15	17.94
7/6/15	1:30	17.96
7/6/15	1:45	18.10
7/6/15	2:00	17.97
7/6/15	2:15	17.95
7/6/15	2:30	17.90
7/6/15	2:45	17.93
7/6/15	3:00	17.96
7/6/15	3:15	17.95
7/6/15	3:30	17.96
7/6/15	3:45	17.92
7/6/15	4:00	17.99
7/6/15	4:15	17.88
7/6/15	4:30	17.96
7/6/15	4:45	17.89
7/6/15	5:00	17.84
7/6/15	5:15	17.91
7/6/15	5:30	17.79
7/6/15	5:45	17.92
7/6/15	6:00	17.77
7/6/15	6:15	17.84
7/6/15	6:30	17.79
7/6/15	6:45	17.84
7/6/15	7:00	17.81
7/6/15	7:15	17.83
7/6/15	7:30	17.87
7/6/15	7:45	17.74
7/6/15	8:00	17.74
7/6/15	8:15	17.83
7/6/15	8:30	17.71
7/6/15	8:45	17.72
7/6/15	9:00	17.67
7/6/15	9:15	17.74
7/6/15	9:30	17.67
7/6/15	9:45	17.71
7/6/15	10:00	17.72
7/6/15	10:15	17.59
7/6/15	10:30	17.73
7/6/15	10:45	17.74
7/6/15	11:00	17.74
7/6/15	11:15	17.69
7/6/15	11:30	17.62
7/6/15	11:45	17.69
7/6/15	12:00	17.69
7/6/15	12:15	17.67
7/6/15	12:30	17.72
7/6/15	12:45	17.60
7/6/15	13:00	17.76
7/6/15	13:15	17.81
7/6/15	13:30	17.78
7/6/15	13:45	17.83
7/6/15	14:00	17.87
7/6/15	14:15	17.98
7/6/15	14:30	17.98
7/6/15	14:45	18.04
7/6/15	15:00	18.15
7/6/15	15:15	18.05
7/6/15	15:30	18.05
7/6/15	15:45	18.34
