Date	Time (AST)	Discharge (cms)
05/26/15	20:47	8.68
05/26/15	21:02	8.75
05/26/15	21:17	8.54
05/26/15	21:32	8.51
05/26/15	21:47	8.54
05/26/15	22:02	8.47
05/26/15	22:17	8.51
05/26/15	22:32	8.58
05/26/15	22:47	8.49
05/26/15	23:02	8.44
05/26/15	23:17	8.47
05/26/15	23:32	8.44
05/26/15	23:47	8.42
05/27/15	0:02	8.44
05/27/15	0:17	8.44
05/27/15	0:32	8.42
05/27/15	0:47	8.61
05/27/15	1:02	8.63
05/27/15	1:17	8.61
05/27/15	1:32	8.61
05/27/15	1:47	8.68
05/27/15	2:02	8.58
05/27/15	2:17	8.58
05/27/15	2:32	8.61
05/27/15	2:47	8.70
05/27/15	3:02	8.68
05/27/15	3:17	8.58
05/27/15	3:32	8.72
05/27/15	3:47	8.65
05/27/15	4:02	8.79
05/27/15	4:17	8.72
05/27/15	4:32	8.79
05/27/15	4:47	8.89
05/27/15	5:02	8.91
05/27/15	5:17	9.10
05/27/15	5:32	8.96
05/27/15	5:47	9.03
05/27/15	6:02	9.14
05/27/15	6:17	9.12
05/27/15	6:32	9.24
05/27/15	6:47	9.17
05/27/15	7:02	9.21
05/27/15	7:17	9.24
05/27/15	7:32	9.33
05/27/15	7:47	9.33
05/27/15	8:02	9.28
05/27/15	8:17	9.14
05/27/15	8:32	9.31
05/27/15	8:47	9.28
05/27/15	9:02	9.28
05/27/15	9:17	9.26
05/27/15	9:32	9.40
05/27/15	9:47	9.33
05/27/15	10:02	9.40
05/27/15	10:17	9.31
05/27/15	10:32	9.24
05/27/15	10:47	9.35
05/27/15	11:02	9.42
05/27/15	11:17	9.44
05/27/15	11:32	9.49
05/27/15	11:47	9.61
05/27/15	12:02	9.37
05/27/15	12:17	9.54
05/27/15	12:32	9.37
05/27/15	12:47	9.44
05/27/15	13:02	9.42
05/27/15	13:17	9.47
05/27/15	13:32	9.49
05/27/15	13:47	9.49
05/27/15	14:02	9.44
05/27/15	14:17	9.40
05/27/15	14:32	9.49
05/27/15	14:47	9.44
05/27/15	15:02	9.44
05/27/15	15:17	9.33
05/27/15	15:32	9.35
05/27/15	15:47	9.33
05/27/15	16:02	9.37
05/27/15	16:17	9.33
05/27/15	16:32	9.44
05/27/15	16:47	9.35
05/27/15	17:02	9.33
05/27/15	17:17	9.49
05/27/15	17:32	9.47
05/27/15	17:47	9.54
05/27/15	18:02	9.37
05/27/15	18:17	9.42
05/27/15	18:32	9.28
05/27/15	18:47	9.31
05/27/15	19:02	9.37
05/27/15	19:17	9.40
05/27/15	19:32	9.47
05/27/15	19:47	9.26
05/27/15	20:02	9.35
05/27/15	20:17	9.26
05/27/15	20:32	9.44
05/27/15	20:47	9.31
05/27/15	21:02	9.37
05/27/15	21:17	9.24
05/27/15	21:32	9.21
05/27/15	21:47	9.24
05/27/15	22:02	9.19
05/27/15	22:17	9.05
05/27/15	22:32	9.26
05/27/15	22:47	9.07
05/27/15	23:02	9.12
05/27/15	23:17	9.10
05/27/15	23:32	9.00
05/27/15	23:47	9.10
05/28/15	0:02	8.98
05/28/15	0:17	9.17
05/28/15	0:32	9.07
05/28/15	0:47	9.14
05/28/15	1:02	9.31
05/28/15	1:17	9.35
05/28/15	1:32	9.35
05/28/15	1:47	9.44
05/28/15	2:02	9.56
05/28/15	2:17	9.82
05/28/15	2:32	9.75
05/28/15	2:47	10.00
05/28/15	3:02	10.00
05/28/15	3:17	10.14
05/28/15	3:32	10.24
05/28/15	3:47	10.21
05/28/15	4:02	10.31
05/28/15	4:17	10.35
05/28/15	4:32	10.61
05/28/15	4:47	10.49
05/28/15	5:02	10.56
05/28/15	5:17	10.77
05/28/15	5:32	11.01
05/28/15	5:47	10.84
05/28/15	6:02	10.94
05/28/15	6:17	10.77
05/28/15	6:32	10.94
05/28/15	6:47	10.96
05/28/15	7:02	10.87
05/28/15	7:17	11.08
05/28/15	7:32	11.01
05/28/15	7:47	11.15
05/28/15	8:02	11.01
05/28/15	8:17	11.19
05/28/15	8:32	11.24
05/28/15	8:47	11.22
05/28/15	9:02	11.03
05/28/15	9:17	10.94
05/28/15	9:32	11.10
05/28/15	9:47	11.03
05/28/15	10:02	10.82
05/28/15	10:17	10.61
05/28/15	10:32	10.87
05/28/15	10:47	10.61
05/28/15	11:02	10.49
05/28/15	11:17	10.49
05/28/15	11:32	10.47
05/28/15	11:47	10.47
05/28/15	12:02	10.56
05/28/15	12:17	10.24
05/28/15	12:32	10.35
05/28/15	12:47	10.40
05/28/15	13:02	10.17
05/28/15	13:17	10.12
05/28/15	13:32	10.21
05/28/15	13:47	10.17
05/28/15	14:02	10.07
05/28/15	14:17	10.05
05/28/15	14:32	10.12
05/28/15	14:47	9.91
05/28/15	15:02	10.05
05/28/15	15:17	9.96
05/28/15	15:32	9.72
05/28/15	15:47	9.68
05/28/15	16:02	9.72
05/28/15	16:17	9.63
05/28/15	16:32	9.77
05/28/15	16:47	9.65
05/28/15	17:02	9.56
05/28/15	17:17	9.63
05/28/15	17:32	9.44
05/28/15	17:47	9.51
05/28/15	18:02	9.42
05/28/15	18:17	9.54
05/28/15	18:32	9.44
05/28/15	18:47	9.33
05/28/15	19:02	9.28
05/28/15	19:17	9.24
05/28/15	19:32	9.21
05/28/15	19:47	9.24
05/28/15	20:02	9.31
05/28/15	20:17	9.19
05/28/15	20:32	9.24
05/28/15	20:47	9.17
05/28/15	21:02	9.24
05/28/15	21:17	9.28
05/28/15	21:32	9.35
05/28/15	21:47	9.19
05/28/15	22:02	9.33
05/28/15	22:17	9.40
05/28/15	22:32	9.42
05/28/15	22:47	9.37
05/28/15	23:02	9.51
05/28/15	23:17	9.56
05/28/15	23:32	9.47
05/28/15	23:47	9.54
05/29/15	0:02	9.82
05/29/15	0:17	9.86
05/29/15	0:32	9.86
05/29/15	0:47	9.89
05/29/15	1:02	9.93
05/29/15	1:17	9.96
05/29/15	1:32	10.12
05/29/15	1:47	10.21
05/29/15	2:02	10.21
05/29/15	2:17	10.38
05/29/15	2:32	10.28
05/29/15	2:47	10.45
05/29/15	3:02	10.66
05/29/15	3:17	10.61
05/29/15	3:32	10.70
05/29/15	3:47	10.75
05/29/15	4:02	10.89
05/29/15	4:17	10.75
05/29/15	4:32	10.84
05/29/15	4:47	10.75
05/29/15	5:02	10.87
05/29/15	5:17	11.01
05/29/15	5:32	11.01
05/29/15	5:47	10.91
05/29/15	6:02	11.12
05/29/15	6:17	11.17
05/29/15	6:32	11.19
05/29/15	6:47	11.08
05/29/15	7:02	11.08
05/29/15	7:17	11.08
05/29/15	7:32	11.05
05/29/15	7:47	11.03
05/29/15	8:02	11.17
05/29/15	8:17	11.15
05/29/15	8:32	11.12
05/29/15	8:47	11.08
05/29/15	9:02	10.91
05/29/15	9:17	11.05
05/29/15	9:32	10.84
05/29/15	9:47	10.94
05/29/15	10:02	10.94
05/29/15	10:17	10.91
05/29/15	10:32	10.87
05/29/15	10:47	11.08
05/29/15	11:02	10.94
05/29/15	11:17	10.84
05/29/15	11:32	10.84
05/29/15	11:47	10.77
05/29/15	12:02	10.73
05/29/15	12:17	10.45
05/29/15	12:32	10.80
05/29/15	12:47	10.56
05/29/15	13:02	10.52
05/29/15	13:17	10.45
05/29/15	13:32	10.28
05/29/15	13:47	10.40
05/29/15	14:02	10.35
05/29/15	14:17	10.31
05/29/15	14:32	10.26
05/29/15	14:47	10.26
05/29/15	15:02	10.19
05/29/15	15:17	10.07
05/29/15	15:32	10.10
05/29/15	15:47	10.24
05/29/15	16:02	10.10
05/29/15	16:17	10.19
05/29/15	16:32	9.98
05/29/15	16:47	10.17
05/29/15	17:02	9.84
05/29/15	17:17	9.96
05/29/15	17:32	9.84
05/29/15	17:47	9.68
05/29/15	18:02	9.70
05/29/15	18:17	9.68
05/29/15	18:32	9.63
05/29/15	18:47	9.68
05/29/15	19:02	9.54
05/29/15	19:17	9.44
05/29/15	19:32	9.72
05/29/15	19:47	9.47
05/29/15	20:02	9.42
05/29/15	20:17	9.49
05/29/15	20:32	9.44
05/29/15	20:47	9.49
05/29/15	21:02	9.31
05/29/15	21:17	9.35
05/29/15	21:32	9.28
05/29/15	21:47	9.44
05/29/15	22:02	9.37
05/29/15	22:17	9.51
05/29/15	22:32	9.42
05/29/15	22:47	9.33
05/29/15	23:02	9.40
05/29/15	23:17	9.54
05/29/15	23:32	9.40
05/29/15	23:47	9.58
05/30/15	0:02	9.65
05/30/15	0:17	9.68
05/30/15	0:32	9.79
05/30/15	0:47	9.79
05/30/15	1:02	9.89
05/30/15	1:17	9.91
05/30/15	1:32	10.14
05/30/15	1:47	10.40
05/30/15	2:02	10.42
05/30/15	2:17	10.45
05/30/15	2:32	10.73
05/30/15	2:47	10.77
05/30/15	3:02	10.89
05/30/15	3:17	11.10
05/30/15	3:32	10.89
05/30/15	3:47	11.17
05/30/15	4:02	11.54
05/30/15	4:17	11.52
05/30/15	4:32	11.61
05/30/15	4:47	11.40
05/30/15	5:02	11.57
05/30/15	5:17	11.66
05/30/15	5:32	11.71
05/30/15	5:47	11.73
05/30/15	6:02	11.73
05/30/15	6:17	11.73
05/30/15	6:32	11.66
05/30/15	6:47	11.85
05/30/15	7:02	11.89
05/30/15	7:17	11.71
05/30/15	7:32	11.80
05/30/15	7:47	11.80
05/30/15	8:02	11.54
05/30/15	8:17	11.57
05/30/15	8:32	11.50
05/30/15	8:47	11.71
05/30/15	9:02	11.59
05/30/15	9:17	11.66
05/30/15	9:32	11.57
05/30/15	9:47	11.50
05/30/15	10:02	11.43
05/30/15	10:17	11.36
05/30/15	10:32	11.66
05/30/15	10:47	11.40
05/30/15	11:02	11.33
05/30/15	11:17	11.19
05/30/15	11:32	11.33
05/30/15	11:47	10.91
05/30/15	12:02	11.15
05/30/15	12:17	10.96
05/30/15	12:32	11.05
05/30/15	12:47	11.03
05/30/15	13:02	10.80
05/30/15	13:17	10.87
05/30/15	13:32	10.82
05/30/15	13:47	10.82
05/30/15	14:02	10.80
05/30/15	14:17	10.70
05/30/15	14:32	10.49
05/30/15	14:47	10.61
05/30/15	15:02	10.47
05/30/15	15:17	10.56
05/30/15	15:32	10.47
05/30/15	15:47	10.33
05/30/15	16:02	10.28
05/30/15	16:17	10.10
05/30/15	16:32	10.10
05/30/15	16:47	10.17
05/30/15	17:02	10.21
05/30/15	17:17	10.07
05/30/15	17:32	10.03
05/30/15	17:47	10.05
05/30/15	18:02	9.75
05/30/15	18:17	9.82
05/30/15	18:32	9.89
05/30/15	18:47	9.75
05/30/15	19:02	9.63
05/30/15	19:17	9.63
05/30/15	19:32	9.63
05/30/15	19:47	9.61
05/30/15	20:02	9.44
05/30/15	20:17	9.58
05/30/15	20:32	9.54
05/30/15	20:47	9.33
05/30/15	21:02	9.37
05/30/15	21:17	9.35
05/30/15	21:32	9.26
05/30/15	21:47	9.12
05/30/15	22:02	9.17
05/30/15	22:17	9.14
05/30/15	22:32	9.24
05/30/15	22:47	9.14
05/30/15	23:02	9.19
05/30/15	23:17	9.21
05/30/15	23:32	9.35
05/30/15	23:47	9.44
05/31/15	0:02	9.63
05/31/15	0:17	9.77
05/31/15	0:32	9.84
05/31/15	0:47	9.82
05/31/15	1:02	9.82
05/31/15	1:17	10.03
05/31/15	1:32	10.12
05/31/15	1:47	10.35
05/31/15	2:02	10.24
05/31/15	2:17	10.35
05/31/15	2:32	10.56
05/31/15	2:47	10.49
05/31/15	3:02	10.61
05/31/15	3:17	10.49
05/31/15	3:32	10.66
05/31/15	3:47	10.75
05/31/15	4:02	10.84
05/31/15	4:17	10.82
05/31/15	4:32	11.08
05/31/15	4:47	11.01
05/31/15	5:02	11.03
05/31/15	5:17	11.33
05/31/15	5:32	11.12
05/31/15	5:47	11.22
05/31/15	6:02	11.10
05/31/15	6:17	11.33
05/31/15	6:32	11.31
05/31/15	6:47	11.54
05/31/15	7:02	11.59
05/31/15	7:17	11.45
05/31/15	7:32	11.45
05/31/15	7:47	11.47
05/31/15	8:02	11.29
05/31/15	8:17	11.40
05/31/15	8:32	11.43
05/31/15	8:47	11.33
05/31/15	9:02	11.50
05/31/15	9:17	11.17
05/31/15	9:32	11.33
05/31/15	9:47	11.08
05/31/15	10:02	11.19
05/31/15	10:17	11.22
05/31/15	10:32	11.03
05/31/15	10:47	11.19
05/31/15	11:02	11.08
05/31/15	11:17	10.96
05/31/15	11:32	11.03
05/31/15	11:47	10.91
05/31/15	12:02	10.87
05/31/15	12:17	10.66
05/31/15	12:32	10.54
05/31/15	12:47	10.73
05/31/15	13:02	10.70
05/31/15	13:17	10.54
05/31/15	13:32	10.52
05/31/15	13:47	10.56
05/31/15	14:02	10.56
05/31/15	14:17	10.49
05/31/15	14:32	10.45
05/31/15	14:47	10.45
05/31/15	15:02	10.42
05/31/15	15:17	10.24
05/31/15	15:32	10.31
05/31/15	15:47	10.19
05/31/15	16:02	10.03
05/31/15	16:17	10.21
05/31/15	16:32	10.05
05/31/15	16:47	10.03
05/31/15	17:02	10.03
05/31/15	17:17	9.96
05/31/15	17:32	9.98
05/31/15	17:47	9.82
05/31/15	18:02	9.89
05/31/15	18:17	9.82
05/31/15	18:32	9.72
05/31/15	18:47	9.70
05/31/15	19:02	9.68
05/31/15	19:17	9.63
05/31/15	19:32	9.58
05/31/15	19:47	9.47
05/31/15	20:02	9.56
05/31/15	20:17	9.35
05/31/15	20:32	9.47
05/31/15	20:47	9.33
05/31/15	21:02	9.26
05/31/15	21:17	9.35
05/31/15	21:32	9.37
05/31/15	21:47	9.26
05/31/15	22:02	9.17
05/31/15	22:17	9.33
05/31/15	22:32	9.40
05/31/15	22:47	9.33
05/31/15	23:02	9.54
05/31/15	23:17	9.63
05/31/15	23:32	9.65
05/31/15	23:47	9.72
06/01/15	0:02	9.70
06/01/15	0:17	9.72
06/01/15	0:32	9.98
06/01/15	0:47	9.91
06/01/15	1:02	9.86
06/01/15	1:17	10.00
06/01/15	1:32	10.07
06/01/15	1:47	10.21
06/01/15	2:02	10.42
06/01/15	2:17	10.45
06/01/15	2:32	10.54
06/01/15	2:47	10.56
06/01/15	3:02	10.59
06/01/15	3:17	10.61
06/01/15	3:32	10.73
06/01/15	3:47	10.73
06/01/15	4:02	10.77
06/01/15	4:17	10.98
06/01/15	4:32	10.91
06/01/15	4:47	10.80
06/01/15	5:02	10.84
06/01/15	5:17	10.82
06/01/15	5:32	11.08
06/01/15	5:47	11.08
06/01/15	6:02	11.03
06/01/15	6:17	11.15
06/01/15	6:32	11.01
06/01/15	6:47	10.96
06/01/15	7:02	10.91
06/01/15	7:17	10.96
06/01/15	7:32	10.84
06/01/15	7:47	11.08
06/01/15	8:02	11.03
06/01/15	8:17	10.91
06/01/15	8:32	10.84
06/01/15	8:47	10.77
06/01/15	9:02	10.87
06/01/15	9:17	10.94
06/01/15	9:32	11.01
06/01/15	9:47	11.12
06/01/15	10:02	11.19
06/01/15	10:17	11.75
06/01/15	10:32	12.01
06/01/15	10:47	11.89
06/01/15	11:02	11.08
06/01/15	11:17	11.94
06/01/15	11:32	11.36
06/01/15	11:47	11.61
06/01/15	12:02	11.43
06/01/15	12:17	11.52
06/01/15	12:32	11.12
06/01/15	12:47	11.50
06/01/15	13:02	11.43
06/01/15	13:17	11.45
06/01/15	13:32	10.98
06/01/15	13:47	11.24
06/01/15	14:02	11.22
06/01/15	14:17	11.01
06/01/15	14:32	11.05
06/01/15	14:47	11.03
06/01/15	15:02	11.15
06/01/15	15:17	11.12
06/01/15	15:32	11.17
06/01/15	15:47	11.08
06/01/15	16:02	11.12
06/01/15	16:17	10.96
06/01/15	16:32	11.08
06/01/15	16:47	11.45
06/01/15	17:02	10.98
06/01/15	17:17	10.84
06/01/15	17:32	10.89
06/01/15	17:47	10.77
06/01/15	18:02	10.73
06/01/15	18:17	10.89
06/01/15	18:32	10.84
06/01/15	18:47	10.82
06/01/15	19:02	10.75
06/01/15	19:17	10.84
06/01/15	19:32	10.80
06/01/15	19:47	10.75
06/01/15	20:02	10.73
06/01/15	20:17	10.68
06/01/15	20:32	10.70
06/01/15	20:47	10.70
06/01/15	21:02	10.54
06/01/15	21:17	10.59
06/01/15	21:32	10.56
06/01/15	21:47	10.42
06/01/15	22:02	10.42
06/01/15	22:17	10.35
06/01/15	22:32	10.45
06/01/15	22:47	10.38
06/01/15	23:02	10.19
06/01/15	23:17	10.19
06/01/15	23:32	10.14
06/01/15	23:47	10.17
06/02/15	0:02	10.19
06/02/15	0:17	10.12
06/02/15	0:32	10.14
06/02/15	0:47	10.28
06/02/15	1:02	10.03
06/02/15	1:17	10.12
06/02/15	1:32	10.05
06/02/15	1:47	9.93
06/02/15	2:02	10.07
06/02/15	2:17	9.96
06/02/15	2:32	9.98
06/02/15	2:47	9.93
06/02/15	3:02	9.86
06/02/15	3:17	9.79
06/02/15	3:32	9.79
06/02/15	3:47	9.75
06/02/15	4:02	9.86
06/02/15	4:17	9.82
06/02/15	4:32	9.77
06/02/15	4:47	9.77
06/02/15	5:02	9.77
06/02/15	5:17	9.86
06/02/15	5:32	9.77
06/02/15	5:47	9.70
06/02/15	6:02	9.72
06/02/15	6:17	9.84
06/02/15	6:32	9.82
06/02/15	6:47	9.70
06/02/15	7:02	9.77
06/02/15	7:17	9.54
06/02/15	7:32	9.51
06/02/15	7:47	9.77
06/02/15	8:02	9.68
06/02/15	8:17	9.82
06/02/15	8:32	9.79
06/02/15	8:47	9.75
06/02/15	9:02	9.56
06/02/15	9:17	9.79
06/02/15	9:32	9.75
06/02/15	9:47	9.79
06/02/15	10:02	9.63
06/02/15	10:17	9.72
06/02/15	10:32	9.65
06/02/15	10:47	9.65
06/02/15	11:02	9.75
06/02/15	11:17	10.05
06/02/15	11:32	9.93
06/02/15	11:47	9.86
06/02/15	12:02	10.14
06/02/15	12:17	9.84
06/02/15	12:32	9.84
06/02/15	12:47	9.75
06/02/15	13:02	9.86
06/02/15	13:17	9.98
06/02/15	13:32	9.91
06/02/15	13:47	9.84
06/02/15	14:02	9.61
06/02/15	14:17	9.63
06/02/15	14:32	9.63
06/02/15	14:47	9.56
06/02/15	15:02	9.47
06/02/15	15:17	9.56
06/02/15	15:32	9.70
06/02/15	15:47	9.58
06/02/15	16:02	9.47
06/02/15	16:17	9.54
06/02/15	16:32	9.37
06/02/15	16:47	9.44
06/02/15	17:02	9.44
06/02/15	17:17	9.28
06/02/15	17:32	9.28
06/02/15	17:47	9.31
06/02/15	18:02	9.12
06/02/15	18:17	9.10
06/02/15	18:32	9.05
06/02/15	18:47	8.98
06/02/15	19:02	8.91
06/02/15	19:17	9.00
06/02/15	19:32	8.72
06/02/15	19:47	8.89
06/02/15	20:02	8.77
06/02/15	20:17	8.72
06/02/15	20:32	8.75
06/02/15	20:47	8.68
06/02/15	21:02	8.70
06/02/15	21:17	8.70
06/02/15	21:32	8.65
06/02/15	21:47	8.72
06/02/15	22:02	8.75
06/02/15	22:17	8.84
06/02/15	22:32	8.93
06/02/15	22:47	8.96
06/02/15	23:02	9.00
06/02/15	23:17	8.93
06/02/15	23:32	9.00
06/02/15	23:47	8.98
06/03/15	0:02	9.00
06/03/15	0:17	9.17
06/03/15	0:32	9.12
06/03/15	0:47	9.21
06/03/15	1:02	9.37
06/03/15	1:17	9.24
06/03/15	1:32	9.40
06/03/15	1:47	9.44
06/03/15	2:02	9.47
06/03/15	2:17	9.56
06/03/15	2:32	9.61
06/03/15	2:47	9.79
06/03/15	3:02	9.89
06/03/15	3:17	10.03
06/03/15	3:32	9.98
06/03/15	3:47	10.10
06/03/15	4:02	10.14
06/03/15	4:17	10.21
06/03/15	4:32	10.28
06/03/15	4:47	10.26
06/03/15	5:02	10.38
06/03/15	5:17	10.38
06/03/15	5:32	10.49
06/03/15	5:47	10.59
06/03/15	6:02	10.68
06/03/15	6:17	10.75
06/03/15	6:32	10.75
06/03/15	6:47	10.75
06/03/15	7:02	10.80
06/03/15	7:17	10.68
06/03/15	7:32	10.80
06/03/15	7:47	10.77
06/03/15	8:02	10.98
06/03/15	8:17	10.77
06/03/15	8:32	10.63
06/03/15	8:47	10.84
06/03/15	9:02	10.75
06/03/15	9:17	10.87
06/03/15	9:32	10.77
06/03/15	9:47	10.80
06/03/15	10:02	10.73
06/03/15	10:17	10.98
06/03/15	10:32	10.82
06/03/15	10:47	10.94
06/03/15	11:02	10.66
06/03/15	11:17	10.82
06/03/15	11:32	10.82
06/03/15	11:47	10.80
06/03/15	12:02	10.63
06/03/15	12:17	10.87
06/03/15	12:32	10.68
06/03/15	12:47	10.89
06/03/15	13:02	10.80
06/03/15	13:17	10.68
06/03/15	13:32	10.73
06/03/15	13:47	10.84
06/03/15	14:02	10.87
06/03/15	14:17	10.91
06/03/15	14:32	10.87
06/03/15	14:47	10.75
06/03/15	15:02	10.84
06/03/15	15:17	10.52
06/03/15	15:32	10.61
06/03/15	15:47	10.47
06/03/15	16:02	10.26
06/03/15	16:17	10.42
06/03/15	16:32	10.35
06/03/15	16:47	10.19
06/03/15	17:02	10.17
06/03/15	17:17	10.10
06/03/15	17:32	9.86
06/03/15	17:47	9.79
06/03/15	18:02	9.82
06/03/15	18:17	9.77
06/03/15	18:32	9.77
06/03/15	18:47	9.75
06/03/15	19:02	9.63
06/03/15	19:17	9.63
06/03/15	19:32	9.68
06/03/15	19:47	9.56
06/03/15	20:02	9.56
06/03/15	20:17	9.63
06/03/15	20:32	9.75
06/03/15	20:47	9.54
06/03/15	21:02	9.54
06/03/15	21:17	9.63
06/03/15	21:32	9.61
06/03/15	21:47	9.58
06/03/15	22:02	9.56
06/03/15	22:17	9.70
06/03/15	22:32	9.70
06/03/15	22:47	9.72
06/03/15	23:02	9.91
06/03/15	23:17	9.84
06/03/15	23:32	10.12
06/03/15	23:47	10.12
06/04/15	0:02	10.21
06/04/15	0:17	10.24
06/04/15	0:32	10.35
06/04/15	0:47	10.40
06/04/15	1:02	10.63
06/04/15	1:17	10.63
06/04/15	1:32	10.45
06/04/15	1:47	10.66
06/04/15	2:02	10.87
06/04/15	2:17	10.80
06/04/15	2:32	10.80
06/04/15	2:47	10.94
06/04/15	3:02	11.15
06/04/15	3:17	10.98
06/04/15	3:32	11.15
06/04/15	3:47	11.26
06/04/15	4:02	11.38
06/04/15	4:17	11.33
06/04/15	4:32	11.33
06/04/15	4:47	11.26
06/04/15	5:02	11.40
06/04/15	5:17	11.31
06/04/15	5:32	11.40
06/04/15	5:47	11.15
06/04/15	6:02	11.24
06/04/15	6:17	11.24
06/04/15	6:32	11.22
06/04/15	6:47	11.29
06/04/15	7:02	11.31
06/04/15	7:17	11.19
06/04/15	7:32	11.24
06/04/15	7:47	10.94
06/04/15	8:02	11.03
06/04/15	8:17	10.96
06/04/15	8:32	11.03
06/04/15	8:47	10.82
06/04/15	9:02	10.84
06/04/15	9:17	10.87
06/04/15	9:32	10.75
06/04/15	9:47	10.45
06/04/15	10:02	10.49
06/04/15	10:17	10.59
06/04/15	10:32	10.40
06/04/15	10:47	10.47
06/04/15	11:02	10.33
06/04/15	11:17	10.42
06/04/15	11:32	10.38
06/04/15	11:47	10.33
06/04/15	12:02	10.03
06/04/15	12:17	10.17
06/04/15	12:32	10.05
06/04/15	12:47	10.12
06/04/15	13:02	10.03
06/04/15	13:17	9.84
06/04/15	13:32	9.93
06/04/15	13:47	9.65
06/04/15	14:02	9.58
06/04/15	14:17	9.58
06/04/15	14:32	9.42
06/04/15	14:47	9.31
06/04/15	15:02	9.42
06/04/15	15:17	9.17
06/04/15	15:32	9.26
06/04/15	15:47	9.31
06/04/15	16:02	9.51
06/04/15	16:17	9.12
06/04/15	16:32	9.21
06/04/15	16:47	9.17
06/04/15	17:02	9.03
06/04/15	17:17	8.96
06/04/15	17:32	9.10
06/04/15	17:47	9.07
06/04/15	18:02	9.12
06/04/15	18:17	9.00
06/04/15	18:32	8.96
06/04/15	18:47	9.05
06/04/15	19:02	8.98
06/04/15	19:17	8.93
06/04/15	19:32	8.98
06/04/15	19:47	8.96
06/04/15	20:02	9.03
06/04/15	20:17	8.96
06/04/15	20:32	8.79
06/04/15	20:47	8.68
06/04/15	21:02	8.77
06/04/15	21:17	8.79
06/04/15	21:32	8.70
06/04/15	21:47	8.75
06/04/15	22:02	8.68
06/04/15	22:17	8.82
06/04/15	22:32	8.68
06/04/15	22:47	8.54
06/04/15	23:02	8.56
06/04/15	23:17	8.72
06/04/15	23:32	8.70
06/04/15	23:47	8.82
06/05/15	0:02	8.77
06/05/15	0:17	8.70
06/05/15	0:32	8.72
06/05/15	0:47	8.72
06/05/15	1:02	8.84
06/05/15	1:17	8.91
06/05/15	1:32	9.00
06/05/15	1:47	8.89
06/05/15	2:02	8.86
06/05/15	2:17	9.12
06/05/15	2:32	9.14
06/05/15	2:47	9.14
06/05/15	3:02	9.31
06/05/15	3:17	9.35
06/05/15	3:32	9.54
06/05/15	3:47	9.54
06/05/15	4:02	9.51
06/05/15	4:17	9.77
06/05/15	4:32	9.75
06/05/15	4:47	9.72
06/05/15	5:02	9.96
06/05/15	5:17	9.84
06/05/15	5:32	9.96
06/05/15	5:47	9.96
06/05/15	6:02	9.93
06/05/15	6:17	10.21
06/05/15	6:32	10.28
06/05/15	6:47	10.45
06/05/15	7:02	10.52
06/05/15	7:17	10.63
06/05/15	7:32	10.56
06/05/15	7:47	10.49
06/05/15	8:02	10.47
06/05/15	8:17	10.61
06/05/15	8:32	10.75
06/05/15	8:47	10.84
06/05/15	9:02	10.73
06/05/15	9:17	10.77
06/05/15	9:32	10.91
06/05/15	9:47	10.89
06/05/15	10:02	10.77
06/05/15	10:17	10.84
06/05/15	10:32	11.03
06/05/15	10:47	10.98
06/05/15	11:02	10.84
06/05/15	11:17	10.80
06/05/15	11:32	10.94
06/05/15	11:47	10.77
06/05/15	12:02	10.73
06/05/15	12:17	10.59
06/05/15	12:32	10.63
06/05/15	12:47	10.40
06/05/15	13:02	10.56
06/05/15	13:17	10.49
06/05/15	13:32	10.17
06/05/15	13:47	10.21
06/05/15	14:02	10.07
06/05/15	14:17	9.98
06/05/15	14:32	10.00
06/05/15	14:47	9.98
06/05/15	15:02	9.93
06/05/15	15:17	10.03
06/05/15	15:32	9.91
06/05/15	15:47	9.77
06/05/15	16:02	9.61
06/05/15	16:17	9.37
06/05/15	16:32	9.28
06/05/15	16:47	9.28
06/05/15	17:02	9.28
06/05/15	17:17	9.31
06/05/15	17:32	9.37
06/05/15	17:47	9.21
06/05/15	18:02	9.05
06/05/15	18:17	9.14
06/05/15	18:32	8.86
06/05/15	18:47	8.77
06/05/15	19:02	8.72
06/05/15	19:17	8.63
06/05/15	19:32	8.63
06/05/15	19:47	8.58
06/05/15	20:02	8.49
06/05/15	20:17	8.44
06/05/15	20:32	8.47
06/05/15	20:47	8.49
06/05/15	21:02	8.42
06/05/15	21:17	8.28
06/05/15	21:32	8.26
06/05/15	21:47	8.26
06/05/15	22:02	8.35
06/05/15	22:17	8.28
06/05/15	22:32	8.16
06/05/15	22:47	8.16
06/05/15	23:02	8.02
06/05/15	23:17	8.09
06/05/15	23:32	8.16
06/05/15	23:47	8.05
06/06/15	0:02	8.05
06/06/15	0:17	7.95
06/06/15	0:32	8.07
06/06/15	0:47	8.00
06/06/15	1:02	7.95
06/06/15	1:17	8.00
06/06/15	1:32	7.91
06/06/15	1:47	7.88
06/06/15	2:02	7.98
06/06/15	2:17	8.09
06/06/15	2:32	8.02
06/06/15	2:47	8.12
06/06/15	3:02	8.12
06/06/15	3:17	8.09
06/06/15	3:32	8.14
06/06/15	3:47	8.07
06/06/15	4:02	8.12
06/06/15	4:17	8.23
06/06/15	4:32	8.19
06/06/15	4:47	8.28
06/06/15	5:02	8.28
06/06/15	5:17	8.30
06/06/15	5:32	8.44
06/06/15	5:47	8.37
06/06/15	6:02	8.47
