Date	Time (AST)	Discharge (cms)
09/01/15	13:02	9.25
09/01/15	13:17	9.13
09/01/15	13:32	8.94
09/01/15	13:47	8.91
09/01/15	14:02	8.87
09/01/15	14:17	8.79
09/01/15	14:32	8.68
09/01/15	14:47	8.83
09/01/15	15:02	8.64
09/01/15	15:17	8.68
09/01/15	15:32	8.83
09/01/15	15:47	8.75
09/01/15	16:02	8.60
09/01/15	16:17	8.57
09/01/15	16:32	8.49
09/01/15	16:47	8.34
09/01/15	17:02	8.30
09/01/15	17:17	8.30
09/01/15	17:32	8.45
09/01/15	17:47	8.23
09/01/15	18:02	8.15
09/01/15	18:17	8.19
09/01/15	18:32	8.00
09/01/15	18:47	8.07
09/01/15	19:02	8.04
09/01/15	19:17	8.00
09/01/15	19:32	7.92
09/01/15	19:47	7.81
09/01/15	20:02	7.96
09/01/15	20:17	7.89
09/01/15	20:32	7.92
09/01/15	20:47	7.85
09/01/15	21:02	7.81
09/01/15	21:17	7.81
09/01/15	21:32	7.81
09/01/15	21:47	7.85
09/01/15	22:02	7.85
09/01/15	22:17	8.04
09/01/15	22:32	7.85
09/01/15	22:47	7.89
09/01/15	23:02	7.85
09/01/15	23:17	7.81
09/01/15	23:32	7.73
09/01/15	23:47	7.77
09/02/15	0:02	7.73
09/02/15	0:17	7.89
09/02/15	0:32	7.77
09/02/15	0:47	7.81
09/02/15	1:02	7.81
09/02/15	1:17	7.89
09/02/15	1:32	8.00
09/02/15	1:47	7.92
09/02/15	2:02	7.89
09/02/15	2:17	7.89
09/02/15	2:32	7.92
09/02/15	2:47	7.92
09/02/15	3:02	8.00
09/02/15	3:17	8.04
09/02/15	3:32	8.19
09/02/15	3:47	8.07
09/02/15	4:02	8.15
09/02/15	4:17	8.15
09/02/15	4:32	8.07
09/02/15	4:47	8.07
09/02/15	5:02	8.00
09/02/15	5:17	8.11
09/02/15	5:32	8.30
09/02/15	5:47	8.11
09/02/15	6:02	8.19
09/02/15	6:17	8.19
09/02/15	6:32	8.26
09/02/15	6:47	8.23
09/02/15	7:02	8.26
09/02/15	7:17	8.15
09/02/15	7:32	8.19
09/02/15	7:47	8.26
09/02/15	8:02	8.19
09/02/15	8:17	8.15
09/02/15	8:32	8.07
09/02/15	8:47	8.04
09/02/15	9:02	7.92
09/02/15	9:17	8.00
09/02/15	9:32	8.00
09/02/15	9:47	7.89
09/02/15	10:02	7.66
09/02/15	10:17	7.66
09/02/15	10:32	7.55
09/02/15	10:47	7.47
09/02/15	11:02	7.39
09/02/15	11:17	7.47
09/02/15	11:32	7.47
09/02/15	11:47	7.58
09/02/15	12:02	7.43
09/02/15	12:17	7.36
09/02/15	12:32	7.32
09/02/15	12:47	7.13
09/02/15	13:02	7.05
09/02/15	13:17	7.02
09/02/15	13:32	6.79
09/02/15	13:47	6.71
09/02/15	14:02	6.75
09/02/15	14:17	6.64
09/02/15	14:32	6.52
09/02/15	14:47	6.30
09/02/15	15:02	6.30
09/02/15	15:17	6.26
09/02/15	15:32	6.30
09/02/15	15:47	6.41
09/02/15	16:02	6.37
09/02/15	16:17	6.22
09/02/15	16:32	6.26
09/02/15	16:47	6.15
09/02/15	17:02	6.15
09/02/15	17:17	6.03
09/02/15	17:32	5.96
09/02/15	17:47	5.88
09/02/15	18:02	5.88
09/02/15	18:17	5.69
09/02/15	18:32	5.73
09/02/15	18:47	5.66
09/02/15	19:02	5.81
09/02/15	19:17	5.62
09/02/15	19:32	5.73
09/02/15	19:47	5.66
09/02/15	20:02	5.58
09/02/15	20:17	5.50
09/02/15	20:32	5.58
09/02/15	20:47	5.62
09/02/15	21:02	5.47
09/02/15	21:17	5.54
09/02/15	21:32	5.54
09/02/15	21:47	5.58
09/02/15	22:02	5.69
09/02/15	22:17	5.77
09/02/15	22:32	5.77
09/02/15	22:47	5.81
09/02/15	23:02	5.73
09/02/15	23:17	5.96
09/02/15	23:32	5.96
09/02/15	23:47	6.07
09/03/15	0:02	6.11
09/03/15	0:17	6.22
09/03/15	0:32	6.15
09/03/15	0:47	6.26
09/03/15	1:02	6.34
09/03/15	1:17	6.34
09/03/15	1:32	6.37
09/03/15	1:47	6.60
09/03/15	2:02	6.60
09/03/15	2:17	6.56
09/03/15	2:32	6.71
09/03/15	2:47	6.90
09/03/15	3:02	6.83
09/03/15	3:17	6.83
09/03/15	3:32	6.90
09/03/15	3:47	6.98
09/03/15	4:02	7.05
09/03/15	4:17	7.05
09/03/15	4:32	6.98
09/03/15	4:47	7.17
09/03/15	5:02	7.05
09/03/15	5:17	7.02
09/03/15	5:32	7.05
09/03/15	5:47	7.24
09/03/15	6:02	7.17
09/03/15	6:17	7.09
09/03/15	6:32	7.05
09/03/15	6:47	7.09
09/03/15	7:02	7.05
09/03/15	7:17	7.05
09/03/15	7:32	7.09
09/03/15	7:47	7.09
09/03/15	8:02	7.05
09/03/15	8:17	7.13
09/03/15	8:32	7.13
09/03/15	8:47	6.98
09/03/15	9:02	7.09
09/03/15	9:17	7.13
09/03/15	9:32	7.13
09/03/15	9:47	7.05
09/03/15	10:02	7.05
09/03/15	10:17	7.05
09/03/15	10:32	7.05
09/03/15	10:47	6.94
09/03/15	11:02	6.94
09/03/15	11:17	6.90
09/03/15	11:32	6.90
09/03/15	11:47	6.94
09/03/15	12:02	6.79
09/03/15	12:17	6.79
09/03/15	12:32	6.68
09/03/15	12:47	6.60
09/03/15	13:02	6.52
09/03/15	13:17	6.56
09/03/15	13:32	6.45
09/03/15	13:47	6.30
09/03/15	14:02	6.34
09/03/15	14:17	6.11
09/03/15	14:32	6.11
09/03/15	14:47	6.15
09/03/15	15:02	6.11
09/03/15	15:17	5.96
09/03/15	15:32	6.03
09/03/15	15:47	5.81
09/03/15	16:02	5.88
09/03/15	16:17	5.96
09/03/15	16:32	5.69
09/03/15	16:47	5.69
09/03/15	17:02	5.62
09/03/15	17:17	5.62
09/03/15	17:32	5.50
09/03/15	17:47	5.39
09/03/15	18:02	5.31
09/03/15	18:17	5.35
09/03/15	18:32	5.20
09/03/15	18:47	5.16
09/03/15	19:02	5.20
09/03/15	19:17	5.13
09/03/15	19:32	4.97
09/03/15	19:47	5.05
09/03/15	20:02	4.97
09/03/15	20:17	4.97
09/03/15	20:32	5.16
09/03/15	20:47	4.94
09/03/15	21:02	5.09
09/03/15	21:17	5.01
09/03/15	21:32	5.01
09/03/15	21:47	5.20
09/03/15	22:02	5.43
09/03/15	22:17	5.24
09/03/15	22:32	5.43
09/03/15	22:47	5.39
09/03/15	23:02	5.50
09/03/15	23:17	5.54
09/03/15	23:32	5.66
09/03/15	23:47	5.77
09/04/15	0:02	5.88
09/04/15	0:17	6.03
09/04/15	0:32	6.22
09/04/15	0:47	6.26
09/04/15	1:02	6.41
09/04/15	1:17	6.56
09/04/15	1:32	6.86
09/04/15	1:47	7.02
09/04/15	2:02	6.98
09/04/15	2:17	7.05
09/04/15	2:32	7.24
09/04/15	2:47	7.51
09/04/15	3:02	7.47
09/04/15	3:17	7.70
09/04/15	3:32	7.89
09/04/15	3:47	8.00
09/04/15	4:02	8.11
09/04/15	4:17	8.26
09/04/15	4:32	8.41
09/04/15	4:47	8.49
09/04/15	5:02	8.53
09/04/15	5:17	8.75
09/04/15	5:32	8.79
09/04/15	5:47	9.06
09/04/15	6:02	9.25
09/04/15	6:17	9.28
09/04/15	6:32	9.44
09/04/15	6:47	9.55
09/04/15	7:02	9.66
09/04/15	7:17	9.74
09/04/15	7:32	9.89
09/04/15	7:47	10.08
09/04/15	8:02	10.12
09/04/15	8:17	10.12
09/04/15	8:32	10.00
09/04/15	8:47	10.15
09/04/15	9:02	10.23
09/04/15	9:17	10.34
09/04/15	9:32	10.30
09/04/15	9:47	10.38
09/04/15	10:02	10.42
09/04/15	10:17	10.53
09/04/15	10:32	10.57
09/04/15	10:47	10.80
09/04/15	11:02	10.76
09/04/15	11:17	10.80
09/04/15	11:32	10.91
09/04/15	11:47	11.02
09/04/15	12:02	11.10
09/04/15	12:17	11.06
09/04/15	12:32	11.14
09/04/15	12:47	11.21
09/04/15	13:02	11.29
09/04/15	13:17	11.51
09/04/15	13:32	11.48
09/04/15	13:47	11.48
09/04/15	14:02	11.55
09/04/15	14:17	11.51
09/04/15	14:32	11.59
09/04/15	14:47	11.70
09/04/15	15:02	11.78
09/04/15	15:17	11.89
09/04/15	15:32	11.89
09/04/15	15:47	11.93
09/04/15	16:02	11.85
09/04/15	16:17	12.08
09/04/15	16:32	12.16
09/04/15	16:47	12.19
09/04/15	17:02	12.19
09/04/15	17:17	12.19
09/04/15	17:32	12.23
09/04/15	17:47	12.38
09/04/15	18:02	12.38
09/04/15	18:17	12.35
09/04/15	18:32	12.27
09/04/15	18:47	12.31
09/04/15	19:02	12.27
09/04/15	19:17	12.35
09/04/15	19:32	12.35
09/04/15	19:47	12.42
09/04/15	20:02	12.38
09/04/15	20:17	12.35
09/04/15	20:32	12.57
09/04/15	20:47	12.65
09/04/15	21:02	12.54
09/04/15	21:17	12.76
09/04/15	21:32	12.57
09/04/15	21:47	12.72
09/04/15	22:02	12.69
09/04/15	22:17	12.72
09/04/15	22:32	12.84
09/04/15	22:47	13.03
09/04/15	23:02	12.95
09/04/15	23:17	12.99
09/04/15	23:32	12.99
09/04/15	23:47	12.99
09/05/15	0:02	13.06
09/05/15	0:17	12.95
09/05/15	0:32	13.10
09/05/15	0:47	13.06
09/05/15	1:02	13.10
09/05/15	1:17	13.10
09/05/15	1:32	13.06
09/05/15	1:47	13.14
09/05/15	2:02	13.10
09/05/15	2:17	13.06
09/05/15	2:32	13.06
09/05/15	2:47	13.18
09/05/15	3:02	13.18
09/05/15	3:17	13.14
09/05/15	3:32	13.29
09/05/15	3:47	13.33
09/05/15	4:02	13.40
09/05/15	4:17	13.33
09/05/15	4:32	13.22
09/05/15	4:47	13.40
09/05/15	5:02	13.40
09/05/15	5:17	13.48
09/05/15	5:32	13.44
09/05/15	5:47	13.37
09/05/15	6:02	13.37
09/05/15	6:17	13.29
09/05/15	6:32	13.18
09/05/15	6:47	12.99
09/05/15	7:02	13.10
09/05/15	7:17	13.22
09/05/15	7:32	13.22
09/05/15	7:47	13.06
09/05/15	8:02	13.18
09/05/15	8:17	13.10
09/05/15	8:32	13.06
09/05/15	8:47	12.91
09/05/15	9:02	13.06
09/05/15	9:17	13.03
09/05/15	9:32	12.88
09/05/15	9:47	12.88
09/05/15	10:02	12.84
09/05/15	10:17	12.80
09/05/15	10:32	12.69
09/05/15	10:47	12.72
09/05/15	11:02	12.65
09/05/15	11:17	12.69
09/05/15	11:32	12.65
09/05/15	11:47	12.76
09/05/15	12:02	12.46
09/05/15	12:17	12.76
09/05/15	12:32	12.57
09/05/15	12:47	12.42
09/05/15	13:02	12.27
09/05/15	13:17	12.31
09/05/15	13:32	12.23
09/05/15	13:47	12.31
09/05/15	14:02	12.16
09/05/15	14:17	12.19
09/05/15	14:32	12.08
09/05/15	14:47	12.01
09/05/15	15:02	11.93
09/05/15	15:17	12.04
09/05/15	15:32	12.01
09/05/15	15:47	11.93
09/05/15	16:02	11.97
09/05/15	16:17	11.85
09/05/15	16:32	11.89
09/05/15	16:47	11.93
09/05/15	17:02	11.78
09/05/15	17:17	11.78
09/05/15	17:32	11.67
09/05/15	17:47	11.74
09/05/15	18:02	11.67
09/05/15	18:17	11.59
09/05/15	18:32	11.55
09/05/15	18:47	11.44
09/05/15	19:02	11.51
09/05/15	19:17	11.51
09/05/15	19:32	11.44
09/05/15	19:47	11.48
09/05/15	20:02	11.48
09/05/15	20:17	11.48
09/05/15	20:32	11.51
09/05/15	20:47	11.55
09/05/15	21:02	11.67
09/05/15	21:17	11.67
09/05/15	21:32	11.59
09/05/15	21:47	11.70
09/05/15	22:02	11.70
09/05/15	22:17	11.82
09/05/15	22:32	11.82
09/05/15	22:47	11.70
09/05/15	23:02	11.74
09/05/15	23:17	11.78
09/05/15	23:32	11.97
09/05/15	23:47	11.97
09/06/15	0:02	11.97
09/06/15	0:17	12.23
09/06/15	0:32	12.38
09/06/15	0:47	12.35
09/06/15	1:02	12.57
09/06/15	1:17	12.65
09/06/15	1:32	12.65
09/06/15	1:47	12.57
09/06/15	2:02	12.72
09/06/15	2:17	12.99
09/06/15	2:32	12.99
09/06/15	2:47	12.99
09/06/15	3:02	13.18
09/06/15	3:17	13.14
09/06/15	3:32	13.14
09/06/15	3:47	13.18
09/06/15	4:02	13.33
09/06/15	4:17	13.22
09/06/15	4:32	13.25
09/06/15	4:47	13.37
09/06/15	5:02	13.44
09/06/15	5:17	13.44
09/06/15	5:32	13.40
09/06/15	5:47	13.52
09/06/15	6:02	13.40
09/06/15	6:17	13.33
09/06/15	6:32	13.10
09/06/15	6:47	13.10
09/06/15	7:02	13.18
09/06/15	7:17	13.06
09/06/15	7:32	13.06
09/06/15	7:47	13.06
09/06/15	8:02	13.03
09/06/15	8:17	13.03
09/06/15	8:32	12.95
09/06/15	8:47	13.10
09/06/15	9:02	13.06
09/06/15	9:17	12.99
09/06/15	9:32	12.80
09/06/15	9:47	12.84
09/06/15	10:02	12.76
09/06/15	10:17	12.72
09/06/15	10:32	12.69
09/06/15	10:47	12.50
09/06/15	11:02	12.50
09/06/15	11:17	12.31
09/06/15	11:32	12.38
09/06/15	11:47	12.42
09/06/15	12:02	12.23
09/06/15	12:17	12.23
09/06/15	12:32	12.12
09/06/15	12:47	11.93
09/06/15	13:02	11.97
09/06/15	13:17	11.78
09/06/15	13:32	11.82
09/06/15	13:47	11.67
09/06/15	14:02	11.67
09/06/15	14:17	11.63
09/06/15	14:32	11.55
09/06/15	14:47	11.51
09/06/15	15:02	11.36
09/06/15	15:17	11.36
09/06/15	15:32	11.44
09/06/15	15:47	11.33
09/06/15	16:02	11.36
09/06/15	16:17	11.33
09/06/15	16:32	11.36
09/06/15	16:47	11.14
09/06/15	17:02	11.10
09/06/15	17:17	10.91
09/06/15	17:32	10.87
09/06/15	17:47	10.87
09/06/15	18:02	10.80
09/06/15	18:17	10.80
09/06/15	18:32	10.68
09/06/15	18:47	10.68
09/06/15	19:02	10.64
09/06/15	19:17	10.49
09/06/15	19:32	10.38
09/06/15	19:47	10.30
09/06/15	20:02	10.38
09/06/15	20:17	10.38
09/06/15	20:32	10.19
09/06/15	20:47	10.30
09/06/15	21:02	10.27
09/06/15	21:17	10.27
09/06/15	21:32	10.12
09/06/15	21:47	10.12
09/06/15	22:02	10.19
09/06/15	22:17	10.23
09/06/15	22:32	10.00
09/06/15	22:47	10.15
09/06/15	23:02	9.93
09/06/15	23:17	9.89
09/06/15	23:32	9.89
09/06/15	23:47	9.96
09/07/15	0:02	10.00
09/07/15	0:17	10.04
09/07/15	0:32	9.96
09/07/15	0:47	10.08
09/07/15	1:02	10.12
09/07/15	1:17	10.15
09/07/15	1:32	10.15
09/07/15	1:47	10.23
09/07/15	2:02	10.27
09/07/15	2:17	10.27
09/07/15	2:32	10.42
09/07/15	2:47	10.46
09/07/15	3:02	10.57
09/07/15	3:17	10.61
09/07/15	3:32	10.87
09/07/15	3:47	10.87
09/07/15	4:02	10.83
09/07/15	4:17	10.87
09/07/15	4:32	10.95
09/07/15	4:47	10.87
09/07/15	5:02	10.87
09/07/15	5:17	10.83
09/07/15	5:32	10.83
09/07/15	5:47	10.99
09/07/15	6:02	11.06
09/07/15	6:17	11.21
09/07/15	6:32	11.10
09/07/15	6:47	11.14
09/07/15	7:02	11.10
09/07/15	7:17	11.10
09/07/15	7:32	11.17
09/07/15	7:47	11.14
09/07/15	8:02	10.95
09/07/15	8:17	11.06
09/07/15	8:32	11.02
09/07/15	8:47	11.10
09/07/15	9:02	10.95
09/07/15	9:17	10.99
09/07/15	9:32	10.83
09/07/15	9:47	10.83
09/07/15	10:02	10.95
09/07/15	10:17	10.83
09/07/15	10:32	10.87
09/07/15	10:47	10.95
09/07/15	11:02	10.83
09/07/15	11:17	10.80
09/07/15	11:32	10.68
09/07/15	11:47	10.64
09/07/15	12:02	10.80
09/07/15	12:17	10.61
09/07/15	12:32	10.57
09/07/15	12:47	10.42
09/07/15	13:02	10.42
09/07/15	13:17	10.15
09/07/15	13:32	10.23
09/07/15	13:47	10.12
09/07/15	14:02	10.04
09/07/15	14:17	10.04
09/07/15	14:32	9.85
09/07/15	14:47	9.93
09/07/15	15:02	10.04
09/07/15	15:17	10.08
09/07/15	15:32	10.00
09/07/15	15:47	10.08
09/07/15	16:02	10.08
09/07/15	16:17	10.04
09/07/15	16:32	9.89
09/07/15	16:47	9.74
09/07/15	17:02	9.78
09/07/15	17:17	9.70
09/07/15	17:32	9.70
09/07/15	17:47	9.70
09/07/15	18:02	9.51
09/07/15	18:17	9.47
09/07/15	18:32	9.47
09/07/15	18:47	9.28
09/07/15	19:02	9.17
09/07/15	19:17	9.15
09/07/15	19:32	9.13
09/07/15	19:47	9.11
09/07/15	20:02	9.09
09/07/15	20:17	9.06
09/07/15	20:32	9.04
09/07/15	20:47	9.02
09/07/15	21:02	9.00
09/07/15	21:17	8.98
09/07/15	21:32	8.96
09/07/15	21:47	8.94
09/07/15	22:02	8.87
09/07/15	22:17	8.91
09/07/15	22:32	8.91
09/07/15	22:47	8.75
09/07/15	23:02	8.87
09/07/15	23:17	8.94
09/07/15	23:32	9.02
09/07/15	23:47	8.87
09/08/15	0:02	8.83
09/08/15	0:17	8.72
09/08/15	0:32	8.83
09/08/15	0:47	9.10
09/08/15	1:02	8.79
09/08/15	1:17	8.87
09/08/15	1:32	8.75
09/08/15	1:47	8.94
09/08/15	2:02	8.94
09/08/15	2:17	9.02
09/08/15	2:32	9.10
09/08/15	2:47	9.17
09/08/15	3:02	9.28
09/08/15	3:17	9.06
09/08/15	3:32	9.25
09/08/15	3:47	9.44
09/08/15	4:02	9.47
09/08/15	4:17	9.55
09/08/15	4:32	9.59
09/08/15	4:47	9.59
09/08/15	5:02	9.70
09/08/15	5:17	9.78
09/08/15	5:32	9.85
09/08/15	5:47	9.85
09/08/15	6:02	9.74
09/08/15	6:17	9.93
09/08/15	6:32	10.08
09/08/15	6:47	10.08
09/08/15	7:02	9.89
09/08/15	7:17	10.08
09/08/15	7:32	10.15
09/08/15	7:47	10.12
09/08/15	8:02	10.08
09/08/15	8:17	9.89
09/08/15	8:32	9.89
09/08/15	8:47	9.81
09/08/15	9:02	10.12
09/08/15	9:17	10.08
09/08/15	9:32	10.08
09/08/15	9:47	10.04
09/08/15	10:02	10.08
09/08/15	10:17	9.96
09/08/15	10:32	9.93
09/08/15	10:47	10.04
09/08/15	11:02	9.85
09/08/15	11:17	9.89
09/08/15	11:32	9.89
09/08/15	11:47	9.89
09/08/15	12:02	9.96
09/08/15	12:17	9.78
09/08/15	12:32	10.00
09/08/15	12:47	10.00
09/08/15	13:02	10.00
09/08/15	13:17	10.04
09/08/15	13:32	9.81
09/08/15	13:47	9.74
09/08/15	14:02	9.62
09/08/15	14:17	9.55
09/08/15	14:32	9.55
09/08/15	14:47	9.62
09/08/15	15:02	9.59
09/08/15	15:17	9.62
09/08/15	15:32	9.62
09/08/15	15:47	9.59
09/08/15	16:02	9.70
09/08/15	16:17	9.62
09/08/15	16:32	9.55
09/08/15	16:47	9.51
09/08/15	17:02	9.55
09/08/15	17:17	9.66
09/08/15	17:32	9.40
09/08/15	17:47	9.47
09/08/15	18:02	9.36
09/08/15	18:17	9.25
09/08/15	18:32	9.36
09/08/15	18:47	9.28
09/08/15	19:02	9.17
09/08/15	19:17	9.21
09/08/15	19:32	9.10
09/08/15	19:47	8.98
09/08/15	20:02	8.91
09/08/15	20:17	8.87
09/08/15	20:32	8.87
09/08/15	20:47	8.91
09/08/15	21:02	8.83
09/08/15	21:17	8.75
09/08/15	21:32	8.79
09/08/15	21:47	8.94
09/08/15	22:02	8.83
09/08/15	22:17	8.68
09/08/15	22:32	8.57
09/08/15	22:47	8.60
09/08/15	23:02	8.72
09/08/15	23:17	8.49
09/08/15	23:32	8.53
09/08/15	23:47	8.64
09/09/15	0:02	8.68
09/09/15	0:17	8.68
09/09/15	0:32	8.79
09/09/15	0:47	8.87
09/09/15	1:02	8.98
09/09/15	1:17	9.06
09/09/15	1:32	9.02
09/09/15	1:47	9.21
09/09/15	2:02	9.28
09/09/15	2:17	9.40
09/09/15	2:32	9.47
09/09/15	2:47	9.47
09/09/15	3:02	9.66
09/09/15	3:17	9.74
09/09/15	3:32	9.81
09/09/15	3:47	9.96
09/09/15	4:02	9.96
09/09/15	4:17	10.15
09/09/15	4:32	10.15
09/09/15	4:47	10.34
09/09/15	5:02	10.34
09/09/15	5:17	10.38
09/09/15	5:32	10.38
09/09/15	5:47	10.38
09/09/15	6:02	10.46
09/09/15	6:17	10.42
09/09/15	6:32	10.49
09/09/15	6:47	10.57
09/09/15	7:02	10.53
09/09/15	7:17	10.57
09/09/15	7:32	10.61
09/09/15	7:47	10.57
09/09/15	8:02	10.68
09/09/15	8:17	10.53
09/09/15	8:32	10.72
09/09/15	8:47	10.72
09/09/15	9:02	10.91
09/09/15	9:17	11.02
09/09/15	9:32	11.06
09/09/15	9:47	11.21
09/09/15	10:02	11.14
09/09/15	10:17	11.29
09/09/15	10:32	11.10
09/09/15	10:47	11.17
09/09/15	11:02	11.10
09/09/15	11:17	11.33
09/09/15	11:32	11.25
09/09/15	11:47	11.36
09/09/15	12:02	11.33
09/09/15	12:17	11.48
09/09/15	12:32	11.48
09/09/15	12:47	11.48
09/09/15	13:02	11.29
09/09/15	13:17	11.25
09/09/15	13:32	11.29
09/09/15	13:47	11.14
09/09/15	14:02	11.06
09/09/15	14:17	11.25
09/09/15	14:32	11.14
09/09/15	14:47	11.21
09/09/15	15:02	11.29
09/09/15	15:17	11.51
09/09/15	15:32	11.51
09/09/15	15:47	11.59
09/09/15	16:02	11.63
09/09/15	16:17	11.70
09/09/15	16:32	11.74
09/09/15	16:47	11.93
09/09/15	17:02	11.70
09/09/15	17:17	11.85
09/09/15	17:32	11.82
09/09/15	17:47	11.70
09/09/15	18:02	11.67
09/09/15	18:17	11.67
09/09/15	18:32	11.67
09/09/15	18:47	11.67
09/09/15	19:02	11.59
09/09/15	19:17	11.70
09/09/15	19:32	11.63
09/09/15	19:47	11.51
09/09/15	20:02	11.51
09/09/15	20:17	11.44
09/09/15	20:32	11.44
09/09/15	20:47	11.48
09/09/15	21:02	11.40
09/09/15	21:17	11.36
09/09/15	21:32	11.33
09/09/15	21:47	11.10
09/09/15	22:02	11.29
09/09/15	22:17	11.21
09/09/15	22:32	11.21
09/09/15	22:47	11.36
09/09/15	23:02	11.36
09/09/15	23:17	11.36
09/09/15	23:32	11.48
09/09/15	23:47	11.63
09/10/15	0:02	11.51
09/10/15	0:17	11.59
09/10/15	0:32	11.63
09/10/15	0:47	11.63
09/10/15	1:02	11.74
09/10/15	1:17	11.82
09/10/15	1:32	11.93
09/10/15	1:47	12.08
09/10/15	2:02	12.04
09/10/15	2:17	12.27
09/10/15	2:32	12.42
09/10/15	2:47	12.23
09/10/15	3:02	12.31
09/10/15	3:17	12.46
09/10/15	3:32	12.42
09/10/15	3:47	12.50
09/10/15	4:02	12.42
09/10/15	4:17	12.46
09/10/15	4:32	12.46
09/10/15	4:47	12.31
09/10/15	5:02	12.35
09/10/15	5:17	12.35
09/10/15	5:32	12.38
09/10/15	5:47	12.23
09/10/15	6:02	12.31
09/10/15	6:17	12.46
09/10/15	6:32	12.54
09/10/15	6:47	12.50
09/10/15	7:02	12.57
09/10/15	7:17	12.46
09/10/15	7:32	12.50
09/10/15	7:47	12.54
09/10/15	8:02	12.65
09/10/15	8:17	12.50
09/10/15	8:32	12.38
09/10/15	8:47	12.35
09/10/15	9:02	12.35
09/10/15	9:17	12.19
09/10/15	9:32	12.12
09/10/15	9:47	12.31
09/10/15	10:02	12.23
09/10/15	10:17	12.12
09/10/15	10:32	12.04
09/10/15	10:47	12.16
09/10/15	11:02	12.04
09/10/15	11:17	12.04
09/10/15	11:32	12.12
09/10/15	11:47	11.97
09/10/15	12:02	11.89
09/10/15	12:17	11.97
09/10/15	12:32	11.82
09/10/15	12:47	11.89
09/10/15	13:02	11.70
09/10/15	13:17	11.74
09/10/15	13:32	11.59
09/10/15	13:47	11.59
09/10/15	14:02	11.55
09/10/15	14:17	11.55
09/10/15	14:32	11.74
09/10/15	14:47	11.74
09/10/15	15:02	11.74
09/10/15	15:17	11.63
09/10/15	15:32	11.93
09/10/15	15:47	11.93
09/10/15	16:02	11.63
09/10/15	16:17	11.78
09/10/15	16:32	12.04
09/10/15	16:47	11.89
09/10/15	17:02	11.89
09/10/15	17:17	11.74
09/10/15	17:32	11.70
09/10/15	17:47	11.78
09/10/15	18:02	11.59
09/10/15	18:17	11.82
09/10/15	18:32	11.67
09/10/15	18:47	11.85
09/10/15	19:02	11.67
09/10/15	19:17	11.78
09/10/15	19:32	11.70
09/10/15	19:47	11.63
09/10/15	20:02	11.67
09/10/15	20:17	11.55
09/10/15	20:32	11.59
09/10/15	20:47	11.67
09/10/15	21:02	11.70
09/10/15	21:17	11.82
09/10/15	21:32	11.70
09/10/15	21:47	11.74
09/10/15	22:02	12.08
09/10/15	22:17	11.89
09/10/15	22:32	12.04
09/10/15	22:47	11.85
09/10/15	23:02	11.89
09/10/15	23:17	11.85
09/10/15	23:32	11.85
09/10/15	23:47	12.01
09/11/15	0:02	11.97
09/11/15	0:17	11.93
09/11/15	0:32	11.97
09/11/15	0:47	12.04
09/11/15	1:02	11.93
09/11/15	1:17	11.82
09/11/15	1:32	12.04
09/11/15	1:47	12.04
09/11/15	2:02	11.93
09/11/15	2:17	11.93
09/11/15	2:32	11.89
09/11/15	2:47	11.89
09/11/15	3:02	12.04
09/11/15	3:17	11.97
09/11/15	3:32	11.97
09/11/15	3:47	12.01
09/11/15	4:02	12.19
09/11/15	4:17	12.12
09/11/15	4:32	12.35
09/11/15	4:47	12.23
09/11/15	5:02	12.35
09/11/15	5:17	12.19
09/11/15	5:32	12.35
09/11/15	5:47	12.19
09/11/15	6:02	12.27
09/11/15	6:17	12.27
09/11/15	6:32	12.12
09/11/15	6:47	11.97
09/11/15	7:02	12.16
09/11/15	7:17	12.12
09/11/15	7:32	11.97
09/11/15	7:47	12.04
09/11/15	8:02	12.08
09/11/15	8:17	12.04
09/11/15	8:32	12.08
09/11/15	8:47	12.12
09/11/15	9:02	11.89
09/11/15	9:17	12.01
09/11/15	9:32	11.89
09/11/15	9:47	11.70
09/11/15	10:02	11.78
09/11/15	10:17	11.67
09/11/15	10:32	11.70
09/11/15	10:47	11.70
09/11/15	11:02	11.59
09/11/15	11:17	11.51
09/11/15	11:32	11.55
09/11/15	11:47	11.40
09/11/15	12:02	11.55
09/11/15	12:17	11.40
09/11/15	12:32	11.55
09/11/15	12:47	11.33
09/11/15	13:02	11.36
09/11/15	13:17	11.21
09/11/15	13:32	11.17
09/11/15	13:47	10.95
09/11/15	14:02	11.10
09/11/15	14:17	10.99
09/11/15	14:32	10.99
09/11/15	14:47	10.83
09/11/15	15:02	10.80
09/11/15	15:17	10.68
09/11/15	15:32	10.64
09/11/15	15:47	10.57
09/11/15	16:02	10.49
09/11/15	16:17	10.53
09/11/15	16:32	10.42
09/11/15	16:47	10.30
09/11/15	17:02	10.30
09/11/15	17:17	10.30
09/11/15	17:32	10.30
09/11/15	17:47	10.27
09/11/15	18:02	10.27
09/11/15	18:17	10.27
09/11/15	18:32	10.12
09/11/15	18:47	9.93
09/11/15	19:02	10.00
09/11/15	19:17	9.96
09/11/15	19:32	9.93
09/11/15	19:47	9.93
09/11/15	20:02	10.00
09/11/15	20:17	9.96
09/11/15	20:32	9.85
09/11/15	20:47	9.89
09/11/15	21:02	9.89
09/11/15	21:17	9.85
09/11/15	21:32	9.70
09/11/15	21:47	9.66
09/11/15	22:02	9.74
09/11/15	22:17	9.66
