Date,Time_UTC,avgAT_C_1m,avgAT_C_2m,avgRH_1m,avgRH_2m,avgDP_C,totalPPT_mm.hr,sampleSnowDepth_m,sampleWD_Deg,sampleWS_m.s,maxWS_m.s,avgSolarRad_W.m2
2015-04-08,01:00:00,-1.56,-1.31,47.67,45.32,-11.19,7777,0.045,36.59,16.88,19.11,0
2015-04-08,02:00:00,-1.9,-1.68,52.11,49.8,-10.34,7777,0.054,56.3,14.27,19.68,0
2015-04-08,03:00:00,-2.56,-2.35,57.92,55.85,-9.77,7777,0.063,51.58,13.82,16.55,0
2015-04-08,04:00:00,-2.94,-2.71,58.16,55.68,-9.92,7777,0.055,12.29,10.39,14.7,0
2015-04-08,05:00:00,-3.21,-2.98,57.95,55.61,-10.34,7777,0.058,53.56,12.91,13.74,0
2015-04-08,06:00:00,-3.45,-3.21,58.06,55.85,-10.47,7777,0.058,42.04,14.51,15.64,1.31
2015-04-08,07:00:00,-2.93,-2.89,53.68,52.22,-11.04,7777,0.043,36.01,13.64,16.3,35.89
2015-04-08,08:00:00,-1.94,-2.4,50.04,50.25,-10.91,7777,0.055,50.13,15.63,18.23,147.9
2015-04-08,09:00:00,-2.29,-2.38,51.36,50.34,-11.03,7777,0.057,38.27,15.76,17,119.8
2015-04-08,10:00:00,-1.89,-2.11,49.97,49.29,-10.92,7777,0.052,47.62,12.9,15.75,216.3
2015-04-08,11:00:00,-0.67,-1.24,46.03,46.06,-10.71,0,0.049,37.83,17.1,17.79,475.5
2015-04-08,12:00:00,-0.42,-1.01,48.43,48.53,-9.95,0,0.064,61.64,9.94,16.9,510.9
2015-04-08,13:00:00,-0.38,-0.84,50.98,50.88,-9.2,0,0.059,58.65,10.06,12.8,426.7
2015-04-08,14:00:00,0.21,-0.44,47.31,48.23,-9.1,0,0.057,63.08,8.53,12.32,464.5
2015-04-08,15:00:00,0.01,-0.38,49.55,49.38,-9.17,0,0.059,43.52,10.66,13.61,325
2015-04-08,16:00:00,1.12,0.41,44.7,44.97,-10.02,0,0.058,48.24,10.84,14.29,377
2015-04-08,17:00:00,-0.11,-0.39,47.42,46.7,-10.06,0,0.058,63.76,10.88,13.58,184.2
2015-04-08,18:00:00,-1.14,-1.07,54.2,52.16,-9.52,7777,0.068,39.81,10.48,14.74,80.2
2015-04-08,19:00:00,-1.03,-0.94,46.4,44.23,-11,7777,0.058,36.34,8.95,14.88,66.17
2015-04-08,20:00:00,-1.53,-1.36,47.89,45.11,-11.04,7777,0.062,35.52,11.93,14.2,10.03
2015-04-08,21:00:00,-2.41,-2.2,57.78,54.49,-10.29,7777,0.053,41.22,14.69,16.46,0.01
2015-04-08,22:00:00,-3.27,-3.07,62.78,60.4,-9.41,7777,0.059,32.11,10.51,15.2,0
2015-04-08,23:00:00,-3.37,-3.14,55.71,53.17,-11.11,7777,0.06,44.55,10.37,14.91,0
2015-04-09,00:00:00,-3.41,-3.19,56.83,54.52,-10.72,7777,0.052,63.15,15.62,16.96,0
2015-04-09,01:00:00,-3.45,-3.26,59.07,56.83,-10.25,7777,0.055,58.14,13.77,18.54,0
2015-04-09,02:00:00,-3.73,-3.53,63.59,61.35,-9.57,7777,0.057,0.92,17.38,18.72,0
2015-04-09,03:00:00,-3.91,-3.74,66.99,64.98,-9.21,7777,0.053,2.36,15.48,18.23,0
2015-04-09,04:00:00,-3.86,-3.67,64.17,61.69,-9.61,7777,0.056,27.86,15.44,17.76,0
2015-04-09,05:00:00,-3.55,-3.35,57.18,54.76,-10.86,7777,0.053,53.27,10.05,17.25,0
2015-04-09,06:00:00,-3.13,-2.93,51.4,49.06,-11.82,7777,0.051,37.7,11.14,15.06,1.85
2015-04-09,07:00:00,-2.71,-2.54,47.5,45.43,-12.36,7777,0.058,46.71,8.04,13.95,37.44
2015-04-09,08:00:00,-2.09,-2.07,44.41,42.61,-12.61,7777,0.062,18.42,9.76,12.82,97.9
2015-04-09,09:00:00,-1.09,-1.35,41.89,40.84,-12.58,7777,0.058,40.87,9.83,11.49,209.1
2015-04-09,10:00:00,-0.32,-0.64,37.44,36.42,-13.19,0,0.057,40.63,6.73,9.61,250.7
2015-04-09,11:00:00,0.56,-0.04,34.18,34.04,-13.39,0,0.058,68.18,7.01,8.55,357.7
2015-04-09,12:00:00,1.52,0.65,31.49,31.83,-13.28,0,0.056,60.61,6.88,8.16,491.8
2015-04-09,13:00:00,2.21,1.03,30.06,30.5,-13.78,0,0.065,67.78,5.63,8.83,518.1
2015-04-09,14:00:00,2.58,1.28,29.86,31.18,-13.54,0,0.059,102.6,3.8,7.03,514.9
2015-04-09,15:00:00,2.96,1.91,28.71,28.91,-13.63,0,0.062,279.4,0.41,6.1,484.4
2015-04-09,16:00:00,2.81,1.99,28.97,29.59,-13.62,0,0.065,42.59,2.77,7.17,404.6
2015-04-09,17:00:00,2.06,1.45,31.04,30.84,-13.11,0,0.062,54.44,6.37,7.03,275.6
2015-04-09,18:00:00,1.17,0.93,33.59,32.67,-13.07,0,0.061,65.57,6.36,7.02,196.6
2015-04-09,19:00:00,-0.02,0.07,37.97,36.24,-12.82,0,0.06,61.25,6.74,7.73,110
2015-04-09,20:00:00,-2.09,-1.85,44.91,42.7,-12.19,7777,0.059,47.62,5.99,8.35,8.33
2015-04-09,21:00:00,-4.21,-3.93,56.29,54.01,-11.66,7777,0.06,47.63,4.75,5.83,0
2015-04-09,22:00:00,-5.9,-5.36,59.9,57.11,-11.83,7777,0.062,8.78,4.55,5.31,0
2015-04-09,23:00:00,-4.92,-4.33,56.31,53.02,-12.24,7777,0.06,23.68,5.14,5.37,0
2015-04-10,00:00:00,-3.9,-3.38,51.93,48.53,-12.36,7777,0.059,69.25,3.31,5.29,0
2015-04-10,01:00:00,-5.24,-4.35,57.33,52.81,-12.52,7777,0.058,51.84,3.43,3.99,0
2015-04-10,02:00:00,-3.88,-3.19,52.71,48.98,-12.57,7777,0.06,0.1,4.87,4.87,0
2015-04-10,03:00:00,-3.25,-2.54,45.85,42.28,-13.35,7777,0.061,294.7,0.88,4.79,0
2015-04-10,04:00:00,-3.78,-2.69,46.32,40.51,-14.11,7777,0.06,121.4,2.1,3.29,0
2015-04-10,05:00:00,-5.09,-3.87,51.75,46.49,-13.46,7777,0.059,48.8,3.65,3.92,0
2015-04-10,06:00:00,-5.64,-4.59,51.32,45.2,-14.14,7777,0.059,59.46,3.72,4.27,3.85
2015-04-10,07:00:00,-3.22,-3.42,46.05,44.01,-13.12,7777,0.058,45.51,2.61,4.77,65.83
2015-04-10,08:00:00,-2.23,-2.08,43.46,40.51,-12.94,7777,0.061,299.7,0.96,3.23,91.3
2015-04-10,09:00:00,-0.58,-0.63,37.75,36.29,-12.97,0,0.056,316.6,2.12,2.75,222.1
2015-04-10,10:00:00,1.71,1.25,34.58,33.22,-12.47,0,0.057,51.26,7.86,8.61,327.9
2015-04-10,11:00:00,3.04,2.17,33.08,33.18,-11.66,0,0.057,48.95,9.47,9.7,468.5
2015-04-10,12:00:00,2.08,1.61,35.86,35.46,-11.41,0,0.061,54.15,7.89,10.36,349.4
2015-04-10,13:00:00,2.35,1.87,40.41,40.61,-10.9,0,0.062,83.2,6.13,7.98,297.3
2015-04-10,14:00:00,1.67,1.27,46.92,46.14,-8.74,0,0.062,58.97,6.46,8.31,311
2015-04-10,15:00:00,1.08,0.87,47.47,46.48,-8.78,0,0.059,70.14,6.09,7.77,197.7
2015-04-10,16:00:00,0.26,0.14,55.31,54.19,-7.65,0,0.059,39.75,6.53,7.72,119.8
2015-04-10,17:00:00,-0.76,-0.84,64.15,62.79,-6.84,0,0.06,50.7,9,10.13,109.3
2015-04-10,18:00:00,-1.78,-1.75,72.43,70.77,-6.72,7777,0.059,54.85,3.83,9.01,31.27
2015-04-10,19:00:00,-3.22,-3.18,82.85,81.31,-5.64,7777,0.059,55,6.79,7.21,23.42
2015-04-10,20:00:00,-3.9,-3.79,85.05,83.35,-5.97,7777,0.057,64.84,7.4,8.08,8.67
2015-04-10,21:00:00,-4.11,-3.98,83.05,81.1,-6.64,7777,0.058,62.96,6.92,8.79,0.22
2015-04-10,22:00:00,-4.53,-4.41,87.55,85.9,-6.25,7777,0.057,56.16,6.21,8.46,0
2015-04-10,23:00:00,-4.74,-4.59,89.05,87.1,-6.14,7777,0.083,54.38,6.95,8.6,0
2015-04-11,00:00:00,-4.63,-4.46,87.15,84.85,-6.35,7777,0.083,58.67,7.42,8.57,0
2015-04-11,01:00:00,-4.23,-3.99,83.1,80.27,-6.7,7777,0.086,73.76,3.73,8.45,0.01
2015-04-11,02:00:00,-3.98,-3.81,85.4,82.72,-6.09,7777,0.088,67.2,4.15,4.78,0
2015-04-11,03:00:00,-4.52,-4.39,88.8,86.95,-6,7777,0.099,67.35,5.33,6.89,0
2015-04-11,04:00:00,-4.53,-4.42,90.45,88.6,-5.85,7777,0.101,78.39,5.59,6.06,0
2015-04-11,05:00:00,-4.76,-4.63,91.3,89.65,-5.96,7777,0.17,78.29,6.57,7.92,0
2015-04-11,06:00:00,-4.73,-4.58,90.5,88.15,-5.96,7777,0.188,63.78,4.94,7.42,3.89
2015-04-11,07:00:00,-4.52,-4.38,88.25,85.75,-6.08,7777,0.179,56.36,3.56,5.45,31.68
2015-04-11,08:00:00,-3.99,-3.98,84.9,81.54,-6.21,7777,0.178,78.05,3.07,4.18,100.6
2015-04-11,09:00:00,-3.76,-3.83,82.27,79.7,-6.28,7777,0.157,54.62,6.62,7.44,155.1
2015-04-11,10:00:00,-3.3,-3.45,77.07,74.62,-6.79,7777,0.152,61.27,5.49,6.67,189.7
2015-04-11,11:00:00,-3.49,-3.81,81.06,79.92,-6.03,7777,0.147,115.3,3.97,6.73,216
2015-04-11,12:00:00,-3.38,-3.82,82.65,83.1,-5.87,7777,0.166,99.8,5.85,6.67,293.7
2015-04-11,13:00:00,-3.95,-4.41,85,85.2,-6.04,7777,0.169,183.5,2.55,6.75,276.6
2015-04-11,14:00:00,-4.44,-4.62,85.1,85.85,-6.28,7777,0.176,250.2,2.98,3.05,261
2015-04-11,15:00:00,-4.69,-4.7,87.85,86.65,-6.35,7777,0.177,244,1.86,3.2,326
2015-04-11,16:00:00,-4.46,-4.67,88.4,88,-6.06,7777,0.181,177.8,3.32,3.6,203.5
2015-04-11,17:00:00,-4.29,-4.92,85,87,-6.32,7777,0.162,161.1,2.41,4.27,189.3
2015-04-11,18:00:00,-4.76,-4.78,87.9,87.45,-6.45,7777,0.195,320.6,1.86,2.44,106.7
2015-04-11,19:00:00,-5.33,-5.08,90.05,87.9,-6.68,7777,0.202,317.7,0.49,2.24,35.87
2015-04-11,20:00:00,-5.53,-5.38,92.2,90.5,-6.56,7777,0.183,295.7,1.08,2.03,13.57
2015-04-11,21:00:00,-5.72,-5.62,91.7,90.25,-6.87,7777,0.209,319.7,1.92,2.23,0.45
2015-04-11,22:00:00,-6.15,-5.92,91,89.95,-7.36,7777,0.215,327.1,1.43,1.96,0
2015-04-11,23:00:00,-6.31,-6.11,90.45,89.6,-7.61,7777,0.214,294,2.38,2.6,0
2015-04-12,00:00:00,-6.4,-6.17,90.25,89.45,-7.73,7777,0.21,322.4,1.27,2.49,0
2015-04-12,01:00:00,-6.8,-6.4,89.9,89.2,-8.17,7777,0.211,349.5,0,1.23,0
2015-04-12,02:00:00,-7.18,-6.77,89.75,88.7,-8.53,7777,0.208,55.9,1.37,1.83,0
2015-04-12,03:00:00,-7.27,-6.88,89.4,88.5,-8.71,7777,0.207,54.7,0.76,1.73,0
2015-04-12,04:00:00,-6.86,-6.56,90.2,88.9,-8.18,7777,0.206,293.5,0.99,0.99,0
2015-04-12,05:00:00,-6.56,-6.42,90.45,89.35,-7.87,7777,0.2,294.5,1.02,1.89,0
2015-04-12,06:00:00,-6.69,-6.53,90.25,89.15,-8.03,7777,0.195,269.3,0.55,1.61,4.08
2015-04-12,07:00:00,-6.47,-6.37,89.65,88.6,-7.87,7777,0.2,0.48,0.32,1.96,39.64
2015-04-12,08:00:00,-5.86,-5.98,88.3,87.65,-7.47,7777,0.199,237.6,0.94,1.8,110.3
2015-04-12,09:00:00,-5.49,-5.54,87.65,87.05,-7.15,7777,0.217,239.1,2.61,2.68,161.2
2015-04-12,10:00:00,-4.99,-5.12,85.35,85.25,-6.97,7777,0.209,272.8,0,3.23,163
2015-04-12,11:00:00,-2.62,-3.29,74.23,76.76,-6.67,7777,0.203,245.8,0,1.88,307.6
2015-04-12,12:00:00,-2.73,-2.98,66.84,67.45,-7.41,7777,0.197,266.4,1.99,3.42,558.7
2015-04-12,13:00:00,-3.75,-3.67,75.03,72,-7.62,7777,0.191,264.6,2.78,3.39,574.3
2015-04-12,14:00:00,-3.02,-2.86,73.51,70.15,-7.02,7777,0.182,171.3,1.01,2.78,521.4
2015-04-12,15:00:00,-0.13,-0.9,57.96,57.9,-7.64,0.7,0.179,14.02,2.45,4.45,422.9
2015-04-12,16:00:00,-1.06,-1.91,58.8,60.7,-7.76,7777,0.182,62.21,1.13,4.01,228.6
2015-04-12,17:00:00,-2.27,-2.67,65.95,66.87,-7.78,7777,0.179,48.92,9.15,9.15,199.3
2015-04-12,18:00:00,-2.7,-3.05,58.48,58.62,-9.59,7777,0.152,36.1,6.8,11.49,237
2015-04-12,19:00:00,-2.86,-3.12,55.91,54.78,-10.47,7777,0.153,44.49,7.84,9.72,169.9
2015-04-12,20:00:00,-4.24,-4.03,62.03,59.41,-10.49,7777,0.152,40.01,7.44,10.02,45.81
2015-04-12,21:00:00,-5.59,-5.19,59.21,56.53,-12.25,7777,0.152,45.47,7.95,8.97,0.29
2015-04-12,22:00:00,-6.01,-5.59,58.54,55.76,-12.75,7777,0.151,48.95,6.12,8.82,0
2015-04-12,23:00:00,-6.17,-5.74,59.47,56.41,-12.76,7777,0.151,55.51,3.82,10.03,0
2015-04-13,00:00:00,-6,-5.53,62.08,58.89,-12.15,7777,0.15,52.23,10.59,12.5,0
2015-04-13,01:00:00,-5.74,-5.41,63.65,60.22,-11.54,7777,0.149,59.41,12.2,14.07,0
2015-04-13,02:00:00,-6.02,-5.69,63.95,60.73,-11.81,7777,0.147,32.75,14.35,14.35,0
2015-04-13,03:00:00,-6.3,-5.97,64.63,61.13,-11.93,7777,0.146,28.21,14.1,15.02,0
2015-04-13,04:00:00,-6.58,-6.24,64.46,61,-12.13,7777,0.146,46.98,12.86,15.25,0
2015-04-13,05:00:00,-6.7,-6.37,64.27,60.87,-12.36,7777,0.147,50.79,11.6,15.35,0
2015-04-13,06:00:00,-6.75,-6.49,61.21,58.49,-13.02,7777,0.147,45.19,11.93,13.69,12.61
2015-04-13,07:00:00,-6.09,-6.27,57.06,56.18,-13.2,7777,0.145,54.98,9.63,12.39,71.36
2015-04-13,08:00:00,-5.24,-5.79,52.4,51.92,-13.53,7777,0.144,54.96,8.98,11.08,182
2015-04-13,09:00:00,-4.43,-5.08,47.23,47.6,-13.99,7777,0.146,69.32,6.99,9.37,295.1
2015-04-13,10:00:00,-3.73,-4.35,44.44,44.27,-13.97,7777,0.145,76.5,6.62,8.46,396.2
2015-04-13,11:00:00,-2.97,-3.64,44.06,43.35,-13.5,7777,0.145,72.63,5.81,7.73,478.3
2015-04-13,12:00:00,-2.32,-3.09,42.06,42.13,-13.42,7777,0.143,61.55,4.91,6.65,534.9
2015-04-13,13:00:00,-1.77,-2.72,40.16,40.22,-13.56,7777,0.142,72.58,4.29,6.29,559.5
2015-04-13,14:00:00,-0.55,-2.27,37.67,39.78,-13.36,0,0.141,61.64,2.64,4.38,550.7
2015-04-13,15:00:00,-0.36,-2.02,38.89,41.64,-12.7,0,0.14,57.05,2.42,4.22,509.6
2015-04-13,16:00:00,-0.03,-1.94,40.18,43.33,-12.14,0,0.14,43.12,2.22,3.38,438.6
2015-04-13,17:00:00,-0.29,-2.1,40.24,44.45,-12.27,0,0.134,30.55,1.86,3.01,346.3
2015-04-13,18:00:00,-0.28,-2.23,38.38,42.28,-12.96,0,0.138,43.84,1.52,1.96,238
2015-04-13,19:00:00,-3.31,-3.1,45.17,43.75,-13.67,7777,0.136,41.98,2.84,2.98,128.7
2015-04-13,20:00:00,-5.3,-4.74,50.61,48.23,-14.01,7777,0.137,27,0.41,3.08,37.81
2015-04-13,21:00:00,-5.98,-5.18,53.17,49.92,-13.93,7777,0.139,344.1,0.23,0.92,0.13
2015-04-13,22:00:00,-5.94,-4.84,59.64,55.74,-12.47,7777,0.137,-5.21,0,1.55,0
2015-04-13,23:00:00,-7.42,-6.34,62.84,58.7,-13.47,7777,0.139,37.53,3.25,3.41,0
2015-04-14,00:00:00,-7.64,-6.53,61.42,58.32,-13.86,7777,0.136,59.72,2.13,3.42,0
2015-04-14,01:00:00,-8.57,-7.48,64.18,59.35,-14.18,7777,0.136,18.48,2.18,3.33,0
2015-04-14,02:00:00,-8.47,-7.33,71.75,67.78,-12.34,7777,0.135,56.88,1.9,3.43,0
2015-04-14,03:00:00,-9.17,-8.02,75.2,69.85,-12.92,7777,0.135,38.31,2.26,3.44,0
2015-04-14,04:00:00,-8.39,-7.28,70.81,67.34,-12.81,7777,0.136,336.4,1.69,2.29,0
2015-04-14,05:00:00,-7.97,-6.92,64.96,60.2,-13.41,7777,0.132,14.33,1.75,2.34,0
2015-04-14,06:00:00,-7.73,-6.87,57.59,54.6,-14.94,7777,0.137,17.17,3.52,4.04,10.02
2015-04-14,07:00:00,-7.14,-7.42,48.51,47.77,-16.19,7777,0.136,52.86,7.72,8.46,80
2015-04-14,08:00:00,-5.6,-6.22,47.48,47.89,-15.19,7777,0.137,64.42,7.36,9.29,187.1
2015-04-14,09:00:00,-4.34,-5.04,44.99,45.06,-14.28,7777,0.138,61.76,6.41,8.91,301.3
2015-04-14,10:00:00,-2.96,-4.01,41.62,43.15,-14.2,7777,0.135,40.3,9.58,9.58,407.2
2015-04-14,11:00:00,-2.95,-3.94,46,47.36,-12.58,7777,0.125,45.26,10.97,13.69,493.2
2015-04-14,12:00:00,-3.08,-4.06,49.63,50.89,-12.14,7777,0.115,47.19,9.97,12.04,552.5
2015-04-14,13:00:00,-2.55,-3.44,40.87,42.06,-13.49,7777,0.128,52.26,6.6,11.42,578.5
2015-04-14,14:00:00,-1.37,-2.97,32.35,34.25,-15.58,7777,0.126,45.65,7.43,8.12,549
2015-04-14,15:00:00,-2.56,-3.49,36.09,35.41,-15.65,7777,0.129,57.41,6.72,9.02,339.3
2015-04-14,16:00:00,-3.03,-3.63,37.85,37.21,-15.8,7777,0.127,38.9,6.33,7.76,237.8
2015-04-14,17:00:00,-2.83,-3.4,35.31,35.65,-15.93,7777,0.129,-5.69,1.88,7.52,177
2015-04-14,18:00:00,-3.28,-3.46,39.28,37.42,-15.74,7777,0.128,69.66,4.02,5.07,114.3
2015-04-14,19:00:00,-4.81,-4.51,41.8,39.65,-15.8,7777,0.124,32.4,2.23,6.09,65.5
2015-04-14,20:00:00,-5.56,-4.99,42.69,39.26,-16.82,7777,0.125,52.08,3,3.71,21.22
2015-04-14,21:00:00,-6.31,-5.28,39.91,35.59,-17.87,7777,0.121,76.2,1.46,4.2,0.44
2015-04-14,22:00:00,-6.04,-5.13,34.65,30.6,-19.16,7777,0.124,36.8,2.18,3.12,0
2015-04-14,23:00:00,-6.18,-5.2,38.18,33.94,-18.42,7777,0.128,2.8,2.96,4.59,0
2015-04-15,00:00:00,-5.82,-4.98,36.52,32.61,-18.86,7777,0.125,354.5,2.07,2.99,0
2015-04-15,01:00:00,-5.52,-4.38,31.08,27.96,-20.32,7777,0.121,11.43,0.75,2.65,0
2015-04-15,02:00:00,-5.95,-4.82,29.55,26.67,-20.89,7777,0.123,84.1,0,2.39,0
2015-04-15,03:00:00,-5.88,-5,30.17,27.28,-20.55,7777,0.124,11.1,1.44,2.09,0
2015-04-15,04:00:00,-5.93,-4.84,31.36,28.5,-20.72,7777,0.12,13.94,0.99,1.74,0
2015-04-15,05:00:00,-6.64,-5.49,30.58,27.21,-21.21,7777,0.116,51.67,2.59,3.77,0
2015-04-15,06:00:00,-5.69,-4.67,28.77,25.07,-21.29,7777,0.128,41,2.58,3.45,12.14
2015-04-15,07:00:00,-4.54,-4.5,37.06,35.53,-17.38,7777,0.125,40.22,4.55,5.27,79.54
2015-04-15,08:00:00,-2.65,-2.61,36.44,35.14,-15.4,7777,0.127,40.78,1.01,6.19,158
2015-04-15,09:00:00,-0.57,-1.37,33.23,33,-14.91,0,0.123,141.3,0,3.56,358.7
2015-04-15,10:00:00,1.41,0.32,31.46,33.15,-13.77,0,0.121,42.49,2.79,3.43,428.8
2015-04-15,11:00:00,0.65,-0.83,33.49,35.69,-13.11,0,0.122,52.46,9.9,9.9,370
2015-04-15,12:00:00,1.34,-0.06,39.56,41.66,-10.89,0,0.096,35.65,8.22,11.46,588.2
2015-04-15,13:00:00,1.37,0,43.84,45.74,-9.6,0,0.086,52.71,10.55,11.64,564.9
2015-04-15,14:00:00,1.7,0.26,45.06,47.34,-8.87,0,0.081,50.25,9.89,11.24,576.1
2015-04-15,15:00:00,0.3,-0.21,49.92,49.58,-9.08,0,0.087,56.38,9.2,10.41,239.2
2015-04-15,16:00:00,1.25,0.5,51.34,52.6,-7.77,0,0.082,44.86,4.31,9.2,294.2
2015-04-15,17:00:00,0.93,0.29,53.55,54.36,-7.37,0,0.083,45.87,5.32,7.86,213.6
2015-04-15,18:00:00,-0.24,-0.56,57.35,57.35,-7.7,0,0.083,47.23,6.07,6.95,126.1
2015-04-15,19:00:00,-1.39,-1.34,59.4,57.46,-8.29,7777,0.083,41.45,4.21,7.6,56.44
2015-04-15,20:00:00,-2.17,-1.97,58.66,56.66,-9.01,7777,0.083,28.44,4.15,5.17,22.16
2015-04-15,21:00:00,-2.73,-2.43,61.48,59.28,-9.02,7777,0.082,53.85,5.09,6.01,4.19
2015-04-15,22:00:00,-3.38,-2.99,62.3,59.42,-9.44,7777,0.08,60.41,6.07,6.4,0
2015-04-15,23:00:00,-3.54,-3.08,62.78,59.75,-9.66,7777,0.082,64.75,5.23,6.42,0
2015-04-16,00:00:00,-3.53,-2.8,58.36,55.27,-10.5,7777,0.082,28.11,3.14,5.05,0
2015-04-16,01:00:00,-3.76,-2.92,59.28,55.85,-10.34,7777,0.081,52.99,2.29,4.87,0
2015-04-16,02:00:00,-3.94,-3.23,59.28,55.72,-10.67,7777,0.087,51.01,4.73,4.98,0
2015-04-16,03:00:00,-2.29,-1.82,58.2,54.84,-9.73,7777,0.081,54.57,6.57,8.92,0
2015-04-16,04:00:00,-3.04,-2.64,60.06,57.72,-9.73,7777,0.075,44.88,5.86,7.2,0
2015-04-16,05:00:00,-3.29,-2.94,63.87,61.14,-9,7777,0.065,47.1,7.06,9.02,0
2015-04-16,06:00:00,-1.37,-1.06,61.01,57.75,-7.85,7777,0.046,64.5,7.4,11.39,10.14
2015-04-16,07:00:00,-0.71,-0.53,57.64,55.47,-7.94,0,0.053,43.96,8.24,11.88,56.94
2015-04-16,08:00:00,-0.14,-0.2,57.33,55.77,-7.56,0,0.049,79.86,6.72,10.11,147.4
2015-04-16,09:00:00,0.33,0.05,56.48,55.63,-7.32,0,0.048,56.05,6.93,9.72,222.5
2015-04-16,10:00:00,0.97,0.45,54.06,54.3,-7.71,0,0.047,42.26,12.27,13.55,254.7
2015-04-16,11:00:00,0.57,-0.11,63.6,62.68,-5.35,0,0.044,51.22,18.88,19.03,514.9
2015-04-16,12:00:00,-0.16,-0.14,73.09,66.37,-4.17,0,0.051,40.62,18.87,19.77,652.9
2015-04-16,13:00:00,-0.48,-0.32,74.09,68.39,-4.56,0,0.053,37.93,16.25,19.28,435.9
2015-04-16,14:00:00,0.41,0.48,70.02,64.99,-4.35,0,0.051,29.15,14.58,17.93,606.7
2015-04-16,15:00:00,0.53,0.45,74.4,70.48,-3.82,0,0.048,49.72,12.09,15.02,581.9
2015-04-16,16:00:00,0.59,0.53,71.19,68.3,-3.94,0,0.053,44.28,15.47,16.37,476.2
2015-04-16,17:00:00,0.53,0.84,68.82,61.89,-4.43,0,0.054,57.87,13.97,18.06,281.6
2015-04-16,18:00:00,0.46,0.79,66.25,60.2,-5.11,0,0.051,46.75,18.12,18.12,178.9
2015-04-16,19:00:00,0.51,0.88,60.41,54.58,-6.46,0,0.051,46.55,15.21,18.88,110.4
2015-04-16,20:00:00,0.11,0.46,60.31,55.86,-6.92,0,0.054,23.08,10.75,15.92,35.56
2015-04-16,21:00:00,-0.34,-0.02,56.82,53.22,-7.73,0,0.051,46.99,16.02,18.31,0.44
2015-04-16,22:00:00,-0.77,-0.49,59.3,55.8,-7.7,0,0.049,39.71,16.66,18.23,0
2015-04-16,23:00:00,-1.18,-0.93,58.66,55.77,-7.81,7777,0.05,56.59,9.97,16.41,0
2015-04-17,00:00:00,-1.7,-1.43,59.74,56.86,-8.3,7777,0.051,43,6,16.36,0
2015-04-17,01:00:00,-1.87,-1.58,52.48,49.53,-10.26,7777,0.048,57.56,8.82,11.27,0
2015-04-17,02:00:00,-2.16,-1.92,54.46,51.57,-10.22,7777,0.043,54.43,15.65,18.29,0
2015-04-17,03:00:00,-2.51,-2.29,57.28,54.46,-9.86,7777,0.043,45.99,15.34,18.62,0
2015-04-17,04:00:00,-2.73,-2.48,57.55,54.77,-9.94,7777,0.042,43.77,18.78,18.78,0
2015-04-17,05:00:00,-2.82,-2.58,58.84,56.09,-9.75,7777,0.033,46.43,19.53,21.5,0
2015-04-17,06:00:00,-2.83,-2.58,56.46,53.47,-10.18,7777,0.039,41.75,20.34,22.91,8.09
2015-04-17,07:00:00,-2.84,-2.64,57.24,54.9,-10.13,7777,0.037,45.85,20.26,21.62,40.87
2015-04-17,08:00:00,-2.68,-2.57,55.34,53.13,-10.16,7777,0.038,37.46,18.5,21.53,104.3
2015-04-17,09:00:00,-2.31,-2.3,53.81,51.98,-10.4,7777,0.046,24.01,17.85,21.9,166.5
2015-04-17,10:00:00,-1.51,-1.86,53.1,52.11,-9.86,7777,0.037,48.25,17.67,21.43,388.2
2015-04-17,11:00:00,-0.68,-1.48,52.78,53.25,-9.21,0,0.039,45.59,16.65,19.86,680.9
2015-04-17,12:00:00,-0.72,-1.42,53.93,52.91,-8.95,0,0.034,56.29,17.89,21.76,661.3
2015-04-17,13:00:00,-2.24,-2.13,71.26,67.68,-6.36,7777,0.03,28.77,21.68,24.53,565.1
2015-04-17,14:00:00,-2.04,-1.67,74.2,67.26,-6.71,7777,0.041,54.76,16.69,23,527.8
2015-04-17,15:00:00,-0.79,-0.56,62.45,55.67,-7.61,0,0.045,55.86,12.58,16.48,524.8
2015-04-17,16:00:00,-0.45,-0.25,50.33,45.04,-9.61,0,0.045,65.78,13.19,16.61,434.2
2015-04-17,17:00:00,-0.73,-0.6,52.74,48.94,-9.74,0,0.045,40.87,12.57,15.04,303.5
2015-04-17,18:00:00,-1.16,-0.97,47.45,43.92,-10.98,7777,0.044,45.45,13.09,18.35,168
2015-04-17,19:00:00,-1.55,-1.34,46.74,43.38,-11.34,7777,0.041,57.07,14.15,17.01,136.1
2015-04-17,20:00:00,-2.23,-2,49.12,46.3,-11.32,7777,0.04,24.44,14.66,19.37,37.4
2015-04-17,21:00:00,-2.5,-2.27,51.23,48.45,-11.11,7777,0.042,58.24,12.43,19.27,2.52
2015-04-17,22:00:00,-2.49,-2.25,50.99,48.45,-11.34,7777,0.04,42.23,15.1,17.26,0
2015-04-17,23:00:00,-2.49,-2.27,48.28,45.84,-11.72,7777,0.044,23.19,10.82,19.63,0
2015-04-18,00:00:00,-2.63,-2.39,46.68,43.97,-12.32,7777,0.039,46.04,14.35,16.74,0
2015-04-18,01:00:00,-2.58,-2.37,49.94,47.77,-11.71,7777,0.04,45.12,14.06,21.68,0
