Date,Time_UTC,avgAT_C_1m,avgAT_C_2m,avgRH_1m,avgRH_2m,avgDP_C,totalPPT_mm.hr,sampleSnowDepth_m,sampleWD_Deg,sampleWS_m.s,maxWS_m.s,avgSolarRad_W.m2
2016-01-09,20:00:00,-1.96,-1.69,45.93,48.61,-12.59,7777,0.081,37.79,14.17,16.76,NAN
2016-01-09,21:00:00,-2.45,-2.18,50.51,49.77,-11.76,7777,0.095,42.08,13.28,15.79,NAN
2016-01-09,22:00:00,-2.12,-1.85,42.2,45.22,-13.15,7777,0.086,13.84,16.86,18.35,NAN
2016-01-09,23:00:00,-2.3,-2.05,41.42,46.92,-13.53,7777,0.092,67.2,11.57,16.94,NAN
2016-01-10,00:00:00,-1.86,-1.6,42.74,47.05,-12.65,7777,0.088,52.3,15.83,18.75,NAN
2016-01-10,01:00:00,-2.08,-1.81,46.47,47.46,-11.99,7777,0.093,44.78,14.72,16.58,NAN
2016-01-10,02:00:00,-1.66,-1.42,44.27,47.19,-12.46,7777,0.073,39.72,17.1,19.76,NAN
2016-01-10,03:00:00,-1.45,-1.22,42.57,47.35,-12.5,7777,0.087,51.23,14.89,18.37,NAN
2016-01-10,04:00:00,-1.58,-1.37,43.89,47.11,-12.21,7777,0.099,11.42,5.205,16.38,NAN
2016-01-10,05:00:00,-0.99,-0.74,40.67,47.05,-12.42,0,0.096,132.6,1.666,8.99,NAN
2016-01-10,06:00:00,-0.94,-0.55,39.78,47.66,-13.17,0,0.098,0.1,2.718,4.523,NAN
2016-01-10,07:00:00,-2.11,-1.69,40.63,48.34,-13.59,7777,0.099,283.1,1.086,4.382,NAN
2016-01-10,08:00:00,-2.31,-1.74,40.33,47.57,-14.06,7777,0.101,320.3,1.69,1.916,NAN
2016-01-10,09:00:00,-2.5,-1.79,41.15,47.02,-14.29,7777,0.097,57.37,1.627,3.66,NAN
2016-01-10,10:00:00,-2.3,-1.56,39.72,47.97,-14.21,7777,0.096,39.1,0.75,1.112,NAN
2016-01-10,11:00:00,-2.82,-1.99,43.15,48.45,-13.51,7777,0.098,53.22,2.613,3.123,NAN
2016-01-10,12:00:00,-2.46,-1.31,41.72,47.46,-13.44,7777,0.097,36.59,1.573,2.734,NAN
2016-01-10,13:00:00,-2.14,-1.35,41.93,48.04,-13.75,7777,0.101,328,0.002,3.201,NAN
2016-01-10,14:00:00,-1.91,-1.44,38.23,49.7,-14,7777,0.098,352.6,1.22,1.473,NAN
2016-01-10,15:00:00,-1.84,-1.38,38.26,49.74,-14.1,7777,0.1,311.4,1.726,2.251,NAN
2016-01-10,16:00:00,-2.76,-2.05,39.25,50.79,-14.7,7777,0.097,31.19,1.008,3.203,NAN
2016-01-10,17:00:00,-3.17,-2.3,40.54,50.69,-14.71,7777,0.097,320,1.888,1.888,NAN
2016-01-10,18:00:00,-2.61,-2.04,37.38,50.45,-15.04,7777,0.099,345.1,1.031,2.099,NAN
2016-01-10,19:00:00,-2.31,-1.6,37.79,50.52,-15.16,7777,0.097,123.8,0.007,1.148,NAN
2016-01-10,20:00:00,-3.18,-2.63,39.62,50.76,-14.66,7777,0.098,312.4,1.777,1.777,NAN
2016-01-10,21:00:00,-2.81,-2.02,38.78,49.74,-14.87,7777,0.1,242,0,1.824,NAN
2016-01-10,22:00:00,-2.87,-2.32,40.07,51.64,-14.32,7777,0.096,56.16,1.436,3.015,NAN
2016-01-10,23:00:00,-2.71,-2.31,41.73,49.87,-13.52,7777,0.098,27.43,1.107,2.53,NAN
2016-01-11,00:00:00,-2.14,-1.32,49.26,53.13,-12.05,7777,0.1,73.66,4.466,5.369,NAN
2016-01-11,01:00:00,-0.07,0.26,58.59,55.81,-6.84,0,0.099,44.34,7.905,8.38,NAN
2016-01-11,02:00:00,1.14,1.3,66.89,64.55,-4.21,0,0.098,51.13,7.763,9.34,NAN
2016-01-11,03:00:00,0.62,0.9,67.71,64.55,-3.61,0,0.1,61.35,2.406,8.23,NAN
2016-01-11,04:00:00,1.16,1.53,63.15,59.36,-4.81,0,0.099,64.81,1.241,4.054,NAN
2016-01-11,05:00:00,2.42,2.85,52.6,50.19,-6.74,0,0.099,11.95,3.061,7.383,NAN
2016-01-11,06:00:00,2.56,2.94,47.6,47.71,-7.5,0,0.099,41.77,4.24,7.484,NAN
2016-01-11,07:00:00,2.66,2.98,47.23,48.79,-7.46,0,0.097,20.52,9.41,11.37,NAN
2016-01-11,08:00:00,2.26,2.45,51.98,51.2,-6.75,0,0.098,53.04,9.9,13.06,NAN
2016-01-11,09:00:00,1.33,1.47,59.27,57.27,-5.72,0,0.088,57.96,13.5,14.3,NAN
2016-01-11,10:00:00,0.95,1.13,60.19,58.03,-5.92,0,0.09,49.25,14.31,14.58,NAN
2016-01-11,11:00:00,1.44,1.61,61.01,58.8,-5.2,0,0.094,41.92,11.02,14.58,NAN
2016-01-11,12:00:00,1.05,1.22,63.42,61.18,-5.14,0,0.094,61.77,11.06,13.07,NAN
2016-01-11,13:00:00,1.5,1.7,61.32,59.12,-5.27,0,0.091,59.17,12.34,15.09,NAN
2016-01-11,14:00:00,1.51,1.7,59.38,57,-5.56,0,0.095,60.37,12.03,14.61,NAN
2016-01-11,15:00:00,0.83,1.02,61.56,59.82,-6.15,0,0.1,40.43,3.435,12.78,NAN
2016-01-11,16:00:00,-2.95,-2.71,74.27,71.63,-7.62,7777,0.097,72.59,7.206,8.09,NAN
2016-01-11,17:00:00,-3.61,-3.16,72.24,70.35,-7.65,7777,0.1,256.8,1.001,7.058,NAN
2016-01-11,18:00:00,-3.91,-3.49,78.04,75.7,-7.54,7777,0.098,118.5,1.197,1.553,NAN
2016-01-11,19:00:00,-3.53,-3.06,73.47,70.45,-7.51,7777,0.101,280.6,1.418,1.9,NAN
