Date,Time_UTC,avgAT_C_1m,avgAT_C_2m,avgRH_1m,avgRH_2m,avgDP_C,totalPPT_mm.hr,sampleSnowDepth_m,sampleWD_Deg,sampleWS_m.s,maxWS_m.s
2013-01-01,00:00:00,-0.99,-0.8,49.57,48.21,-10.17,0,6999,39.96,13.03,14.68
2013-01-01,01:00:00,-1.07,-0.85,47.73,46,-10.69,7777,6999,22.46,8.83,14.15
2013-01-01,02:00:00,-0.69,-0.44,46.1,44.48,-10.91,0,6999,34.61,12.3,13.15
2013-01-01,03:00:00,-0.16,0.07,44.27,42.6,-10.88,0,6999,37.36,9.35,13.56
2013-01-01,04:00:00,-0.67,-0.46,48.54,46.95,-10.14,0,6999,54.37,8.55,15.3
2013-01-01,05:00:00,-1.4,-1.13,51.23,49.53,-10.21,7777,6999,65.42,8.68,11.82
2013-01-01,06:00:00,-1.02,-0.75,50.01,48.35,-10.05,7777,6999,48.45,7.04,10.77
2013-01-01,07:00:00,-1.41,-1.11,48.89,47.33,-10.54,7777,6999,254.6,2.39,6.87
2013-01-01,08:00:00,-0.99,-0.53,48.52,46,-10.7,0,6999,3.23,2.43,5.16
2013-01-01,09:00:00,-0.23,0.11,49.16,47.19,-9.79,0,6999,31.96,8.39,8.55
2013-01-01,10:00:00,0.21,0.48,52.24,50.71,-8.38,0,6999,43.67,7.28,7.94
2013-01-01,11:00:00,-0.62,-0.28,51.53,49.56,-9.08,0,6999,13.5,1.26,6.24
2013-01-01,12:00:00,-0.44,0.16,47.56,46,-10.48,0,6999,46.57,1.16,2.85
2013-01-01,13:00:00,-0.92,-0.47,60.02,57.28,-8.46,0,6999,32.64,3.93,4.6
2013-01-01,14:00:00,-1.88,-1.64,71.97,70.31,-6.33,7777,6999,56.89,5.11,6.42
2013-01-01,15:00:00,-1.48,-1.27,75.92,74.63,-5.24,7777,6999,54.67,6.98,8.41
2013-01-01,16:00:00,-1.65,-1.43,75.1,73.64,-5.58,7777,6999,41.8,4.9,6.92
2013-01-01,17:00:00,-2.36,-1.99,70.89,69.12,-6.6,7777,6999,49.51,1.72,4.92
2013-01-01,18:00:00,-2.65,-2.34,70.96,69.02,-7.08,7777,6999,53.95,3.61,5.48
2013-01-01,19:00:00,-2.42,-2.07,69.46,66.99,-7.32,7777,6999,55.78,5.57,7.48
2013-01-01,20:00:00,-2.73,-2.4,68.31,66.65,-7.79,7777,6999,39.77,4.87,6.16
2013-01-01,21:00:00,-1.95,-1.53,63.66,61.79,-8.37,7777,6999,54.33,6.87,9.06
2013-01-01,22:00:00,-1.13,-0.85,60.57,58.94,-7.82,7777,6999,41.85,9.07,9.07
2013-01-01,23:00:00,-1.21,-1.06,72.61,71.39,-5.55,7777,6999,53.42,10.37,12.45
2013-01-02,00:00:00,-1.86,-1.71,77.77,76.4,-4.64,7777,6999,41.94,12.11,14.63
2013-01-02,01:00:00,-1.8,-1.63,68.51,66.95,-6.96,7777,6999,40.54,11.86,19.2
2013-01-02,02:00:00,-3.9,-3.73,73.95,73.15,-8.25,7777,6999,54.67,19.13,21.71
2013-01-02,03:00:00,-4.29,-4.1,74.76,73.93,-8.1,7777,6999,61.05,14.09,21.05
2013-01-02,04:00:00,-3.69,-3.46,63.98,62.52,-9.49,7777,6999,39.78,17.93,20.14
2013-01-02,05:00:00,-3.62,-3.4,62.51,60.99,-9.79,7777,6999,51.16,18.24,22.23
2013-01-02,06:00:00,-3.51,-3.28,60.71,59.29,-9.97,7777,6999,43.29,15.68,21.92
2013-01-02,07:00:00,-3.72,-3.49,62.78,61.42,-9.99,7777,6999,53.9,16.27,18.07
2013-01-02,08:00:00,-3.92,-3.72,63.94,62.55,-9.66,7777,6999,51.16,17.42,18.58
2013-01-02,09:00:00,-3.92,-3.71,64.55,63.19,-9.54,7777,6999,44.51,14.42,18.73
2013-01-02,10:00:00,-3.7,-3.48,63.81,62.42,-9.76,7777,6999,54.58,16.61,18.42
2013-01-02,11:00:00,-3.49,-3.29,61.66,60.27,-9.81,7777,6999,52.41,15.69,19.52
2013-01-02,12:00:00,-3.36,-3.16,61.49,60.06,-9.65,7777,6999,48.16,15.4,17.24
2013-01-02,13:00:00,-3.3,-3.11,62.71,61.42,-9.43,7777,6999,49.99,16.12,17.02
2013-01-02,14:00:00,-3.26,-3.05,61.76,60.4,-9.49,7777,6999,56.94,12.34,16.56
2013-01-02,15:00:00,-3.4,-3.19,64.65,63.35,-9.09,7777,6999,57.8,12.57,15.52
2013-01-02,16:00:00,-3.47,-3.24,64,62.44,-9.32,7777,6999,52.84,7.72,15.53
2013-01-02,17:00:00,-3.34,-3.11,60.58,59.15,-9.96,7777,6999,44.4,13.84,15.58
2013-01-02,18:00:00,-3.46,-3.24,59.93,58.47,-9.99,7777,6999,47.29,12.81,17.14
2013-01-02,19:00:00,-3.49,-3.26,59.08,57.51,-10.35,7777,6999,50.43,14.13,16.2
2013-01-02,20:00:00,-3.52,-3.3,59.31,57.86,-10.42,7777,6999,56.16,15.62,18.37
2013-01-02,21:00:00,-3.77,-3.57,61.96,60.47,-9.97,7777,6999,50.09,14.12,19.74
2013-01-02,22:00:00,-3.92,-3.73,64.69,63.16,-9.62,7777,6999,47.49,12.98,14.47
2013-01-02,23:00:00,-3.9,-3.72,64.72,63.33,-9.55,7777,6999,53.86,16.51,16.51
2013-01-03,00:00:00,-3.44,-3.23,58.17,56.53,-10.43,7777,6999,44.74,18.64,19.8
2013-01-03,01:00:00,-3.41,-3.2,54.77,53.24,-11.15,7777,6999,45.8,16.41,21.31
2013-01-03,02:00:00,-3.56,-3.37,55.71,54.29,-11.2,7777,6999,50.28,14.91,19.45
2013-01-03,03:00:00,-3.78,-3.58,57.45,55.92,-11.08,7777,6999,50.43,19.64,20.19
2013-01-03,04:00:00,-3.7,-3.49,54.5,53.04,-11.6,7777,6999,53.85,19.73,21.03
2013-01-03,05:00:00,-3.74,-3.53,55.68,54.19,-11.13,7777,6999,45.51,18.39,21.14
2013-01-03,06:00:00,-3.53,-3.3,54.98,53.38,-11.24,7777,6999,46.43,18.1,20.33
2013-01-03,07:00:00,-3.42,-3.18,52.9,51.17,-11.6,7777,6999,42.13,19.2,22.12
2013-01-03,08:00:00,-3.59,-3.34,53.07,51.44,-11.79,7777,6999,57.57,20.77,22.68
2013-01-03,09:00:00,-3.46,-3.21,51.58,50.02,-12.03,7777,6999,47.68,21.82,23.12
2013-01-03,10:00:00,-3.05,-2.81,49.67,48.04,-12.15,7777,6999,54.67,17.71,20.31
2013-01-03,11:00:00,-2.83,-2.6,49.13,47.43,-12.12,7777,6999,52.5,16.19,20.82
2013-01-03,12:00:00,-2.29,-2.1,46.78,45.29,-12.14,7777,6999,53.42,15.85,18.6
2013-01-03,13:00:00,-2.18,-2.01,46.17,44.68,-12.17,7777,6999,53.03,21.33,21.44
2013-01-03,14:00:00,-2.33,-2.16,46.14,44.72,-12.41,7777,6999,65.76,14.34,21.61
2013-01-03,15:00:00,-2.33,-2.14,46.24,44.71,-12.38,7777,6999,53.9,16.34,17.79
2013-01-03,16:00:00,-2.4,-2.19,46.44,44.92,-12.39,7777,6999,39.44,9.71,16.67
2013-01-03,17:00:00,-2.28,-2.06,46.92,45.32,-12.14,7777,6999,37.27,12.14,15.18
2013-01-03,18:00:00,-2.42,-2.22,48.01,46.51,-11.94,7777,6999,40.5,13.61,14.92
2013-01-03,19:00:00,-2.94,-2.74,50.11,48.48,-11.79,7777,6999,40.74,15.3,15.3
2013-01-03,20:00:00,-3.25,-3.04,54.22,52.73,-11.08,7777,6999,33.12,13.43,17.42
2013-01-03,21:00:00,-3.17,-2.95,55.95,54.46,-10.66,7777,6999,39.05,11.68,14.42
2013-01-03,22:00:00,-2.79,-2.58,55.2,53.54,-10.51,7777,6999,41.8,14.82,16.78
2013-01-03,23:00:00,-2.45,-2.26,55.82,54.36,-10.1,7777,6999,55.05,12.55,15.54
2013-01-04,00:00:00,-2.22,-2.02,55.14,53.61,-10.01,7777,6999,38.33,11.9,14.26
2013-01-04,01:00:00,-2.1,-1.89,51.44,50.04,-10.87,7777,6999,38.57,12.6,14.55
2013-01-04,02:00:00,-2.2,-1.99,49.23,47.64,-11.35,7777,6999,47.97,11.43,14.37
2013-01-04,03:00:00,-2.73,-2.48,49.87,48.18,-11.78,7777,6999,37.31,12.43,14.4
2013-01-04,04:00:00,-2.98,-2.73,49.98,48.38,-11.97,7777,6999,50.28,15.48,16.81
2013-01-04,05:00:00,-3.4,-3.15,52.11,50.52,-11.95,7777,6999,48.5,14.56,17.2
2013-01-04,06:00:00,-3.35,-3.13,54.76,53.34,-11.15,7777,6999,53.7,16.43,19.02
2013-01-04,07:00:00,-3.31,-3.11,54.9,53.47,-11.07,7777,6999,52.55,13.37,16.14
2013-01-04,08:00:00,-3.15,-2.96,54.39,52.9,-11.13,7777,6999,44.88,12.73,16.23
2013-01-04,09:00:00,-3.08,-2.89,53.58,52.15,-11.17,7777,6999,58.91,8.57,16.43
2013-01-04,10:00:00,-2.94,-2.75,52.32,50.79,-11.36,7777,6999,44.11,12.91,16.47
2013-01-04,11:00:00,-2.64,-2.46,49.91,48.21,-11.27,7777,6999,38.9,12.94,14.56
2013-01-04,12:00:00,-2.58,-2.41,53.34,51.81,-10.81,7777,6999,53.85,12.19,15.12
2013-01-04,13:00:00,-2.6,-2.48,55.95,54.77,-10.03,7777,6999,42.52,12.76,16.22
2013-01-04,14:00:00,-3.01,-2.89,58.87,57.75,-9.83,7777,6999,54.24,13.98,16.06
2013-01-04,15:00:00,-3.53,-3.32,61.04,59.72,-9.89,7777,6999,54.33,14.69,17.12
2013-01-04,16:00:00,-3.85,-3.63,63.19,61.79,-9.82,7777,6999,49.09,18.18,18.31
2013-01-04,17:00:00,-3.66,-3.42,60.89,59.36,-10.08,7777,6999,49.52,18.14,19.09
2013-01-04,18:00:00,-3.43,-3.19,60.78,59.35,-9.91,7777,6999,46.09,15.44,18.6
2013-01-04,19:00:00,-3.8,-3.54,61.9,60.34,-10.01,7777,6999,57.04,11.33,18.09
2013-01-04,20:00:00,-3.88,-3.57,59.6,57.97,-10.31,7777,6999,34.58,8.52,12.71
2013-01-04,21:00:00,-3.63,-3.37,61.34,59.81,-9.96,7777,6999,45.09,10.69,12.34
2013-01-04,22:00:00,-3.54,-3.3,60.72,59.29,-10.01,7777,6999,56.17,9.64,13.93
2013-01-04,23:00:00,-3.75,-3.45,58.27,56.44,-10.52,7777,6999,45.66,5.45,10.41
2013-01-05,00:00:00,-4.43,-3.73,60.66,58.01,-10.74,7777,6999,74.12,4.02,6.01
2013-01-05,01:00:00,-5.02,-4.17,63.38,59.91,-10.56,7777,6999,69.64,5.8,6.24
2013-01-05,02:00:00,-3.63,-3.29,63.71,62.05,-9.48,7777,6999,71.23,7.02,7.99
2013-01-05,03:00:00,-3.19,-2.9,61.47,59.57,-9.69,7777,6999,56.46,8.5,8.64
2013-01-05,04:00:00,-4.08,-3.88,67.98,66.56,-8.65,7777,6999,20.59,3.77,8.72
2013-01-05,05:00:00,-3.32,-3.04,64.02,62.89,-9.44,7777,6999,20.06,3.27,5.32
2013-01-05,06:00:00,-4.14,-3.7,64.09,61.54,-10.02,7777,6999,52.86,5.63,5.68
2013-01-05,07:00:00,-4.5,-4.14,66.26,64.22,-9.86,7777,6999,19,3.54,7.87
2013-01-05,08:00:00,-4.51,-3.9,62.8,60.52,-10.51,7777,6999,53.19,5.88,5.88
2013-01-05,09:00:00,-4.45,-4.12,63.21,61.64,-10.16,7777,6999,15.63,3.87,7.81
2013-01-05,10:00:00,-4.01,-3.7,55.46,54.07,-11.3,7777,6999,36.51,2.01,4.78
2013-01-05,11:00:00,-2.94,-2.64,52.98,51.04,-11.78,7777,6999,341.4,1.72,4.69
2013-01-05,12:00:00,-5.67,-4.8,59.74,55.7,-12.32,7777,6999,43.55,2.6,3.37
2013-01-05,13:00:00,-3.97,-3.63,60.93,59.06,-9.7,7777,6999,344.5,1.6,7.02
2013-01-05,14:00:00,-3.37,-2.95,57.09,54.51,-10.9,7777,6999,24.06,0.84,2.8
2013-01-05,15:00:00,-2.99,-2.65,61.06,59.09,-8.71,7777,6999,53.28,4.45,5.23
2013-01-05,16:00:00,-2.92,-2.6,69.34,67.6,-7.77,7777,6999,55.3,6.96,6.96
2013-01-05,17:00:00,-1.75,-1.49,69.77,68.14,-6.75,7777,6999,47,7.84,9.18
2013-01-05,18:00:00,-1.35,-1.09,69.57,67.94,-6.2,7777,6999,47.63,7.85,9.82
2013-01-05,19:00:00,-1.18,-0.97,70.28,68.99,-5.92,7777,6999,28.93,9.58,10.68
2013-01-05,20:00:00,-1.14,-0.95,71.5,70.25,-5.6,7777,6999,50.09,11.76,14.14
2013-01-05,21:00:00,-1.06,-0.88,71.26,69.97,-5.62,7777,6999,48.06,7.54,14.07
2013-01-05,22:00:00,-0.6,-0.38,63.69,62.23,-6.61,0,6999,25.45,7.41,10.5
2013-01-05,23:00:00,-0.11,0.11,59.64,58.18,-7.08,0,6999,34.99,8.62,9.98
2013-01-06,00:00:00,-0.21,0.01,60.83,59.33,-6.9,0,6999,60.49,10.94,10.94
2013-01-06,01:00:00,-0.28,-0.1,65.04,63.82,-6.03,0,6999,37.79,6.83,12.33
2013-01-06,02:00:00,-0.37,-0.2,70.85,69.69,-5.76,0,6999,58.71,11.76,13.05
2013-01-06,03:00:00,-1.22,-1.06,75.28,74.12,-4.7,7777,6999,50.9,16.06,17.9
2013-01-06,04:00:00,-1.44,-1.27,72.47,71.23,-5.68,7777,6999,59.73,14.86,19.89
2013-01-06,05:00:00,-1.47,-1.3,61.9,60.44,-7.61,7777,6999,53.22,10.24,17.53
2013-01-06,06:00:00,-2.02,-1.84,57.68,56.29,-9.24,7777,6999,39,13.43,14.99
2013-01-06,07:00:00,-2.17,-1.98,54.66,53.31,-10.12,7777,6999,44.06,14.22,15.35
2013-01-06,08:00:00,-2.35,-2.18,56.02,54.7,-10.07,7777,6999,53.99,11.37,14.11
2013-01-06,09:00:00,-2.34,-2.15,53.44,52.11,-10.38,7777,6999,55.87,9.76,14.75
2013-01-06,10:00:00,-2.29,-2.1,52.01,50.52,-10.8,7777,6999,44.01,10.29,13.64
2013-01-06,11:00:00,-2.36,-2.18,51.2,49.84,-11.13,7777,6999,44.21,11.44,11.88
2013-01-06,12:00:00,-2.7,-2.5,52.12,50.79,-11.28,7777,6999,54.86,10.04,13.32
2013-01-06,13:00:00,-2.96,-2.71,50.35,48.89,-11.8,7777,6999,33.36,12.55,14.02
2013-01-06,14:00:00,-2.84,-2.65,51.13,49.84,-11.63,7777,6999,47.78,10.99,13.01
2013-01-06,15:00:00,-2.97,-2.7,46.95,45.43,-12.34,7777,6999,55.78,11.91,14.98
2013-01-06,16:00:00,-3.2,-2.92,47.84,46.31,-12.71,7777,6999,37.36,8.44,12.81
2013-01-06,17:00:00,-3.5,-3.16,48.55,46.72,-12.81,7777,6999,39.2,8.58,9.93
2013-01-06,18:00:00,-3.26,-2.92,47.17,45.51,-12.88,7777,6999,37.56,8.56,11.28
2013-01-06,19:00:00,-3.43,-3.09,47.95,46.32,-12.76,7777,6999,34.91,8.9,9.66
2013-01-06,20:00:00,-3.69,-3.39,51.31,50.02,-12.57,7777,6999,56.18,6.6,9.66
2013-01-06,21:00:00,-3.7,-3.41,52,50.27,-12.15,7777,6999,53.96,4.67,7.9
2013-01-06,22:00:00,-3.93,-3.68,58.99,57.39,-10.88,7777,6999,38.67,6.53,8.05
2013-01-06,23:00:00,-5.35,-5.1,69.48,68.23,-9.83,7777,6999,31.2,4.32,6.87
2013-01-07,00:00:00,-5.36,-4.37,63.96,60.42,-11.36,7777,6999,62.94,3.56,5.08
2013-01-07,01:00:00,-5.79,-4.75,57.54,53.37,-12.24,7777,6999,81.7,4.52,5.11
2013-01-07,02:00:00,-5.81,-4.8,58.32,55.1,-12.74,7777,6999,28.07,1.69,4.82
2013-01-07,03:00:00,-3.07,-2.6,50.47,48.47,-12.24,7777,6999,49.67,9.96,12.79
2013-01-07,04:00:00,-2.58,-2.33,52.97,51.61,-10.6,7777,6999,34.61,7.2,10.97
2013-01-07,05:00:00,-2.64,-2.42,55.27,53.88,-10.35,7777,6999,55.59,9.87,10.28
2013-01-07,06:00:00,-3,-2.78,56.46,55,-10.41,7777,6999,53.56,13.55,15.12
2013-01-07,07:00:00,-3.55,-3.3,53.88,52.42,-11.11,7777,6999,46.96,12.85,14.4
2013-01-07,08:00:00,-3.52,-3.25,50.83,49.2,-12.14,7777,6999,63.69,11.69,14.55
2013-01-07,09:00:00,-3.56,-3.28,53.99,52.37,-11.55,7777,6999,56.27,12.96,16.34
2013-01-07,10:00:00,-3.57,-3.28,52.77,51.11,-11.84,7777,6999,53.09,10.86,14.5
2013-01-07,11:00:00,-3.64,-3.37,52.95,51.38,-11.94,7777,6999,54.73,6.76,13.88
2013-01-07,12:00:00,-3.59,-3.31,54.1,52.64,-11.54,7777,6999,39.16,10,12.34
2013-01-07,13:00:00,-3.14,-3,53.42,52.4,-11.16,7777,6999,28.54,13.92,13.92
2013-01-07,14:00:00,-2.82,-2.71,52.83,51.84,-11.04,7777,6999,42.71,12.42,13.86
2013-01-07,15:00:00,-2.83,-2.64,53.37,51.95,-10.91,7777,6999,35.48,11.35,14
2013-01-07,16:00:00,-2.93,-2.72,53.14,51.68,-11.15,7777,6999,41.85,11.17,12.84
2013-01-07,17:00:00,-2.99,-2.76,52.56,51.13,-11.36,7777,6999,41.36,8.62,12.75
2013-01-07,18:00:00,-3.08,-2.83,50.08,48.58,-11.97,7777,6999,53.9,8.51,10.22
2013-01-07,19:00:00,-3.4,-3.11,51.17,49.54,-12.04,7777,6999,51.63,8.99,10.8
2013-01-07,20:00:00,-3.81,-3.52,52.09,50.5,-12.23,7777,6999,43.55,10.07,11.85
2013-01-07,21:00:00,-4.04,-3.74,52.06,50.36,-12.41,7777,6999,50.35,9.86,12.09
2013-01-07,22:00:00,-3.89,-3.57,49.62,47.89,-12.79,7777,6999,41.67,9.3,12.09
2013-01-07,23:00:00,-4.05,-3.74,49.76,48.03,-12.95,7777,6999,55.51,8.93,10.53
2013-01-08,00:00:00,-4.46,-4.14,51.69,50.03,-12.88,7777,6999,67.56,7.86,9.7
2013-01-08,01:00:00,-4.98,-4.64,54.71,52.81,-12.99,7777,6999,78.7,5.88,8.92
2013-01-08,02:00:00,-7.45,-7.07,59.92,57.98,-13.74,7777,6999,89.1,5.82,6.6
2013-01-08,03:00:00,-7.92,-7.56,61.02,59.25,-14.11,7777,6999,70.43,6.27,7.77
2013-01-08,04:00:00,-7.73,-7.34,60.3,58.33,-14.09,7777,6999,65.9,4.11,7.16
2013-01-08,05:00:00,-8.06,-7.68,61.36,59.83,-14.22,7777,6999,77.57,0,4.17
2013-01-08,06:00:00,-7.99,-7.56,59.01,57.35,-14.64,7777,6999,189.7,0.15,1.36
2013-01-08,07:00:00,-9.81,-8.79,64.73,62.46,-15.26,7777,6999,117.9,1.31,1.89
2013-01-08,08:00:00,-11.61,-10.67,71.85,69.33,-15.77,7777,6999,84.9,2.95,3.02
2013-01-08,09:00:00,-13.65,-13.54,83.92,83.11,-15.4,7777,6999,74.28,2.21,3.85
2013-01-08,10:00:00,-16.09,-15.93,84.3,82.9,-18.24,7777,6999,252.7,0.76,2.82
2013-01-08,11:00:00,-16.16,-16.08,82.4,81.25,-18.47,7777,6999,298.8,1.75,2.34
2013-01-08,12:00:00,-15.54,-15.46,81.75,81.45,-17.91,7777,6999,296.9,1.41,1.99
2013-01-08,13:00:00,-15.17,-15.07,82.3,81.95,-17.51,7777,6999,276.2,1.51,2.39
2013-01-08,14:00:00,-14.99,-14.91,82.45,82.1,-17.31,7777,6999,245,1.35,1.63
2013-01-08,15:00:00,-14.92,-14.72,82.5,82.15,-17.23,7777,6999,289.1,0.16,1.54
2013-01-08,16:00:00,-15.45,-15.27,81.75,81.5,-17.83,7777,6999,282.7,0.23,0.98
2013-01-08,17:00:00,-17.09,-16.89,80.4,80.25,-19.71,7777,6999,264.7,0.89,1.43
2013-01-08,18:00:00,-17.6,-17.42,79.65,79.37,-20.28,7777,6999,272.6,1.33,1.47
2013-01-08,19:00:00,-18.06,-17.95,79.18,78.91,-20.81,7777,6999,293.5,1.73,1.79
2013-01-08,20:00:00,-17.44,-17.34,79.57,79.42,-20.1,7777,6999,271.7,2.74,3.29
2013-01-08,21:00:00,-17.31,-17.15,79.8,79.59,-19.96,7777,6999,308.4,1.47,2.72
2013-01-08,22:00:00,-17.36,-17.2,79.79,79.65,-20.01,7777,6999,239,0.57,1.81
2013-01-08,23:00:00,-16.81,-16.71,80.55,80.18,-19.38,7777,6999,285.9,1.16,1.58
2013-01-09,00:00:00,-16.85,-16.73,80.45,80.14,-19.42,7777,6999,280.5,1.21,1.63
2013-01-09,01:00:00,-16.86,-16.74,80.45,80.15,-19.43,7777,6999,262.8,0.6,2.13
2013-01-09,02:00:00,-16.95,-16.82,80.55,80.21,-19.53,7777,6999,265.2,0.83,1.54
2013-01-09,03:00:00,-16.99,-16.86,80.35,80.01,-19.58,7777,6999,279.5,0.72,1.33
2013-01-09,04:00:00,-16.11,-16.05,81.5,81.1,-18.55,7777,6999,316.5,1.67,2.17
2013-01-09,05:00:00,-15.58,-15.45,81.7,81.55,-17.97,7777,6999,315.3,1.93,2.4
2013-01-09,06:00:00,-15.83,-15.7,81.4,81.2,-18.25,7777,6999,304.1,1.75,2.24
2013-01-09,07:00:00,-16.52,-16.33,80.79,80.64,-19.05,7777,6999,107.4,0,1.86
2013-01-09,08:00:00,-17.86,-16.57,78.48,80.57,-20.56,7777,6999,57.23,2.91,2.91
2013-01-09,09:00:00,-17.58,-16.44,80.25,80.98,-20.23,7777,6999,59.55,0.82,2.89
2013-01-09,10:00:00,-17.1,-16.36,80.12,80.6,-19.7,7777,6999,82.3,0.31,0.71
2013-01-09,11:00:00,-17.34,-16.54,79.62,80.18,-19.95,7777,6999,345,0.64,0.86
2013-01-09,12:00:00,-17.3,-16.54,79.62,79.74,-19.94,7777,6999,9.95,0.27,0.92
2013-01-09,13:00:00,-15.6,-14.89,79.55,80.4,-18.21,7777,6999,90.4,0.16,1.56
2013-01-09,14:00:00,-14.71,-14.04,79.55,81.26,-17.4,7777,6999,345.8,0.61,2.41
2013-01-09,15:00:00,-16.2,-15.05,76.95,80.11,-19.06,7777,6999,51.18,1.11,1.78
2013-01-09,16:00:00,-16.34,-15.05,77.76,78.66,-19.28,7777,6999,16.47,1.05,1.95
2013-01-09,17:00:00,-15.71,-14.51,75.75,76.46,-19.06,7777,6999,43.52,0.25,2.09
2013-01-09,18:00:00,-14.22,-13.16,72.46,70.1,-18,7777,6999,54.18,2.52,2.53
2013-01-09,19:00:00,-14.73,-13.45,74.13,71.03,-18.4,7777,6999,234.8,0.11,3.07
2013-01-09,20:00:00,-13.6,-12.44,74.31,67.6,-17.16,7777,6999,300.7,1.41,2
2013-01-09,21:00:00,-10.36,-9.85,67.94,61.43,-15.58,7777,6999,46.1,6.48,7.63
2013-01-09,22:00:00,-9.26,-8.91,55.51,51.23,-16.51,7777,6999,259.5,1.27,7.9
2013-01-09,23:00:00,-9.06,-8.7,53.53,51.63,-16.71,7777,6999,103.7,0.64,3.23
2013-01-10,00:00:00,-7.05,-6.66,48.53,45.8,-16.21,7777,6999,26.77,4.8,12.14
2013-01-10,01:00:00,-5.22,-4.83,42.74,38.9,-16.22,7777,6999,56.24,12.66,14.36
2013-01-10,02:00:00,-4.98,-4.62,42.42,38.93,-15.57,7777,6999,54.78,17.24,20.04
2013-01-10,03:00:00,-4.77,-4.49,43.23,41.03,-15.46,7777,6999,59.85,17.11,21.02
2013-01-10,04:00:00,-4.74,-4.48,44.63,42.39,-14.91,7777,6999,45.33,19.19,21.11
2013-01-10,05:00:00,-4.83,-4.61,46.83,44.8,-14.43,7777,6999,48.61,17.56,20.33
2013-01-10,06:00:00,-5.24,-5.02,48.3,46.5,-14.39,7777,6999,50.44,17.45,20.13
2013-01-10,07:00:00,-5.73,-5.53,51.59,49.92,-14.06,7777,6999,63.32,11.67,20.32
2013-01-10,08:00:00,-5.73,-5.51,53.12,51.52,-13.76,7777,6999,53,9.26,15.54
2013-01-10,09:00:00,-5.89,-5.71,55.15,53.49,-13.48,7777,6999,81.9,7.16,10.33
2013-01-10,10:00:00,-7.76,-7.61,63.89,62.43,-13.06,7777,6999,73.32,6.38,8.46
2013-01-10,11:00:00,-7.4,-7.21,63.87,62.48,-13.04,7777,6999,73.95,7.75,7.75
2013-01-10,12:00:00,-6.19,-5.98,60.09,58.63,-13.14,7777,6999,51.71,7.49,8.98
2013-01-10,13:00:00,-4.77,-4.59,52.71,51.15,-13,7777,6999,48.13,9.2,11.23
2013-01-10,14:00:00,-4.47,-4.59,49.08,48.43,-13.55,7777,6999,48.66,7.77,9.51
2013-01-10,15:00:00,-5.35,-5.27,49.79,49.05,-14.2,7777,6999,49.91,5.42,9.57
2013-01-10,16:00:00,-6.1,-5.79,51.97,50.13,-14.49,7777,6999,55.52,7.43,10.51
2013-01-10,17:00:00,-6.89,-6.54,54.15,52.31,-14.62,7777,6999,62.95,5.66,9.15
2013-01-10,18:00:00,-7.3,-6.88,55.99,54.26,-14.66,7777,6999,74.63,5.5,8.68
2013-01-10,19:00:00,-6.57,-6.22,55.04,53.27,-14.46,7777,6999,49.74,7.98,11.04
2013-01-10,20:00:00,-6.85,-6.5,50.69,49.36,-15.2,7777,6999,61.75,5.43,9.39
2013-01-10,21:00:00,-6.73,-6.37,48.45,46.75,-16.02,7777,6999,54.47,8.34,9.47
2013-01-10,22:00:00,-6,-5.63,45.01,43.18,-16.1,7777,6999,43.7,7.94,10.66
2013-01-10,23:00:00,-6.7,-6.28,43.04,41.79,-17.08,7777,6999,47.95,1.59,9.19
2013-01-11,00:00:00,-7.02,-6.59,43.42,42.43,-17.41,7777,6999,31.65,9.59,9.59
2013-01-11,01:00:00,-4.44,-4.08,44.03,42.23,-14.84,7777,6999,52,12.45,14.86
2013-01-11,02:00:00,-3.93,-3.64,43.78,42.08,-14.38,7777,6999,48.13,13.82,16.23
2013-01-11,03:00:00,-3.89,-3.6,44.19,42.56,-14.3,7777,6999,41.09,15.52,16.26
2013-01-11,04:00:00,-3.46,-3.18,41.02,39.32,-14.79,7777,6999,50.68,16.46,18.75
2013-01-11,05:00:00,-2.63,-2.36,37.11,35.44,-15.39,7777,6999,54.43,19.35,19.35
2013-01-11,06:00:00,-2.45,-2.21,37.21,35.58,-15.15,7777,6999,70.72,13,20.23
2013-01-11,07:00:00,-2.6,-2.39,38.6,36.84,-14.78,7777,6999,45.27,16.13,21.36
2013-01-11,08:00:00,-2.56,-2.35,38.84,37.18,-14.67,7777,6999,49.22,16.96,20.05
2013-01-11,09:00:00,-2.85,-2.65,41.39,39.86,-14.16,7777,6999,49.13,16.2,19.41
2013-01-11,10:00:00,-2.6,-2.41,43.9,42.41,-13.33,7777,6999,48.69,12.68,16.36
2013-01-11,11:00:00,-2.75,-2.56,49.47,48.08,-11.76,7777,6999,64.36,9.22,12.36
2013-01-11,12:00:00,-2.7,-2.5,53.24,51.74,-10.83,7777,6999,47.29,9.36,11.72
2013-01-11,13:00:00,-2.22,-2.07,54.49,53.24,-10.07,7777,6999,52.4,11.18,14.12
2013-01-11,14:00:00,-2.24,-2.11,58.46,57.21,-9.32,7777,6999,62.72,10.74,15.67
2013-01-11,15:00:00,-2.85,-2.73,62.54,61.32,-9.25,7777,6999,69.04,8.6,12.41
2013-01-11,16:00:00,-3.44,-3.25,62.57,61.42,-9.38,7777,6999,73.62,8.12,10.26
2013-01-11,17:00:00,-3.37,-3.19,58.8,57.45,-10.2,7777,6999,64.65,9.44,10.94
