Date,Time_UTC,avgAT_C_1m,avgAT_C_2m,avgRH_1m,avgRH_2m,avgDP_C,totalPPT_mm.hr,sampleSnowDepth_m,sampleWD_Deg,sampleWS_m.s,maxWS_m.s
2013-02-17,16:00:00,-21.11,-21.03,75.63,74.91,-24.29,7777,6999,290.1,2.56,3.05
2013-02-17,17:00:00,-21.18,-21.08,75.53,75.08,-24.36,7777,6999,283.8,2.28,2.82
2013-02-17,18:00:00,-22.55,-22.44,74.41,73.97,-25.9,7777,6999,264,2.14,3.2
2013-02-17,19:00:00,-23.13,-23,73.44,73.13,-26.58,7777,6999,264.6,0.97,2.91
2013-02-17,20:00:00,-22.55,-22.42,73.85,73.58,-25.94,7777,6999,14.74,0.7,1.69
2013-02-17,21:00:00,-22.1,-21.98,74.39,74.05,-25.42,7777,6999,175.2,0.54,1.64
2013-02-17,22:00:00,-23.69,-23.54,72.8,72.53,-27.23,7777,6999,286.8,2.72,2.76
2013-02-17,23:00:00,-25.02,-24.86,71.17,70.87,-28.74,7777,6999,292.1,2.66,3.36
2013-02-18,00:00:00,-24.99,-24.84,71.07,70.8,-28.72,7777,6999,260.7,3.67,3.79
2013-02-18,01:00:00,-24.41,-24.28,71.65,71.41,-28.07,7777,6999,250.9,2.64,4.01
2013-02-18,02:00:00,-24.54,-24.41,71.41,71.17,-28.22,7777,6999,187.9,2.97,3.24
2013-02-18,03:00:00,-25.52,-25.38,70.25,70.02,-29.33,7777,6999,256.2,3.22,3.51
2013-02-18,04:00:00,-26.51,-26.38,69.27,69.06,-30.47,7777,6999,233.4,3.01,3.29
2013-02-18,05:00:00,-26.88,-26.74,68.78,68.54,-30.89,7777,6999,271.7,2.73,3.44
2013-02-18,06:00:00,-27.17,-27.03,68.44,68.24,-31.23,7777,6999,268.1,2.4,3.31
2013-02-18,07:00:00,-27.3,-27.14,68.2,68.06,-31.38,7777,6999,271.1,1.3,2.45
2013-02-18,08:00:00,-27.17,-27.01,68.34,68.2,-31.23,7777,6999,278.5,1.35,1.8
2013-02-18,09:00:00,-26.93,-26.8,68.47,68.27,-30.98,7777,6999,264.6,1.08,1.5
2013-02-18,10:00:00,-26.51,-26.43,68.84,68.5,-30.54,7777,6999,249.9,0.35,1.35
2013-02-18,11:00:00,-24.79,-24.7,70.27,69.99,-28.6,7777,6999,243,1.6,1.65
2013-02-18,12:00:00,-24.08,-23.96,71.04,70.66,-27.85,7777,6999,287.2,1.56,2.42
2013-02-18,13:00:00,-23.73,-23.6,71.31,71,-27.46,7777,6999,277,1.79,2.1
2013-02-18,14:00:00,-23.55,-23.41,71.64,71.27,-27.25,7777,6999,254.7,1.45,2.06
2013-02-18,15:00:00,-23.54,-23.41,71.74,71.43,-27.21,7777,6999,258.1,1.87,2.26
2013-02-18,16:00:00,-23.96,-23.82,71.54,71.2,-27.66,7777,6999,268.9,1.08,2.14
2013-02-18,17:00:00,-24.44,-24.14,71.14,70.93,-28.17,7777,6999,280.5,0.39,1.58
2013-02-18,18:00:00,-25.59,-25.19,70.18,70.19,-29.43,7777,6999,63.12,0.46,0.62
2013-02-18,19:00:00,-26.53,-25.64,69.07,69.75,-30.5,7777,6999,349.1,0.85,1.01
2013-02-18,20:00:00,-26.67,-25.87,69.06,69.53,-30.66,7777,6999,42.55,0,1.08
2013-02-18,21:00:00,-27.07,-26.02,68.14,69.2,-31.12,7777,6999,69.49,0.2,0.86
2013-02-18,22:00:00,-27.64,-26.47,67.85,68.5,-31.77,7777,6999,44.4,1.68,1.89
2013-02-18,23:00:00,-27.25,-26.41,68.23,68.63,-31.33,7777,6999,48.32,0.31,1.87
2013-02-19,00:00:00,-27.39,-26.24,68.19,69.04,-31.48,7777,6999,52.09,0.12,1.62
2013-02-19,01:00:00,-27.27,-26.27,68.09,68.6,-31.35,7777,6999,51.9,1.56,1.99
2013-02-19,02:00:00,-28.12,-26.87,67.44,68.29,-32.33,7777,6999,42.37,1.8,2.06
2013-02-19,03:00:00,-28.39,-26.89,66.8,68.22,-32.63,7777,6999,47.88,1.63,2.03
2013-02-19,04:00:00,-27.61,-26.49,67.37,68.6,-31.75,7777,6999,44.16,1.79,1.92
2013-02-19,05:00:00,-27.13,-26.02,68.22,69.14,-31.2,7777,6999,50.2,0,1.75
2013-02-19,06:00:00,-27.61,-26.24,68.15,68.91,-31.76,7777,6999,59.05,0,1.7
2013-02-19,07:00:00,-27.31,-26.29,67.95,69.11,-31.41,7777,6999,42.75,1.51,2.14
2013-02-19,08:00:00,-27.78,-26.29,67.51,69.01,-31.95,7777,6999,321,0.75,2.6
2013-02-19,09:00:00,-26.59,-25.68,68.91,69.66,-30.6,7777,6999,5.95,0.78,1.68
2013-02-19,10:00:00,-24.41,-24.35,69.44,70.42,-28.39,7777,6999,347.7,0.67,1.49
2013-02-19,11:00:00,-21.98,-23.29,71.71,70.96,-25.71,7777,6999,12.8,0.18,1.95
2013-02-19,12:00:00,-20.08,-21.97,74.07,72.04,-23.54,7777,6999,37.24,1.35,2.04
2013-02-19,13:00:00,-18.51,-20.12,75.1,73.71,-21.77,7777,6999,175.1,0,1.79
2013-02-19,14:00:00,-18.9,-19.75,74.72,74.04,-22.25,7777,6999,263.8,0.61,1.14
2013-02-19,15:00:00,-20.44,-19.75,74.24,73.49,-23.92,7777,6999,10.04,0.52,1.56
2013-02-19,16:00:00,-19.13,-19.03,75.53,74.58,-22.32,7777,6999,243.3,0.53,1.08
2013-02-19,17:00:00,-19.28,-19.41,76.38,74.95,-22.41,7777,6999,204.7,0,2.2
2013-02-19,18:00:00,-20.81,-20.32,75.23,75.92,-24.04,7777,6999,65.25,0.52,2.33
2013-02-19,19:00:00,-21.03,-20.45,74.64,75.9,-24.35,7777,6999,76.1,1.56,2.93
2013-02-19,20:00:00,-21.09,-20.28,73.94,75.77,-24.49,7777,6999,86.7,1.27,4.14
2013-02-19,21:00:00,-20.76,-19.97,73.94,76.11,-24.17,7777,6999,57.21,2.34,2.75
2013-02-19,22:00:00,-20.97,-20.22,73.6,75.54,-24.45,7777,6999,256,0.4,6.8
2013-02-19,23:00:00,-21.1,-20.51,73.12,74.99,-24.61,7777,6999,77.41,1.45,3.05
2013-02-20,00:00:00,-21.68,-20.51,72.93,74.77,-25.26,7777,6999,61.47,0.69,3.16
2013-02-20,01:00:00,-20.99,-20.07,73.17,75.25,-24.54,7777,6999,0.05,1.11,2.25
2013-02-20,02:00:00,-20.52,-19.93,74.15,75.86,-23.96,7777,6999,219.9,0,1.18
2013-02-20,03:00:00,-21.76,-20.96,72.72,74.15,-25.33,7777,6999,82.7,1.52,1.77
2013-02-20,04:00:00,-21.97,-20.92,71.02,73.68,-25.72,7777,6999,141.6,0.38,2.18
2013-02-20,05:00:00,-21.36,-20.47,67.21,71.23,-25.85,7777,6999,71.57,0.11,2.15
2013-02-20,06:00:00,-21.93,-21.32,69.26,71.23,-25.98,7777,6999,13,0,1.67
2013-02-20,07:00:00,-21.02,-20.33,68.82,71.13,-25.27,7777,6999,41.75,0.97,1.83
2013-02-20,08:00:00,-20.02,-19.46,73.91,74.63,-23.41,7777,6999,96.7,0.3,2.01
2013-02-20,09:00:00,-19.25,-19.05,74.71,75.12,-22.64,7777,6999,118.5,0.77,1.43
2013-02-20,10:00:00,-18.82,-18.74,74.08,74.59,-22.2,7777,6999,232.6,0,1.1
2013-02-20,11:00:00,-19.05,-19.14,71.22,72.52,-22.77,7777,6999,70.61,0.49,1.26
2013-02-20,12:00:00,-19.14,-18.88,71.05,72.65,-22.84,7777,6999,349.6,0.11,0.74
2013-02-20,13:00:00,-19.47,-19.06,73.12,73.9,-22.96,7777,6999,0.19,0.51,1.37
2013-02-20,14:00:00,-19.21,-18.88,73.59,74.31,-22.65,7777,6999,287,1.42,1.42
2013-02-20,15:00:00,-19,-18.74,73.09,74.04,-22.52,7777,6999,296.7,0,1.57
2013-02-20,16:00:00,-18.79,-18.79,73.9,74.14,-22.19,7777,6999,150.8,1.25,2.09
2013-02-20,17:00:00,-19.02,-19.08,74.31,74.62,-22.41,7777,6999,107.7,1.22,2.06
2013-02-20,18:00:00,-19.29,-19.2,75.85,75.82,-22.46,7777,6999,111.4,1.27,2.14
2013-02-20,19:00:00,-20,-19.76,75.68,75.62,-23.15,7777,6999,91,0.21,1.31
2013-02-20,20:00:00,-20.29,-19.69,75.42,75.9,-23.43,7777,6999,106.2,0.4,0.83
2013-02-20,21:00:00,-20.41,-19.98,75.49,75.39,-23.55,7777,6999,235.3,0,1.15
2013-02-20,22:00:00,-20.28,-19.89,75.33,75.26,-23.49,7777,6999,120.5,0,1.58
2013-02-20,23:00:00,-20.68,-20.46,74.68,74.57,-24.03,7777,6999,116.1,1.39,2.21
2013-02-21,00:00:00,-21.06,-20.75,75.77,75.84,-24.2,7777,6999,231.4,0.73,2.04
2013-02-21,01:00:00,-21.56,-21.13,76.39,75.98,-24.61,7777,6999,44.06,0.13,0.87
2013-02-21,02:00:00,-21.79,-21.12,75.27,75.23,-24.98,7777,6999,118.8,1.26,1.45
2013-02-21,03:00:00,-22.51,-21.81,74.6,74.63,-25.78,7777,6999,38.71,1.15,2.61
2013-02-21,04:00:00,-21.54,-21.02,75.52,75.46,-24.73,7777,6999,162.9,0.77,1.6
2013-02-21,05:00:00,-21.49,-21.2,75.54,75.34,-24.66,7777,6999,289.2,0,0.8
2013-02-21,06:00:00,-21.91,-21.58,75.37,75,-25.09,7777,6999,2.75,0.88,1.21
2013-02-21,07:00:00,-21.46,-21.16,75.34,75.2,-24.65,7777,6999,128.8,0.05,0.91
2013-02-21,08:00:00,-21.62,-21.39,75.23,75,-24.82,7777,6999,65.95,0.35,1.67
2013-02-21,09:00:00,-21.41,-21.21,75.4,75.2,-24.6,7777,6999,322.7,0.47,2.05
2013-02-21,10:00:00,-19.56,-19.76,75.87,75.97,-22.79,7777,6999,259.2,0.67,1.7
2013-02-21,11:00:00,-18.38,-18.87,75.84,75.92,-21.64,7777,6999,280.1,1.2,1.28
2013-02-21,12:00:00,-18.14,-18.77,75.17,75.61,-21.46,7777,6999,343.4,1.38,1.96
2013-02-21,13:00:00,-17.85,-17.56,72.92,75.75,-21.5,7777,6999,333.6,0.52,1.81
2013-02-21,14:00:00,-17.45,-17.49,69.66,75.34,-21.54,7777,6999,290.9,0.83,1.9
2013-02-21,15:00:00,-17.19,-17.7,70.14,73.84,-21.32,7777,6999,46.49,0.74,2.72
2013-02-21,16:00:00,-17.59,-18.53,70.86,73.99,-21.55,7777,6999,54.85,0.96,2.12
2013-02-21,17:00:00,-19.29,-19.86,72.65,75.3,-22.89,7777,6999,47.96,1.73,3.3
2013-02-21,18:00:00,-21.68,-21.14,76.78,76.06,-24.7,7777,6999,20.19,1.56,2.89
2013-02-21,19:00:00,-21.81,-20.88,75.81,75.57,-24.88,7777,6999,59.43,1.63,2.58
2013-02-21,20:00:00,-20.79,-20.54,76.7,76.28,-23.83,7777,6999,95.5,1.51,2.4
2013-02-21,21:00:00,-20.28,-20.17,77.34,76.76,-23.23,7777,6999,68.6,1.43,2.38
2013-02-21,22:00:00,-20.39,-20.29,77.02,76.55,-23.38,7777,6999,88.1,1.98,2.16
2013-02-21,23:00:00,-20.61,-20.48,76.96,76.31,-23.59,7777,6999,139.7,1.23,2.31
2013-02-22,00:00:00,-21.04,-20.92,76,75.7,-24.17,7777,6999,125.2,1.07,1.57
2013-02-22,01:00:00,-21.21,-21.04,75.74,75.43,-24.37,7777,6999,128,0.63,1.33
2013-02-22,02:00:00,-21.18,-21.07,75.64,75.33,-24.33,7777,6999,124.2,0.65,1.17
2013-02-22,03:00:00,-21.39,-21.29,75.37,75.06,-24.58,7777,6999,136.3,0.63,0.92
2013-02-22,04:00:00,-21.61,-21.52,74.99,74.65,-24.84,7777,6999,206.6,0.36,0.97
2013-02-22,05:00:00,-22.45,-22.34,74.24,73.87,-25.8,7777,6999,139.7,0.32,0.35
2013-02-22,06:00:00,-22.94,-22.82,73.64,73.33,-26.36,7777,6999,306.6,1.06,1.09
2013-02-22,07:00:00,-22.88,-22.76,73.68,73.41,-26.29,7777,6999,207.5,0.28,1
2013-02-22,08:00:00,-22.96,-22.86,73.47,73.27,-26.39,7777,6999,200.8,1.47,1.81
2013-02-22,09:00:00,-23.95,-23.79,72.42,72.26,-27.53,7777,6999,291.6,0.92,1.53
2013-02-22,10:00:00,-23.54,-23.38,72.43,72.4,-27.11,7777,6999,354.5,0.68,1.09
2013-02-22,11:00:00,-21.93,-21.79,73.85,73.71,-25.4,7777,6999,308.2,0.55,1.23
2013-02-22,12:00:00,-20.84,-20.49,73.14,74.06,-24.39,7777,6999,294.6,1.05,1.17
2013-02-22,13:00:00,-20.45,-20.38,72.89,73.78,-24.06,7777,6999,262.9,1.87,2.94
2013-02-22,14:00:00,-20.24,-20.28,73.07,73.5,-23.82,7777,6999,221.6,1.94,3.92
2013-02-22,15:00:00,-20.95,-20.97,72.59,72.66,-24.59,7777,6999,197.1,1.45,3.38
2013-02-22,16:00:00,-21.45,-21.31,73.08,72.84,-25.04,7777,6999,160.2,0.63,2.28
2013-02-22,17:00:00,-21.82,-20.73,73.62,74.88,-25.25,7777,6999,291,0.31,0.99
2013-02-22,18:00:00,-23.98,-23.17,71.97,72.65,-27.56,7777,6999,20.06,0,0.88
2013-02-22,19:00:00,-23.9,-23.19,72.4,72.88,-27.46,7777,6999,354.5,0.97,1.27
2013-02-22,20:00:00,-23.83,-23.1,72.5,73.15,-27.39,7777,6999,32.58,0.46,1.59
2013-02-22,21:00:00,-22.96,-22.38,73.15,73.69,-26.4,7777,6999,60.85,0,1.28
2013-02-22,22:00:00,-22.55,-22.2,73.59,73.69,-25.95,7777,6999,12.61,0.14,3.1
2013-02-22,23:00:00,-23.43,-22.69,72.47,73.28,-26.95,7777,6999,81.9,2.56,3.23
2013-02-23,00:00:00,-23.31,-22.66,72.91,73.28,-26.8,7777,6999,73.9,0.08,2.99
2013-02-23,01:00:00,-22.74,-21.94,73.49,74.03,-26.16,7777,6999,48.28,1.25,1.58
2013-02-23,02:00:00,-22.38,-21.65,74,74.61,-25.73,7777,6999,15.51,1.2,3.78
2013-02-23,03:00:00,-14.06,-13.65,80.52,80.62,-16.52,7777,6999,53.22,13.04,15.8
2013-02-23,04:00:00,-10.19,-9.78,77.8,74.28,-13.34,7777,6999,55.31,13.07,15.69
2013-02-23,05:00:00,-10.21,-9.84,77.26,75.01,-13.38,7777,6999,58.05,13.7,15.52
2013-02-23,06:00:00,-9.35,-9,74.73,72.08,-12.94,7777,6999,45.45,14.4,16.79
2013-02-23,07:00:00,-9.07,-8.74,76.11,73.8,-12.52,7777,6999,56.4,15.87,17.1
2013-02-23,08:00:00,-8.83,-8.51,72.85,70.26,-12.89,7777,6999,56.44,14.68,17.62
2013-02-23,09:00:00,-8.39,-8.12,69.54,67.3,-12.91,7777,6999,58.81,11.79,15.77
2013-02-23,10:00:00,-8.09,-7.89,74.08,73.13,-11.8,7777,6999,51.47,12.37,17.15
2013-02-23,11:00:00,-7.82,-7.65,78.01,76.95,-10.99,7777,6999,49.54,14.35,16.45
2013-02-23,12:00:00,-7.55,-7.42,73.24,71.62,-11.5,7777,6999,44.28,15.4,18.62
2013-02-23,13:00:00,-7.47,-7.42,69.29,68.07,-12.13,7777,6999,51.18,12.94,15.67
2013-02-23,14:00:00,-7.49,-7.41,67.53,66.11,-12.48,7777,6999,41.2,15.41,17.16
2013-02-23,15:00:00,-7.13,-7,66.17,64.82,-12.43,7777,6999,71.24,12.81,16.3
2013-02-23,16:00:00,-6.63,-6.49,60.29,58.83,-13.13,7777,6999,62.56,9.47,12.93
2013-02-23,17:00:00,-6.72,-6.54,61.86,60.46,-12.86,7777,6999,47.94,9.68,11.47
2013-02-23,18:00:00,-6.5,-6.25,59.58,57.61,-13.33,7777,6999,49.15,11.19,12.9
2013-02-23,19:00:00,-7.17,-6.95,67.09,65.7,-12.29,7777,6999,62.37,9.53,11.3
2013-02-23,20:00:00,-7.52,-7.27,68.93,67.57,-12.38,7777,6999,50.56,10.94,12.09
2013-02-23,21:00:00,-7.3,-7.03,65.91,64.38,-12.76,7777,6999,57.46,8.97,12.35
2013-02-23,22:00:00,-6.32,-6.04,59.04,57.44,-13.09,7777,6999,72.74,7.78,12.05
2013-02-23,23:00:00,-6.67,-6.39,64.03,62.67,-12.21,7777,6999,55.52,9.33,9.9
2013-02-24,00:00:00,-6.46,-6.2,65.46,64.2,-11.91,7777,6999,63.04,11.06,14.71
2013-02-24,01:00:00,-6.55,-6.3,64.95,63.55,-12.1,7777,6999,62.32,10.58,14.62
2013-02-24,02:00:00,-6.59,-6.31,60.64,59.04,-12.82,7777,6999,66.76,9.39,12.04
2013-02-24,03:00:00,-6.68,-6.36,57.75,56.12,-13.65,7777,6999,51.86,9.51,11.71
2013-02-24,04:00:00,-6.53,-6.21,56.19,54.59,-13.84,7777,6999,55.28,9.81,11.38
2013-02-24,05:00:00,-6.66,-6.35,57.31,55.64,-13.67,7777,6999,48.96,11.12,12.31
2013-02-24,06:00:00,-6.6,-6.28,57.14,55.47,-13.7,7777,6999,59.09,9.78,12.56
2013-02-24,07:00:00,-6.9,-6.6,60.78,59.18,-13.22,7777,6999,52.82,14.22,14.66
2013-02-24,08:00:00,-6.48,-6.19,56.84,55.24,-13.65,7777,6999,59.96,10.79,14.1
2013-02-24,09:00:00,-6.47,-6.25,55.44,54.25,-13.8,7777,6999,61.89,12.23,13.16
2013-02-24,10:00:00,-5.81,-6.13,56.79,57.48,-12.92,7777,6999,56.24,12.96,13.63
2013-02-24,11:00:00,-5.46,-5.94,58.01,59.4,-12.49,7777,6999,63.71,10.59,13.4
2013-02-24,12:00:00,-4.49,-5.2,53.52,55.22,-12.31,7777,6999,53.87,11.54,12.64
2013-02-24,13:00:00,-4.17,-4.91,53.59,55.59,-12.2,7777,6999,61.62,13.45,14.99
2013-02-24,14:00:00,-4.56,-5.11,53.48,54.88,-12.54,7777,6999,59.46,15.56,15.56
2013-02-24,15:00:00,-5.08,-5.35,53.28,53.69,-13.12,7777,6999,64.91,13.74,15.84
2013-02-24,16:00:00,-5.45,-5.4,54,53.25,-13.28,7777,6999,66.55,15.75,16.56
2013-02-24,17:00:00,-5.47,-5.32,55.56,54.31,-12.89,7777,6999,58.93,15.81,16.1
2013-02-24,18:00:00,-5.63,-5.43,55.4,53.93,-13.16,7777,6999,63.13,15.4,16.96
2013-02-24,19:00:00,-5.55,-5.34,56.17,54.82,-12.92,7777,6999,59.65,16.65,16.72
2013-02-24,20:00:00,-5.42,-5.2,56,54.61,-12.8,7777,6999,55.65,15.91,17.8
2013-02-24,21:00:00,-5.46,-5.24,56.68,55.26,-12.75,7777,6999,61.44,16.22,17.61
2013-02-24,22:00:00,-5.38,-5.14,55.06,53.53,-12.95,7777,6999,64.67,17.11,17.99
2013-02-24,23:00:00,-5.37,-5.13,53.53,52.1,-13.24,7777,6999,54.45,17.07,18.02
2013-02-25,00:00:00,-5.61,-5.37,54,52.61,-13.48,7777,6999,53.63,16.82,20.01
2013-02-25,01:00:00,-5.65,-5.4,53.39,51.8,-13.62,7777,6999,55.8,15.2,19.21
2013-02-25,02:00:00,-5.52,-5.28,52.79,51.39,-13.66,7777,6999,61.64,14.56,17.93
2013-02-25,03:00:00,-5.59,-5.33,52.04,50.64,-13.91,7777,6999,52.33,14.05,15
2013-02-25,04:00:00,-5.71,-5.41,51.67,50.2,-14.02,7777,6999,57.45,12.76,15.41
2013-02-25,05:00:00,-5.56,-5.26,51.19,49.59,-14.02,7777,6999,51.27,10.34,14.67
2013-02-25,06:00:00,-5.86,-5.57,52.52,51.02,-14.03,7777,6999,37,11.28,15.47
2013-02-25,07:00:00,-6.14,-5.83,54.08,52.52,-13.9,7777,6999,58.46,10.2,15.25
2013-02-25,08:00:00,-6.09,-5.77,53.19,51.56,-13.9,7777,6999,54.17,10.65,12.94
2013-02-25,09:00:00,-5.89,-5.62,51.29,49.7,-14.44,7777,6999,58.36,10.65,14.56
2013-02-25,10:00:00,-5.32,-5.36,48.91,48.17,-14.55,7777,6999,44.46,11.67,14.25
2013-02-25,11:00:00,-4,-4.57,45.61,46.8,-13.95,7777,6999,54.73,10.94,13.65
2013-02-25,12:00:00,-3.5,-4.18,45.33,47.03,-13.68,7777,6999,46.43,11.43,12.93
2013-02-25,13:00:00,-3.49,-4.16,44.48,46.14,-13.85,7777,6999,54,12.36,13.85
2013-02-25,14:00:00,-3.39,-3.89,42.65,43.29,-14.29,7777,6999,62.67,12.44,14.39
2013-02-25,15:00:00,-3.36,-3.78,41.49,41.8,-14.63,7777,6999,48.4,11.15,13.54
2013-02-25,16:00:00,-3.59,-3.92,41.36,41.46,-14.9,7777,6999,56.12,11.85,13.55
2013-02-25,17:00:00,-3.98,-4.1,42.21,42.04,-14.95,7777,6999,42.43,7.48,12.44
2013-02-25,18:00:00,-5.07,-4.81,45.85,44.52,-15.03,7777,6999,61.97,7.61,8.86
2013-02-25,19:00:00,-5.74,-5.32,46.37,44.32,-15.37,7777,6999,52.09,8.66,8.66
2013-02-25,20:00:00,-5.28,-4.92,44.63,42.97,-15.5,7777,6999,38.01,8.36,10.41
2013-02-25,21:00:00,-5.29,-4.84,42.73,40.83,-16.04,7777,6999,48.52,6.04,9.01
2013-02-25,22:00:00,-7.91,-7.43,47.22,45.45,-16.92,7777,6999,46.41,4.89,7.06
2013-02-25,23:00:00,-8.21,-7.03,46.82,43.04,-17.7,7777,6999,61.12,3.82,5.81
2013-02-26,00:00:00,-7.69,-6.03,44.41,39.48,-18.37,7777,6999,6.95,0.65,4.03
2013-02-26,01:00:00,-6.76,-5.3,38.74,34.73,-18.57,7777,6999,17.13,0.98,2.4
2013-02-26,02:00:00,-7.59,-5.75,38.02,33.44,-19.34,7777,6999,85.1,0.63,2.11
2013-02-26,03:00:00,-8.37,-6.73,41.56,37.17,-19.36,7777,6999,86,1.27,1.91
2013-02-26,04:00:00,-7.67,-6.51,39.22,35.89,-19.27,7777,6999,59.79,2.32,2.32
2013-02-26,05:00:00,-9.8,-7.96,42.24,38.2,-20.16,7777,6999,49.46,1.83,3.4
2013-02-26,06:00:00,-9.29,-7.76,40.31,37.09,-20.29,7777,6999,31.9,1.6,2.55
2013-02-26,07:00:00,-9.22,-7.9,40.62,37.29,-20.29,7777,6999,111.5,0.81,1.55
2013-02-26,08:00:00,-11.06,-9.4,42.8,38.85,-21.05,7777,6999,68.88,2.06,3.52
2013-02-26,09:00:00,-9.8,-8.57,41.54,38.48,-20.48,7777,6999,339.9,0.98,1.86
2013-02-26,10:00:00,-9.5,-8.98,41.88,39.97,-20.1,7777,6999,32.96,0.18,1.45
2013-02-26,11:00:00,-9.5,-9.33,42.01,41.53,-20.12,7777,6999,65.43,2.93,3.26
2013-02-26,12:00:00,-9.13,-9.46,41.93,42.27,-19.53,7777,6999,27.59,0.96,5.03
2013-02-26,13:00:00,-7.36,-7.42,38.66,38.15,-18.92,7777,6999,277.5,0.5,2.06
2013-02-26,14:00:00,-8.71,-8.61,44.7,43.07,-18.86,7777,6999,130.7,0.59,1.5
2013-02-26,15:00:00,-7.07,-8.2,42.67,45.99,-17.56,7777,6999,82.8,2.49,3.15
2013-02-26,16:00:00,-7.08,-8.56,43.44,46.77,-17.52,7777,6999,72.16,2.06,4.72
2013-02-26,17:00:00,-9.19,-8.8,47.22,47.69,-18.12,7777,6999,11.29,0,1.98
2013-02-26,18:00:00,-11.28,-10.64,53.76,51,-19.04,7777,6999,17.28,1.57,2.03
2013-02-26,19:00:00,-12.67,-11.15,58.22,52.92,-19.29,7777,6999,61.97,2.03,2.8
2013-02-26,20:00:00,-12.9,-11.08,52.59,46.58,-20.66,7777,6999,17.62,0.78,2.97
2013-02-26,21:00:00,-11.53,-10.56,48.24,45.83,-20.44,7777,6999,4.63,0.07,2.54
2013-02-26,22:00:00,-12.18,-11.06,50.45,47.67,-20.45,7777,6999,37.32,1.14,2.79
2013-02-26,23:00:00,-10.94,-9.49,45.45,40.43,-20.86,7777,6999,10.04,0.65,1.61
2013-02-27,00:00:00,-12.31,-10.52,48.72,44.2,-21.29,7777,6999,103.4,0.72,3.21
2013-02-27,01:00:00,-11.72,-10,42.91,39.13,-21.66,7777,6999,75.12,2.54,2.54
2013-02-27,02:00:00,-11.85,-10.35,43.92,40.12,-21.63,7777,6999,271,0.17,2.75
2013-02-27,03:00:00,-11.74,-10.88,48.14,45.69,-20.78,7777,6999,293.3,1.37,3.46
2013-02-27,04:00:00,-11.02,-10.15,44.61,42.67,-20.69,7777,6999,8.25,1.38,1.38
2013-02-27,05:00:00,-11.1,-10.36,43.17,40.52,-21.19,7777,6999,133.4,1.05,2.66
2013-02-27,06:00:00,-11.3,-10.01,42.69,40.35,-21.42,7777,6999,113.7,1.63,3.86
2013-02-27,07:00:00,-11.06,-9.68,45.41,42.56,-21,7777,6999,7.34,0.45,3.7
2013-02-27,08:00:00,-9.11,-8.02,43,39.5,-19.4,7777,6999,65.69,2.07,3.08
2013-02-27,09:00:00,-5.94,-5.23,37.59,36.64,-18.31,7777,6999,33.58,1.08,2.74
2013-02-27,10:00:00,-3.47,-3.98,33.98,34.93,-17.2,7777,6999,31.15,4.03,4.57
2013-02-27,11:00:00,-1.44,-2.38,33.52,34.74,-15.49,7777,6999,56.98,5.85,7.32
2013-02-27,12:00:00,-0.91,-1.57,34.8,35.17,-14.69,0,6999,83.3,7.64,8.66
2013-02-27,13:00:00,-0.76,-1.37,35.51,36.53,-14.09,0,6999,66.71,6.4,9.98
2013-02-27,14:00:00,-0.1,-0.91,33.4,34.25,-14.06,0,6999,48.92,2.82,8.34
2013-02-27,15:00:00,0.07,-0.6,34.83,35.58,-13.65,0,6999,55.67,8.42,12.43
2013-02-27,16:00:00,-2.01,-2.26,41.72,41.52,-13.71,7777,6999,52.4,6.16,9.34
2013-02-27,17:00:00,-2.63,-2.68,44.78,44.03,-13.19,7777,6999,45.12,6.01,9.68
2013-02-27,18:00:00,-4.24,-3.92,49.3,47.71,-13.34,7777,6999,46.48,6.59,9.52
2013-02-27,19:00:00,-5.25,-4.86,50.1,48.57,-14.03,7777,6999,32.36,5.42,8.07
2013-02-27,20:00:00,-4.45,-4.08,47.86,46.12,-14.05,7777,6999,48.03,9.81,11.71
2013-02-27,21:00:00,-4.11,-3.78,46.74,45.24,-13.86,7777,6999,49.09,7.85,10.22
2013-02-27,22:00:00,-4.01,-3.71,46.29,44.73,-13.9,7777,6999,39.74,6.72,8.53
2013-02-27,23:00:00,-3.66,-3.37,45.31,43.71,-13.71,7777,6999,37.03,7.53,10.84
2013-02-28,00:00:00,-4.02,-3.69,46.09,44.32,-13.94,7777,6999,50.59,8.14,9.5
2013-02-28,01:00:00,-4.73,-4.4,48.94,47.28,-13.99,7777,6999,43.35,7.04,9.46
2013-02-28,02:00:00,-5.5,-5.1,50.03,48.43,-14.48,7777,6999,47.65,6.77,7.85
2013-02-28,03:00:00,-5.38,-4.98,47.69,45.89,-14.77,7777,6999,37.57,6.37,7.5
2013-02-28,04:00:00,-5.15,-4.76,47.05,45.35,-14.7,7777,6999,43.02,7.84,8.01
2013-02-28,05:00:00,-5.82,-5.4,50.1,48.44,-14.77,7777,6999,48.57,5.38,8.29
2013-02-28,06:00:00,-6.02,-5.55,50,47.83,-14.7,7777,6999,39.17,3.92,5.68
2013-02-28,07:00:00,-5.65,-5.1,50.14,47.59,-14.38,7777,6999,64.92,4.76,5.24
2013-02-28,08:00:00,-6.49,-5.91,50.31,47.8,-14.81,7777,6999,55.52,3.98,6.23
2013-02-28,09:00:00,-3.86,-3.23,45.07,42.29,-14.34,7777,6999,36.12,6.39,7.1
2013-02-28,10:00:00,-1.1,-1.43,39.46,39.63,-13.25,7777,6999,52.98,12.05,14.52
